n	x	y	z
0 3 0 0.5
1 3.0016 0.00060032 0.499999
2 3.0032 0.00120381 0.499997
3 3.00479 0.00181046 0.499994
4 3.00638 0.00242025 0.49999
5 3.00797 0.00303318 0.499984
6 3.00956 0.00364924 0.499977
7 3.01114 0.00426842 0.499969
8 3.01273 0.0048907 0.499959
9 3.01431 0.00551607 0.499949
10 3.01589 0.00614453 0.499936
11 3.01746 0.00677606 0.499923
12 3.01904 0.00741066 0.499908
13 3.02061 0.0080483 0.499892
14 3.02218 0.00868899 0.499875
15 3.02374 0.00933272 0.499856
16 3.02531 0.00997946 0.499836
17 3.02687 0.0106292 0.499815
18 3.02843 0.011282 0.499793
19 3.02998 0.0119377 0.499769
20 3.03154 0.0125964 0.499744
21 3.03309 0.0132581 0.499717
22 3.03464 0.0139228 0.499689
23 3.03619 0.0145904 0.49966
24 3.03773 0.0152609 0.49963
25 3.03928 0.0159344 0.499598
26 3.04082 0.0166108 0.499565
27 3.04235 0.0172901 0.49953
28 3.04389 0.0179722 0.499495
29 3.04542 0.0186573 0.499457
30 3.04695 0.0193453 0.499419
31 3.04848 0.0200361 0.499379
32 3.05001 0.0207298 0.499338
33 3.05153 0.0214263 0.499295
34 3.05305 0.0221256 0.499251
35 3.05457 0.0228278 0.499206
36 3.05608 0.0235328 0.49916
37 3.0576 0.0242406 0.499112
38 3.05911 0.0249512 0.499062
39 3.06061 0.0256646 0.499012
40 3.06212 0.0263808 0.49896
41 3.06362 0.0270997 0.498906
42 3.06512 0.0278214 0.498851
43 3.06662 0.0285458 0.498795
44 3.06812 0.029273 0.498738
45 3.06961 0.0300029 0.498679
46 3.0711 0.0307355 0.498619
47 3.07259 0.0314708 0.498557
48 3.07407 0.0322088 0.498494
49 3.07556 0.0329495 0.498429
50 3.07704 0.0336928 0.498364
51 3.07851 0.0344389 0.498296
52 3.07999 0.0351876 0.498228
53 3.08146 0.0359389 0.498158
54 3.08293 0.0366929 0.498087
55 3.0844 0.0374495 0.498014
56 3.08586 0.0382087 0.49794
57 3.08733 0.0389706 0.497864
58 3.08879 0.039735 0.497787
59 3.09024 0.040502 0.497709
60 3.0917 0.0412716 0.497629
61 3.09315 0.0420438 0.497548
62 3.0946 0.0428185 0.497466
63 3.09605 0.0435958 0.497382
64 3.09749 0.0443756 0.497296
65 3.09893 0.0451579 0.49721
66 3.10037 0.0459428 0.497121
67 3.10181 0.0467302 0.497032
68 3.10324 0.0475201 0.496941
69 3.10467 0.0483125 0.496849
70 3.1061 0.0491073 0.496755
71 3.10752 0.0499047 0.49666
72 3.10895 0.0507045 0.496563
73 3.11037 0.0515067 0.496465
74 3.11179 0.0523114 0.496365
75 3.1132 0.0531186 0.496265
76 3.11461 0.0539281 0.496162
77 3.11602 0.0547401 0.496059
78 3.11743 0.0555545 0.495954
79 3.11883 0.0563713 0.495847
80 3.12024 0.0571905 0.495739
81 3.12164 0.0580121 0.49563
82 3.12303 0.058836 0.495519
83 3.12443 0.0596623 0.495407
84 3.12582 0.060491 0.495293
85 3.1272 0.061322 0.495178
86 3.12859 0.0621553 0.495061
87 3.12997 0.062991 0.494943
88 3.13135 0.063829 0.494824
89 3.13273 0.0646693 0.494703
90 3.13411 0.0655118 0.494581
91 3.13548 0.0663567 0.494457
92 3.13685 0.0672039 0.494332
93 3.13821 0.0680533 0.494206
94 3.13958 0.068905 0.494078
95 3.14094 0.069759 0.493948
96 3.1423 0.0706152 0.493817
97 3.14365 0.0714736 0.493685
98 3.14501 0.0723342 0.493551
99 3.14636 0.0731971 0.493416
100 3.1477 0.0740622 0.49328
101 3.14905 0.0749295 0.493142
102 3.15039 0.075799 0.493002
103 3.15173 0.0766706 0.492861
104 3.15307 0.0775445 0.492719
105 3.1544 0.0784205 0.492575
106 3.15573 0.0792987 0.49243
107 3.15706 0.080179 0.492283
108 3.15839 0.0810614 0.492135
109 3.15971 0.081946 0.491986
110 3.16103 0.0828327 0.491835
111 3.16235 0.0837215 0.491682
112 3.16366 0.0846124 0.491529
113 3.16497 0.0855055 0.491373
114 3.16628 0.0864006 0.491216
115 3.16759 0.0872978 0.491058
116 3.16889 0.088197 0.490899
117 3.17019 0.0890983 0.490738
118 3.17149 0.0900017 0.490575
119 3.17278 0.0909071 0.490411
120 3.17408 0.0918146 0.490246
121 3.17537 0.0927241 0.490079
122 3.17665 0.0936356 0.489911
123 3.17794 0.0945491 0.489741
124 3.17922 0.0954646 0.48957
125 3.1805 0.0963822 0.489397
126 3.18177 0.0973017 0.489223
127 3.18305 0.0982231 0.489047
128 3.18432 0.0991466 0.48887
129 3.18558 0.100072 0.488692
130 3.18685 0.100999 0.488512
131 3.18811 0.101929 0.488331
132 3.18937 0.10286 0.488148
133 3.19062 0.103793 0.487964
134 3.19188 0.104728 0.487778
135 3.19313 0.105665 0.487591
136 3.19437 0.106604 0.487403
137 3.19562 0.107545 0.487213
138 3.19686 0.108488 0.487021
139 3.1981 0.109432 0.486829
140 3.19933 0.110379 0.486634
141 3.20057 0.111327 0.486439
142 3.2018 0.112277 0.486241
143 3.20303 0.113229 0.486043
144 3.20425 0.114183 0.485843
145 3.20547 0.115139 0.485641
146 3.20669 0.116096 0.485438
147 3.20791 0.117056 0.485234
148 3.20912 0.118017 0.485028
149 3.21033 0.11898 0.484821
