n	rho	drho
0 3 80
1 3.01589 78.9162
2 3.03157 77.807
3 3.04702 76.6752
4 3.06224 75.5235
5 3.07723 74.3542
6 3.09198 73.1694
7 3.10649 71.9711
8 3.12077 70.7611
9 3.1348 69.5409
10 3.14858 68.312
11 3.16212 67.0758
12 3.17541 65.8334
13 3.18846 64.5859
14 3.20125 63.3343
15 3.21379 62.0794
16 3.22608 60.8221
17 3.23812 59.5629
18 3.2499 58.3026
19 3.26144 57.0416
20 3.27272 55.7805
21 3.28375 54.5196
22 3.29453 53.2594
23 3.30506 52.0002
24 3.31533 50.7423
25 3.32535 49.4858
26 3.33512 48.2311
27 3.34464 46.9782
28 3.35391 45.7274
29 3.36294 44.4787
30 3.37171 43.2322
31 3.38023 41.988
32 3.3885 40.7461
33 3.39653 39.5066
34 3.4043 38.2695
35 3.41183 37.0348
36 3.41912 35.8024
37 3.42616 34.5723
38 3.43295 33.3446
39 3.43949 32.119
40 3.44579 30.8956
41 3.45185 29.6744
42 3.45766 28.4551
43 3.46323 27.2379
44 3.46856 26.0224
45 3.47364 24.8088
46 3.47848 23.5968
47 3.48308 22.3864
48 3.48744 21.1774
49 3.49155 19.9699
50 3.49543 18.7636
51 3.49906 17.5584
52 3.50245 16.3543
53 3.5056 15.1511
54 3.50851 13.9487
55 3.51118 12.7471
56 3.51361 11.546
57 3.5158 10.3454
58 3.51775 9.14515
59 3.51946 7.94517
60 3.52092 6.74534
61 3.52215 5.54554
62 3.52314 4.34566
63 3.52389 3.14561
64 3.5244 1.94527
65 3.52467 0.744542
66 3.5247 -0.456674
67 3.52449 -1.65848
68 3.52404 -2.86096
69 3.52334 -4.06422
70 3.52241 -5.26834
71 3.52124 -6.47342
72 3.51982 -7.67952
73 3.51816 -8.88674
74 3.51627 -10.0952
75 3.51413 -11.3048
76 3.51174 -12.5158
77 3.50912 -13.7282
78 3.50625 -14.942
79 3.50314 -16.1573
80 3.49979 -17.3741
81 3.49619 -18.5925
82 3.49235 -19.8125
83 3.48827 -21.0341
84 3.48394 -22.2574
85 3.47936 -23.4823
86 3.47455 -24.7089
87 3.46948 -25.937
88 3.46417 -27.1668
89 3.45861 -28.3982
90 3.45281 -29.6311
91 3.44676 -30.8655
92 3.44047 -32.1012
93 3.43392 -33.3383
94 3.42713 -34.5767
95 3.42009 -35.8161
96 3.4128 -37.0565
97 3.40527 -38.2977
98 3.39748 -39.5395
99 3.38945 -40.7818
100 3.38117 -42.0244
101 3.37264 -43.2669
102 3.36387 -44.5092
103 3.35484 -45.7508
104 3.34556 -46.9916
105 3.33604 -48.2311
106 3.32627 -49.4689
107 3.31625 -50.7047
108 3.30599 -51.9379
109 3.29548 -53.168
110 3.28472 -54.3944
111 3.27372 -55.6166
112 3.26248 -56.8339
113 3.25099 -58.0455
114 3.23926 -59.2507
115 3.22729 -60.4486
116 3.21508 -61.6383
117 3.20263 -62.8188
118 3.18995 -63.9891
119 3.17704 -65.1479
120 3.16389 -66.2941
121 3.15052 -67.4264
122 3.13692 -68.5431
123 3.1231 -69.6429
124 3.10906 -70.7241
125 3.09481 -71.7848
126 3.08035 -72.8232
127 3.06568 -73.8371
128 3.05082 -74.8245
129 3.03575 -75.783
130 3.0205 -76.71
131 3.00507 -77.603
132 2.98946 -78.459
133 2.97369 -79.2752
134 2.95775 -80.0482
135 2.94167 -80.7748
136 2.92544 -81.4514
137 2.90909 -82.0743
138 2.89261 -82.6394
139 2.87603 -83.1427
140 2.85935 -83.5799
141 2.8426 -83.9465
142 2.82578 -84.2379
143 2.8089 -84.4493
144 2.792 -84.5758
145 2.77507 -84.6124
146 2.75815 -84.554
147 2.74125 -84.3955
148 2.72439 -84.132
149 2.7076 -83.7583
150 2.69089 -83.2696
151 2.67429 -82.6614
152 2.65783 -81.9293
153 2.64152 -81.0694
154 2.6254 -80.0783
155 2.60949 -78.9531
156 2.59382 -77.6917
157 2.57841 -76.293
158 2.5633 -74.7566
159 2.54851 -73.0834
160 2.53407 -71.2754
161 2.52 -69.3361
162 2.50633 -67.2703
163 2.49309 -65.0845
164 2.4803 -62.7866
165 2.46798 -60.3862
166 2.45614 -57.8948
167 2.44482 -55.3252
168 2.43401 -52.6919
169 2.42374 -50.0109
170 2.41401 -47.2993
171 2.40482 -44.5754
172 2.39618 -41.8582
173 2.38808 -39.1675
174 2.38051 -36.523
175 2.37347 -33.9446
176 2.36693 -31.4516
177 2.36089 -29.0625
178 2.35531 -26.7947
179 2.35017 -24.6642
180 2.34544 -22.6853
181 2.3411 -20.8703
182 2.33709 -19.2294
183 2.3334 -17.7705
184 2.32999 -16.499
185 2.3268 -15.4181
186 2.32382 -14.5286
187 2.32099 -13.8289
188 2.31829 -13.3152
189 2.31567 -12.9817
190 2.3131 -12.8209
191 2.31054 -12.8236
192 2.30797 -12.9792
193 2.30535 -13.2759
194 2.30266 -13.7011
195 2.29987 -14.2418
196 2.29696 -14.8842
197 2.29391 -15.6147
198 2.29071 -16.4197
199 2.28735 -17.2857
200 2.2838 -18.2001
201 2.28007 -19.1505
202 2.27614 -20.1257
203 2.27201 -21.1152
204 2.26769 -22.1096
205 2.26317 -23.1007
206 2.25845 -24.0816
207 2.25354 -25.0464
208 2.24843 -25.9908
209 2.24314 -26.9114
210 2.23767 -27.8065
211 2.23202 -28.6752
212 2.2262 -29.5182
213 2.22021 -30.337
214 2.21406 -31.134
215 2.20776 -31.9126
216 2.2013 -32.6769
217 2.19469 -33.4313
218 2.18793 -34.1806
219 2.18102 -34.9296
220 2.17395 -35.6828
221 2.16674 -36.4443
222 2.15938 -37.2172
223 2.15186 -38.0037
224 2.14418 -38.8042
225 2.13633 -39.6174
226 2.12833 -40.4396
227 2.12016 -41.2646
228 2.11182 -42.0832
229 2.10332 -42.8829
230 2.09467 -43.6476
231 2.08587 -44.3575
232 2.07693 -44.9889
233 2.06787 -45.5143
234 2.05872 -45.9023
235 2.04951 -46.1185
236 2.04027 -46.1258
237 2.03106 -45.8853
238 2.02192 -45.3575
239 2.01292 -44.5041
240 2.00412 -43.2894
241 1.9956 -41.6827
242 1.98744 -39.6604
243 1.97974 -37.2082
244 1.97256 -34.3234
245 1.96601 -31.0168
246 1.96015 -27.3138
247 1.95508 -23.2551
248 1.95085 -18.8961
249 1.94752 -14.3058
250 1.94513 -9.5642
251 1.9437 -4.75884
252 1.94323 0.0191157
253 1.9437 4.67927
254 1.9451 9.13638
255 1.94736 13.3143
256 1.95042 17.1491
257 1.95422 20.5915
258 1.95866 23.6079
259 1.96366 26.1807
260 1.96913 28.3073
261 1.97498 29.9987
262 1.98113 31.2773
263 1.9875 32.1745
264 1.994 32.7285
265 2.00059 32.9814
266 2.00719 32.9775
267 2.01378 32.7608
268 2.0203 32.3742
269 2.02673 31.8574
270 2.03304 31.2464
271 2.03923 30.5731
272 2.04527 29.8645
273 2.05117 29.1427
274 2.05693 28.4251
275 2.06254 27.7247
276 2.06802 27.0499
277 2.07336 26.4054
278 2.07858 25.7924
279 2.08368 25.2094
280 2.08866 24.6523
281 2.09354 24.1152
282 2.09831 23.5907
283 2.10298 23.0707
284 2.10754 22.5467
285 2.11199 22.0102
286 2.11634 21.4534
287 2.12058 20.869
288 2.12469 20.2514
289 2.12868 19.5963
290 2.13253 18.9011
291 2.13624 18.1656
292 2.13979 17.3914
293 2.14319 16.5827
294 2.14643 15.746
295 2.14949 14.8904
296 2.15238 14.0272
297 2.1551 13.1701
298 2.15765 12.3352
299 2.16004 11.5403
300 2.16227 10.8051
301 2.16436 10.1508
302 2.16633 9.59946
303 2.1682 9.17392
304 2.17 8.89711
305 2.17176 8.79156
306 2.17351 8.87883
307 2.17531 9.17892
308 2.17719 9.70965
309 2.17919 10.4861
310 2.18138 11.52
311 2.1838 12.8193
312 2.18651 14.3875
313 2.18956 16.2237
314 2.193 18.3223
315 2.19689 20.6725
316 2.20127 23.2591
317 2.20619 26.0624
318 2.21169 29.0584
319 2.21781 32.2199
320 2.22458 35.5166
321 2.23202 38.9165
322 2.24015 42.3861
323 2.24897 45.8915
324 2.2585 49.3992
325 2.26873 52.8771
326 2.27965 56.2948
327 2.29125 59.6241
328 2.3035 62.8398
329 2.31639 65.92
330 2.32987 68.8459
331 2.34393 71.6023
332 2.35851 74.177
333 2.3736 76.5615
334 2.38914 78.75
335 2.4051 80.7395
336 2.42143 82.5296
337 2.43811 84.122
338 2.45508 85.5202
339 2.47232 86.7294
340 2.48977 87.7557
341 2.50742 88.6066
342 2.52522 89.29
343 2.54313 89.8144
344 2.56114 90.1888
345 2.57921 90.4219
346 2.59731 90.5228
347 2.61542 90.5004
348 2.63351 90.3633
349 2.65156 90.1198
350 2.66956 89.7781
351 2.68748 89.3458
352 2.7053 88.8302
353 2.72301 88.2382
354 2.74059 87.5763
355 2.75804 86.8506
356 2.77533 86.0666
357 2.79246 85.2298
358 2.80942 84.3448
359 2.8262 83.4163
360 2.84279 82.4485
361 2.85918 81.4451
362 2.87537 80.4097
363 2.89135 79.3455
364 2.90711 78.2555
365 2.92265 77.1424
366 2.93796 76.0086
367 2.95305 74.8564
368 2.96791 73.6878
369 2.98253 72.5048
370 2.99691 71.309
371 3.01105 70.1019
372 3.02495 68.8849
373 3.0386 67.6592
374 3.05201 66.4261
375 3.06517 65.1865
376 3.07809 63.9413
377 3.09075 62.6914
378 3.10316 61.4374
379 3.11533 60.1801
380 3.12724 58.9201
381 3.13889 57.6578
382 3.1503 56.3938
383 3.16145 55.1284
384 3.17235 53.862
385 3.183 52.5949
386 3.19339 51.3275
387 3.20353 50.06
388 3.21341 48.7925
389 3.22304 47.5253
390 3.23242 46.2585
391 3.24155 44.9922
392 3.25042 43.7266
393 3.25904 42.4618
394 3.2674 41.1978
395 3.27552 39.9347
396 3.28338 38.6725
397 3.29099 37.4114
398 3.29834 36.1512
399 3.30545 34.892
400 3.3123 33.6338
401 3.3189 32.3766
402 3.32525 31.1204
403 3.33135 29.8651
404 3.3372 28.6109
405 3.34279 27.3575
406 3.34814 26.105
407 3.35324 24.8534
408 3.35808 23.6026
409 3.36268 22.3526
410 3.36702 21.1033
411 3.37112 19.8547
412 3.37496 18.6067
413 3.37856 17.3594
414 3.38191 16.1126
415 3.38501 14.8663
416 3.38785 13.6205
417 3.39045 12.3751
418 3.3928 11.1301
419 3.39491 9.88547
420 3.39676 8.64113
421 3.39836 7.39704
422 3.39972 6.15319
423 3.40082 4.90953
424 3.40168 3.66603
425 3.40229 2.42266
426 3.40265 1.1794
427 3.40276 -0.0637891
428 3.40262 -1.30692
429 3.40224 -2.55
430 3.4016 -3.79306
431 3.40072 -5.03611
432 3.39959 -6.27915
433 3.39821 -7.52218
434 3.39658 -8.76521
435 3.3947 -10.0082
436 3.39258 -11.2512
437 3.3902 -12.4942
438 3.38758 -13.7371
439 3.38471 -14.9799
440 3.38159 -16.2225
441 3.37822 -17.465
442 3.3746 -18.7073
443 3.37074 -19.9494
444 3.36662 -21.1911
445 3.36226 -22.4324
446 3.35765 -23.6732
