n	rho	drho
0 3 10
1 3.00189 8.92797
2 3.00357 7.85293
3 3.00503 6.77542
4 3.00628 5.69596
5 3.00731 4.61507
6 3.00813 3.53324
7 3.00873 2.45098
8 3.00911 1.36879
9 3.00927 0.287149
10 3.00922 -0.793434
11 3.00896 -1.87246
12 3.00847 -2.94943
13 3.00778 -4.02383
14 3.00686 -5.09513
15 3.00574 -6.16281
16 3.0044 -7.22631
17 3.00285 -8.28507
18 3.00108 -9.33851
19 2.99911 -10.386
20 2.99693 -11.427
21 2.99454 -12.4608
22 2.99195 -13.4867
23 2.98915 -14.504
24 2.98614 -15.512
25 2.98294 -16.5099
26 2.97954 -17.4969
27 2.97594 -18.4722
28 2.97215 -19.4349
29 2.96817 -20.384
30 2.964 -21.3186
31 2.95964 -22.2377
32 2.9551 -23.1402
33 2.95039 -24.025
34 2.94549 -24.8909
35 2.94043 -25.7368
36 2.9352 -26.5613
37 2.9298 -27.3631
38 2.92425 -28.1408
39 2.91855 -28.893
40 2.9127 -29.6182
41 2.9067 -30.3147
42 2.90057 -30.9811
43 2.89431 -31.6156
44 2.88792 -32.2164
45 2.88142 -32.7818
46 2.87481 -33.31
47 2.8681 -33.7989
48 2.86129 -34.2467
49 2.8544 -34.6514
50 2.84743 -35.0109
51 2.8404 -35.3232
52 2.8333 -35.5861
53 2.82616 -35.7976
54 2.81898 -35.9555
55 2.81178 -36.0577
56 2.80456 -36.1021
57 2.79734 -36.0866
58 2.79012 -36.0091
59 2.78293 -35.8677
60 2.77578 -35.6604
61 2.76867 -35.3853
62 2.76162 -35.0407
63 2.75465 -34.625
64 2.74777 -34.1368
65 2.741 -33.5746
66 2.73434 -32.9375
67 2.72782 -32.2245
68 2.72145 -31.4349
69 2.71525 -30.5684
70 2.70923 -29.6247
71 2.7034 -28.6042
72 2.69779 -27.5073
73 2.6924 -26.3347
74 2.68725 -25.0878
75 2.68236 -23.7681
76 2.67774 -22.3774
77 2.67341 -20.9183
78 2.66938 -19.3933
79 2.66565 -17.8057
80 2.66225 -16.1588
81 2.65919 -14.4566
82 2.65647 -12.7033
83 2.65411 -10.9036
84 2.65211 -9.06223
85 2.65048 -7.18445
86 2.64924 -5.27571
87 2.64837 -3.34165
88 2.6479 -1.38813
89 2.64782 0.578902
90 2.64813 2.55336
91 2.64884 4.52915
92 2.64994 6.50017
93 2.65144 8.46035
94 2.65333 10.4038
95 2.6556 12.3246
96 2.65826 14.2171
97 2.66129 16.0761
98 2.66469 17.8962
99 2.66845 19.6727
100 2.67256 21.4011
101 2.67701 23.077
102 2.68179 24.6967
103 2.68689 26.2567
104 2.69229 27.7538
105 2.69799 29.1855
106 2.70396 30.5493
107 2.71021 31.8432
108 2.7167 33.0658
109 2.72343 34.2157
110 2.73039 35.2922
111 2.73755 36.2946
112 2.74491 37.2227
113 2.75244 38.0765
114 2.76014 38.8564
115 2.76798 39.5629
116 2.77596 40.1968
117 2.78406 40.7592
118 2.79227 41.2511
119 2.80056 41.6739
120 2.80893 42.0292
121 2.81737 42.3184
122 2.82586 42.5433
123 2.83439 42.7057
124 2.84294 42.8074
125 2.85151 42.8504
126 2.86008 42.8365
127 2.86865 42.7677
128 2.87719 42.646
129 2.88571 42.4733
130 2.89418 42.2517
131 2.90261 41.9831
132 2.91097 41.6695
133 2.91927 41.3126
134 2.9275 40.9145
135 2.93564 40.4769
136 2.94369 40.0016
137 2.95164 39.4903
138 2.95949 38.9449
139 2.96722 38.3667
140 2.97483 37.7576
141 2.98232 37.119
142 2.98968 36.4524
143 2.9969 35.7591
144 3.00398 35.0407
145 3.01092 34.2984
146 3.0177 33.5335
147 3.02433 32.7472
148 3.0308 31.9406
149 3.03711 31.1149
150 3.04325 30.2712
151 3.04922 29.4104
152 3.05501 28.5336
153 3.06063 27.6417
154 3.06607 26.7355
155 3.07132 25.816
156 3.0764 24.8839
157 3.08128 23.9401
158 3.08597 22.9852
159 3.09047 22.0199
160 3.09478 21.045
161 3.09889 20.0611
162 3.1028 19.0688
163 3.10652 18.0686
164 3.11003 17.0613
165 3.11334 16.0472
166 3.11645 15.0269
167 3.11935 14.001
168 3.12205 12.9699
169 3.12454 11.934
170 3.12682 10.8939
