n	rho	drho
0 3 50
1 3.00989 48.9211
2 3.01957 47.826
3 3.02902 46.7159
4 3.03825 45.5924
5 3.04726 44.4564
6 3.05604 43.3092
7 3.06458 42.1518
8 3.0729 40.9851
9 3.08098 39.8099
10 3.08882 38.6272
11 3.09643 37.4375
12 3.1038 36.2416
13 3.11093 35.0402
14 3.11781 33.8337
15 3.12446 32.6227
16 3.13086 31.4076
17 3.13702 30.189
18 3.14294 28.9671
19 3.14861 27.7424
20 3.15403 26.5153
21 3.15922 25.2859
22 3.16415 24.0547
23 3.16884 22.8218
24 3.17328 21.5875
25 3.17747 20.3519
26 3.18142 19.1155
27 3.18512 17.8782
28 3.18857 16.6403
29 3.19177 15.4019
30 3.19473 14.1633
31 3.19744 12.9244
32 3.1999 11.6856
33 3.20211 10.4469
34 3.20408 9.20849
35 3.2058 7.97044
36 3.20727 6.73292
37 3.20849 5.49606
38 3.20947 4.25998
39 3.21019 3.02484
40 3.21068 1.79076
41 3.21091 0.557896
42 3.2109 -0.673596
43 3.21064 -1.90355
44 3.21014 -3.13181
45 3.20939 -4.35818
46 3.20839 -5.58246
47 3.20716 -6.80446
48 3.20567 -8.02395
49 3.20395 -9.2407
50 3.20198 -10.4544
51 3.19976 -11.6649
52 3.19731 -12.8718
53 3.19462 -14.0749
54 3.19168 -15.2737
55 3.18851 -16.468
56 3.18509 -17.6573
57 3.18144 -18.8413
58 3.17756 -20.0194
59 3.17344 -21.1913
60 3.16908 -22.3565
61 3.16449 -23.5143
62 3.15967 -24.6643
63 3.15463 -25.8058
64 3.14935 -26.9381
65 3.14385 -28.0607
66 3.13813 -29.1727
67 3.13218 -30.2734
68 3.12602 -31.3619
69 3.11964 -32.4374
70 3.11304 -33.499
71 3.10624 -34.5456
72 3.09923 -35.5763
73 3.09201 -36.5899
74 3.08459 -37.5853
75 3.07697 -38.5613
76 3.06916 -39.5166
77 3.06117 -40.4498
78 3.05298 -41.3595
79 3.04462 -42.2443
80 3.03609 -43.1025
81 3.02738 -43.9326
82 3.01851 -44.7328
83 3.00949 -45.5014
84 3.00031 -46.2364
85 2.99099 -46.936
86 2.98154 -47.5983
87 2.97196 -48.2209
88 2.96225 -48.802
89 2.95243 -49.3392
90 2.94251 -49.8302
91 2.9325 -50.2728
92 2.92241 -50.6646
93 2.91224 -51.003
94 2.902 -51.2858
95 2.89172 -51.5103
96 2.8814 -51.674
97 2.87105 -51.7746
98 2.86069 -51.8093
99 2.85033 -51.7759
100 2.83998 -51.6718
101 2.82966 -51.4948
102 2.81938 -51.2425
103 2.80916 -50.9129
104 2.79902 -50.5038
105 2.78896 -50.0136
106 2.77901 -49.4404
107 2.76919 -48.7831
108 2.7595 -48.0403
109 2.74997 -47.2113
110 2.74061 -46.2955
111 2.73145 -45.2928
112 2.7225 -44.2034
113 2.71377 -43.028
114 2.70529 -41.7677
115 2.69706 -40.4241
116 2.68912 -38.9994
117 2.68146 -37.4961
118 2.67412 -35.9174
119 2.6671 -34.2672
120 2.66041 -32.5495
121 2.65408 -30.7694
122 2.6481 -28.932
123 2.6425 -27.0433
124 2.63729 -25.1097
125 2.63246 -23.1379
126 2.62803 -21.1351
127 2.62401 -19.1089
128 2.62039 -17.0671
129 2.61718 -15.0179
130 2.61438 -12.9693
131 2.61199 -10.9298
132 2.61001 -8.90762
133 2.60843 -6.91107
134 2.60724 -4.94826
135 2.60645 -3.02707
136 2.60603 -1.1551
137 2.60599 0.660392
138 2.6063 2.41258
139 2.60695 4.0951
140 2.60793 5.70212
141 2.60923 7.22834
142 2.61083 8.66906
143 2.6127 10.0202
144 2.61483 11.2783
145 2.61721 12.4404
146 2.61981 13.5044
147 2.62261 14.4686
148 2.6256 15.332
149 2.62875 16.0941
150 2.63204 16.7549
151 2.63545 17.3152
152 2.63896 17.7759
153 2.64256 18.1384
154 2.64622 18.4047
155 2.64992 18.577
156 2.65365 18.6577
157 2.65738 18.6498
158 2.66111 18.5562
159 2.66481 18.3801
160 2.66846 18.1249
161 2.67206 17.794
162 2.67558 17.3911
163 2.67901 16.9197
164 2.68235 16.3836
165 2.68557 15.7862
166 2.68866 15.1313
167 2.69162 14.4224
168 2.69443 13.663
169 2.69708 12.8566
170 2.69957 12.0065
171 2.70189 11.116
172 2.70402 10.1881
173 2.70596 9.2258
174 2.70771 8.23206
175 2.70925 7.20957
176 2.71059 6.16093
177 2.71172 5.0886
178 2.71263 3.99488
179 2.71332 2.88196
180 2.71378 1.75186
181 2.71402 0.606476
182 2.71402 -0.552427
183 2.7138 -1.72323
184 2.71333 -2.90442
185 2.71263 -4.09464
186 2.7117 -5.29261
187 2.71052 -6.49721
188 2.7091 -7.70738
189 2.70743 -8.92218
190 2.70553 -10.1408
191 2.70338 -11.3624
192 2.70098 -12.5863
193 2.69834 -13.8119
194 2.69546 -15.0386
195 2.69233 -16.2659
196 2.68895 -17.4932
197 2.68533 -18.7202
198 2.68146 -19.9463
199 2.67735 -21.171
200 2.673 -22.394
201 2.66839 -23.6145
202 2.66355 -24.8322
203 2.65846 -26.0463
204 2.65313 -27.2562
205 2.64756 -28.4609
206 2.64175 -29.6597
207 2.6357 -30.8514
208 2.62941 -32.0349
209 2.62288 -33.2086
210 2.61612 -34.371
211 2.60913 -35.5202
212 2.60191 -36.6542
213 2.59447 -37.7706
214 2.58681 -38.8667
215 2.57892 -39.9395
216 2.57083 -40.9857
217 2.56253 -42.0015
218 2.55403 -42.9829
219 2.54534 -43.9251
220 2.53646 -44.8233
221 2.52741 -45.672
222 2.51819 -46.4651
223 2.50882 -47.1964
224 2.49931 -47.8588
225 2.48968 -48.445
226 2.47993 -48.9471
227 2.4701 -49.3569
228 2.46019 -49.6656
229 2.45023 -49.8643
230 2.44025 -49.9435
231 2.43026 -49.8939
232 2.42029 -49.7059
233 2.41037 -49.37
234 2.40054 -48.8769
235 2.39082 -48.2178
236 2.38125 -47.3844
237 2.37187 -46.3692
238 2.36271 -45.1657
239 2.3538 -43.7688
240 2.3452 -42.1749
241 2.33693 -40.3822
242 2.32905 -38.3909
243 2.32158 -36.2035
244 2.31456 -33.8249
245 2.30805 -31.2627
246 2.30206 -28.5271
247 2.29664 -25.6311
248 2.29181 -22.5902
249 2.2876 -19.4227
250 2.28404 -16.1491
251 2.28114 -12.7919
252 2.27892 -9.37544
253 2.27739 -5.92509
254 2.27655 -2.46717
255 2.2764 0.971818
256 2.27694 4.3656
257 2.27815 7.68873
258 2.28001 10.917
259 2.28252 14.0279
260 2.28563 17.0011
261 2.28932 19.8185
262 2.29355 22.4648
263 2.2983 24.9275
264 2.30352 27.1966
265 2.30918 29.2653
266 2.31523 31.1292
267 2.32163 32.7866
268 2.32834 34.2381
269 2.33533 35.4865
270 2.34254 36.5365
271 2.34994 37.3941
272 2.3575 38.0671
273 2.36517 38.5641
274 2.37292 38.8944
275 2.38073 39.068
276 2.38855 39.0955
277 2.39636 38.9873
278 2.40414 38.7539
279 2.41187 38.4058
280 2.41951 37.9532
281 2.42705 37.4058
282 2.43447 36.773
283 2.44176 36.0637
284 2.4489 35.2861
285 2.45587 34.4481
286 2.46267 33.5569
287 2.46929 32.619
288 2.47572 31.6406
289 2.48195 30.6269
290 2.48797 29.583
291 2.49378 28.5133
292 2.49938 27.4217
293 2.50475 26.3115
294 2.5099 25.1857
295 2.51483 24.0471
296 2.51952 22.8977
297 2.52399 21.7395
298 2.52822 20.574
299 2.53222 19.4027
300 2.53598 18.2265
301 2.53951 17.0464
302 2.5428 15.8632
303 2.54585 14.6775
304 2.54867 13.4896
305 2.55125 12.3002
306 2.55359 11.1096
307 2.55569 9.91816
308 2.55756 8.72629
309 2.55918 7.53443
310 2.56057 6.34308
311 2.56172 5.15284
312 2.56263 3.9644
