n	rho	drho
0 3 100
1 3.01989 98.913
2 3.03957 97.7949
3 3.05901 96.6499
4 3.07823 95.4816
5 3.0972 94.2935
6 3.11594 93.0884
7 3.13444 91.8693
8 3.15269 90.6385
9 3.17069 89.3982
10 3.18845 88.1505
11 3.20595 86.8971
12 3.22321 85.6395
13 3.24021 84.3793
14 3.25696 83.1177
15 3.27346 81.8558
16 3.2897 80.5945
17 3.3057 79.3349
18 3.32144 78.0776
19 3.33693 76.8233
20 3.35217 75.5727
21 3.36716 74.3263
22 3.3819 73.0844
23 3.39639 71.8476
24 3.41064 70.6161
25 3.42464 69.3902
26 3.43839 68.1701
27 3.4519 66.9561
28 3.46517 65.7482
29 3.4782 64.5467
30 3.49099 63.3516
31 3.50354 62.1629
32 3.51586 60.9808
33 3.52794 59.8051
34 3.53978 58.636
35 3.55139 57.4735
36 3.56277 56.3173
37 3.57392 55.1676
38 3.58484 54.0243
39 3.59553 52.8873
40 3.60599 51.7565
41 3.61623 50.6318
42 3.62624 49.5132
43 3.63603 48.4004
44 3.6456 47.2935
45 3.65495 46.1924
46 3.66408 45.0968
47 3.67299 44.0066
48 3.68168 42.9219
49 3.69016 41.8423
50 3.69842 40.7679
51 3.70647 39.6984
52 3.7143 38.6337
53 3.72192 37.5737
54 3.72933 36.5183
55 3.73653 35.4674
56 3.74352 34.4207
57 3.7503 33.3782
58 3.75687 32.3397
59 3.76323 31.3051
60 3.76939 30.2742
61 3.77534 29.247
62 3.78109 28.2233
63 3.78663 27.2029
64 3.79197 26.1858
65 3.79711 25.1717
66 3.80204 24.1606
67 3.80677 23.1524
68 3.8113 22.1468
69 3.81563 21.1438
70 3.81976 20.1432
71 3.82369 19.145
72 3.82741 18.149
73 3.83094 17.155
74 3.83428 16.1629
75 3.83741 15.1727
76 3.84035 14.1842
77 3.84308 13.1972
78 3.84562 12.2117
79 3.84797 11.2275
80 3.85012 10.2445
81 3.85207 9.26258
82 3.85382 8.28163
83 3.85538 7.30153
84 3.85674 6.32216
85 3.85791 5.34339
86 3.85888 4.36511
87 3.85965 3.3872
88 3.86023 2.40955
89 3.86062 1.43204
90 3.86081 0.454542
91 3.8608 -0.523046
92 3.8606 -1.50085
