n	x	y	z
0 1.48442 -2.60701 0.5
1 1.49851 -2.61957 0.499937
2 1.5128 -2.63175 0.499744
3 1.52726 -2.64355 0.499419
4 1.54188 -2.65498 0.498958
5 1.55666 -2.66603 0.498359
6 1.57157 -2.6767 0.497621
7 1.58661 -2.687 0.496741
8 1.60176 -2.69693 0.495718
9 1.61702 -2.70648 0.494552
10 1.63236 -2.71567 0.493241
11 1.6478 -2.72449 0.491785
12 1.6633 -2.73294 0.490183
13 1.67887 -2.74104 0.488436
14 1.6945 -2.74877 0.486543
15 1.71017 -2.75615 0.484505
16 1.72588 -2.76317 0.482322
17 1.74162 -2.76984 0.479994
18 1.75738 -2.77617 0.477523
19 1.77316 -2.78215 0.474909
20 1.78895 -2.78779 0.472152
21 1.80473 -2.79309 0.469254
22 1.82052 -2.79806 0.466217
23 1.83629 -2.80269 0.46304
24 1.85204 -2.807 0.459726
25 1.86777 -2.81098 0.456275
26 1.88347 -2.81464 0.45269
27 1.89913 -2.81798 0.448971
28 1.91476 -2.82101 0.44512
29 1.93033 -2.82373 0.441139
30 1.94586 -2.82613 0.437029
31 1.96133 -2.82823 0.432793
32 1.97674 -2.83003 0.42843
33 1.99209 -2.83153 0.423944
34 2.00737 -2.83274 0.419336
35 2.02257 -2.83365 0.414608
36 2.0377 -2.83427 0.409761
37 2.05274 -2.83461 0.404798
38 2.0677 -2.83466 0.399721
39 2.08257 -2.83443 0.39453
40 2.09734 -2.83392 0.389229
41 2.11202 -2.83314 0.383818
42 2.1266 -2.83209 0.378301
43 2.14107 -2.83077 0.372678
44 2.15544 -2.82918 0.366953
45 2.1697 -2.82733 0.361126
46 2.18384 -2.82522 0.3552
47 2.19786 -2.82285 0.349176
48 2.21176 -2.82023 0.343058
49 2.22554 -2.81736 0.336846
50 2.2392 -2.81423 0.330543
51 2.25272 -2.81086 0.32415
52 2.26612 -2.80724 0.31767
53 2.27937 -2.80338 0.311105
54 2.29249 -2.79929 0.304457
55 2.30547 -2.79495 0.297727
56 2.31831 -2.79038 0.290919
57 2.331 -2.78558 0.284033
58 2.34355 -2.78055 0.277072
59 2.35594 -2.77529 0.270037
60 2.36818 -2.76981 0.262932
61 2.38026 -2.76411 0.255758
62 2.39219 -2.75818 0.248516
63 2.40395 -2.75204 0.24121
64 2.41555 -2.74568 0.23384
65 2.42699 -2.73911 0.22641
66 2.43825 -2.73233 0.218921
67 2.44935 -2.72534 0.211375
68 2.46027 -2.71815 0.203774
69 2.47102 -2.71075 0.19612
70 2.4816 -2.70314 0.188416
71 2.49199 -2.69534 0.180663
72 2.5022 -2.68734 0.172864
73 2.51223 -2.67914 0.16502
74 2.52207 -2.67075 0.157133
75 2.53172 -2.66217 0.149206
76 2.54119 -2.6534 0.141241
77 2.55046 -2.64445 0.133239
78 2.55953 -2.63531 0.125204
79 2.56841 -2.62598 0.117136
80 2.57708 -2.61648 0.109038
81 2.58556 -2.6068 0.100912
82 2.59383 -2.59694 0.0927601
83 2.60189 -2.5869 0.0845845
84 2.60975 -2.5767 0.0763871
85 2.6174 -2.56632 0.0681702
86 2.62483 -2.55578 0.0599357
87 2.63205 -2.54507 0.0516858
88 2.63905 -2.5342 0.0434227
89 2.64583 -2.52316 0.0351483
90 2.65239 -2.51197 0.0268649
91 2.65872 -2.50062 0.0185746
92 2.66483 -2.48911 0.0102794
93 2.67071 -2.47746 0.00198165
94 2.67636 -2.46565 -0.00631666
95 2.68178 -2.45369 -0.0146133
96 2.68696 -2.44159 -0.0229062
97 2.6919 -2.42935 -0.0311931
98 2.6966 -2.41696 -0.0394719
99 2.70106 -2.40444 -0.0477404
100 2.70528 -2.39178 -0.0559964
101 2.70924 -2.37899 -0.0642377
102 2.71296 -2.36606 -0.0724622
103 2.71642 -2.35301 -0.0806676
104 2.71963 -2.33983 -0.0888517
105 2.72259 -2.32653 -0.0970124
106 2.72528 -2.3131 -0.105147
107 2.72771 -2.29956 -0.113254
108 2.72988 -2.2859 -0.121331
109 2.73178 -2.27213 -0.129376
110 2.73341 -2.25825 -0.137386
111 2.73477 -2.24427 -0.145359
