n	rho	drho
0 3 100
1 3.01992 99.153
2 3.03966 98.265
3 3.05922 97.3404
4 3.0786 96.3835
5 3.09778 95.3981
6 3.11676 94.3875
7 3.13553 93.355
8 3.1541 92.3034
9 3.17245 91.2354
10 3.19059 90.1533
11 3.20851 89.0593
12 3.22622 87.9553
13 3.2437 86.8431
14 3.26095 85.7244
15 3.27799 84.6004
16 3.29479 83.4727
17 3.31138 82.3423
18 3.32773 81.2103
19 3.34386 80.0776
20 3.35976 78.945
21 3.37544 77.8134
22 3.39089 76.6835
23 3.40611 75.5557
24 3.42111 74.4307
25 3.43588 73.3088
26 3.45043 72.1907
27 3.46476 71.0764
28 3.47886 69.9665
29 3.49275 68.8612
30 3.50641 67.7606
31 3.51985 66.6651
32 3.53307 65.5747
33 3.54608 64.4897
34 3.55887 63.41
35 3.57144 62.3359
36 3.5838 61.2674
37 3.59595 60.2044
38 3.60789 59.1472
39 3.61961 58.0956
40 3.63112 57.0497
41 3.64243 56.0094
42 3.65353 54.9748
43 3.66442 53.9458
44 3.67511 52.9224
45 3.68559 51.9044
46 3.69587 50.892
47 3.70595 49.8849
48 3.71582 48.8832
49 3.7255 47.8867
50 3.73498 46.8953
51 3.74426 45.9091
52 3.75334 44.9278
53 3.76223 43.9515
54 3.77092 42.98
55 3.77942 42.0132
56 3.78773 41.051
57 3.79584 40.0933
58 3.80376 39.1401
59 3.8115 38.1912
60 3.81904 37.2465
61 3.8264 36.306
62 3.83356 35.3694
63 3.84054 34.4368
64 3.84734 33.5079
65 3.85395 32.5828
66 3.86037 31.6613
67 3.86661 30.7433
68 3.87267 29.8286
69 3.87854 28.9173
70 3.88423 28.0091
71 3.88975 27.104
72 3.89508 26.202
73 3.90023 25.3027
74 3.9052 24.4063
75 3.90999 23.5125
76 3.9146 22.6213
77 3.91904 21.7326
78 3.9233 20.8463
79 3.92738 19.9622
80 3.93128 19.0804
81 3.93501 18.2006
82 3.93856 17.3227
83 3.94194 16.4468
84 3.94514 15.5727
85 3.94817 14.7002
86 3.95102 13.8294
87 3.9537 12.9601
88 3.9562 12.0921
89 3.95854 11.2255
90 3.96069 10.3601
91 3.96268 9.49589
92 3.96449 8.63267
93 3.96613 7.7704
94 3.9676 6.90898
95 3.9689 6.04832
96 3.97002 5.18833
97 3.97097 4.32891
98 3.97175 3.46998
99 3.97236 2.61145
100 3.9728 1.75322
101 3.97306 0.895209
102 3.97315 0.0373155
103 3.97308 -0.820546
104 3.97283 -1.67847
105 3.9724 -2.53654
106 3.97181 -3.39485
107 3.97105 -4.2535
108 3.97011 -5.11257
109 3.969 -5.97216
110 3.96772 -6.83235
111 3.96627 -7.69325
112 3.96464 -8.55493
113 3.96285 -9.4175
114 3.96088 -10.281
115 3.95873 -11.1457
116 3.95642 -12.0114
117 3.95393 -12.8785
118 3.95127 -13.7469
119 3.94843 -14.6167
120 3.94542 -15.4881
121 3.94224 -16.3611
122 3.93888 -17.2358
123 3.93534 -18.1124
124 3.93163 -18.9909
125 3.92774 -19.8715
126 3.92368 -20.7541
127 3.91944 -21.639
128 3.91503 -22.5262
129 3.91043 -23.4159
130 3.90566 -24.308
131 3.90071 -25.2028
132 3.89558 -26.1003
133 3.89027 -27.0007
134 3.88478 -27.904
135 3.87911 -28.8103
136 3.87325 -29.7198
137 3.86722 -30.6325
138 3.861 -31.5486
139 3.8546 -32.4681
140 3.84801 -33.3912
141 3.84124 -34.318
142 3.83429 -35.2485
143 3.82714 -36.1829
144 3.81981 -37.1213
145 3.8123 -38.0638
146 3.80459 -39.0105
147 3.79669 -39.9615
148 3.7886 -40.9169
149 3.78032 -41.8768
150 3.77185 -42.8414
151 3.76319 -43.8106
152 3.75433 -44.7846
153 3.74527 -45.7635
154 3.73602 -46.7475
155 3.72658 -47.7365
156 3.71693 -48.7307
157 3.70708 -49.7301
158 3.69704 -50.7349
159 3.68679 -51.745
160 3.67634 -52.7607
161 3.66568 -53.7819
162 3.65483 -54.8086
163 3.64376 -55.841
164 3.63249 -56.8791
165 3.62101 -57.9229
166 3.60932 -58.9724
167 3.59742 -60.0276
168 3.58531 -61.0886
169 3.57299 -62.1552
170 3.56045 -63.2275
171 3.54769 -64.3053
172 3.53473 -65.3887
173 3.52154 -66.4775
174 3.50813 -67.5715
175 3.49451 -68.6706
176 3.48067 -69.7746
177 3.4666 -70.8834
178 3.45231 -71.9965
179 3.4378 -73.1138
180 3.42307 -74.2348
181 3.40811 -75.3592
182 3.39292 -76.4866
183 3.37751 -77.6163
184 3.36188 -78.7478
185 3.34601 -79.8804
186 3.32992 -81.0134
187 3.31361 -82.146
188 3.29707 -83.2772
189 3.2803 -84.406
190 3.2633 -85.5313
191 3.24609 -86.6516
192 3.22864 -87.7657
193 3.21098 -88.8719
194 3.19309 -89.9685
195 3.17499 -91.0536
196 3.15667 -92.1249
197 3.13814 -93.1801
198 3.1194 -94.2167
199 3.10045 -95.2318
200 3.08131 -96.2222
201 3.06197 -97.1845
202 3.04243 -98.115
203 3.02272 -99.0094
204 3.00283 -99.8633
205 2.98277 -100.672
206 2.96256 -101.429
207 2.9422 -102.131
208 2.92171 -102.769
209 2.9011 -103.337
210 2.88037 -103.828
211 2.85956 -104.234
212 2.83868 -104.547
213 2.81775 -104.756
214 2.79678 -104.853
215 2.7758 -104.828
216 2.75485 -104.668
217 2.73394 -104.364
218 2.7131 -103.902
219 2.69238 -103.271
220 2.67179 -102.459
221 2.65139 -101.451
222 2.63121 -100.235
223 2.6113 -98.7998
224 2.59169 -97.1316
225 2.57245 -95.2194
226 2.55361 -93.0525
227 2.53522 -90.6218
228 2.51736 -87.92
229 2.50006 -84.9418
230 2.48338 -81.6846
231 2.46738 -78.149
232 2.45212 -74.3388
233 2.43765 -70.2621
234 2.42402 -65.9308
235 2.41128 -61.3614
236 2.39947 -56.5752
237 2.38864 -51.5977
238 2.37883 -46.459
239 2.37006 -41.1933
240 2.36235 -35.8383
241 2.35573 -30.4345
242 2.35018 -25.0245
243 2.34572 -19.6521
244 2.34232 -14.3612
245 2.33997 -9.19467
246 2.33864 -4.19351
247 2.33829 0.604212
248 2.33888 5.16415
249 2.34036 9.45642
250 2.34267 13.4561
251 2.34574 17.1435
252 2.34952 20.5044
253 2.35394 23.53
254 2.35894 26.2166
255 2.36443 28.5654
256 2.37036 30.5822
257 2.37666 32.2764
258 2.38327 33.6609
259 2.39013 34.7514
260 2.39717 35.5656
261 2.40435 36.123
262 2.41162 36.444
263 2.41893 36.5499
264 2.42624 36.4619
