n	rho	drho
0 3 120
1 3.02389 118.91
2 3.04756 117.783
3 3.07101 116.626
4 3.09421 115.443
5 3.11718 114.238
6 3.13991 113.017
7 3.16239 111.781
8 3.18462 110.535
9 3.2066 109.282
10 3.22833 108.023
11 3.24981 106.762
12 3.27104 105.5
13 3.29201 104.238
14 3.31273 102.979
15 3.33321 101.724
16 3.35342 100.474
17 3.37339 99.2297
18 3.39312 97.9924
19 3.41259 96.7627
20 3.43182 95.5413
21 3.45081 94.3288
22 3.46955 93.1257
23 3.48806 91.9324
24 3.50633 90.7493
25 3.52436 89.5766
26 3.54216 88.4146
27 3.55972 87.2634
28 3.57706 86.1232
29 3.59417 84.994
30 3.61106 83.876
31 3.62772 82.7692
32 3.64417 81.6736
33 3.66039 80.5892
34 3.6764 79.5159
35 3.6922 78.4537
36 3.70778 77.4025
37 3.72316 76.3623
38 3.73833 75.333
39 3.75329 74.3144
40 3.76806 73.3065
41 3.78262 72.3091
42 3.79698 71.3221
43 3.81115 70.3454
44 3.82512 69.3788
45 3.8389 68.4223
46 3.85249 67.4756
47 3.86589 66.5387
48 3.8791 65.6113
49 3.89213 64.6934
50 3.90498 63.7848
51 3.91765 62.8854
52 3.93013 61.995
53 3.94244 61.1135
54 3.95458 60.2407
55 3.96654 59.3765
56 3.97833 58.5207
57 3.98995 57.6732
58 4.0014 56.834
59 4.01268 56.0027
60 4.0238 55.1794
61 4.03475 54.3638
62 4.04554 53.5559
63 4.05618 52.7555
64 4.06665 51.9624
65 4.07696 51.1767
66 4.08712 50.3981
67 4.09712 49.6265
68 4.10697 48.8618
69 4.11666 48.1039
70 4.12621 47.3526
71 4.13561 46.608
72 4.14485 45.8698
73 4.15395 45.1379
74 4.16291 44.4123
75 4.17172 43.6928
76 4.18039 42.9794
77 4.18891 42.2719
78 4.19729 41.5702
79 4.20554 40.8743
80 4.21364 40.184
81 4.22161 39.4994
82 4.22944 38.8201
83 4.23714 38.1463
84 4.2447 37.4778
85 4.25213 36.8145
86 4.25943 36.1563
87 4.26659 35.5032
88 4.27363 34.855
89 4.28054 34.2117
90 4.28731 33.5733
91 4.29396 32.9396
92 4.30049 32.3106
93 4.30689 31.6861
94 4.31316 31.0662
95 4.31932 30.4508
96 4.32534 29.8397
97 4.33125 29.233
98 4.33704 28.6305
99 4.3427 28.0322
100 4.34825 27.438
101 4.35368 26.8478
102 4.35899 26.2617
103 4.36418 25.6795
104 4.36926 25.1012
105 4.37422 24.5267
106 4.37907 23.956
107 4.38381 23.389
108 4.38843 22.8256
109 4.39294 22.2658
110 4.39733 21.7095
111 4.40162 21.1567
112 4.4058 20.6074
113 4.40986 20.0614
114 4.41382 19.5187
115 4.41767 18.9793
116 4.42141 18.4432
117 4.42505 17.9101
118 4.42858 17.3802
119 4.432 16.8534
120 4.43532 16.3296
121 4.43853 15.8087
122 4.44164 15.2908
123 4.44465 14.7757
124 4.44755 14.2634
125 4.45035 13.7539
126 4.45305 13.2471
127 4.45565 12.743
128 4.45815 12.2416
129 4.46055 11.7427
130 4.46285 11.2463
131 4.46505 10.7525
132 4.46715 10.261
133 4.46915 9.77199
134 4.47106 9.2853
135 4.47287 8.8009
136 4.47458 8.31877
137 4.47619 7.83883
138 4.47771 7.36106
139 4.47914 6.8854
140 4.48047 6.41181
141 4.4817 5.94023
142 4.48284 5.47063
143 4.48389 5.00295
144 4.48484 4.53716
145 4.48571 4.07319
146 4.48647 3.61101
147 4.48715 3.15056
148 4.48773 2.6918
149 4.48823 2.23467
150 4.48863 1.77914
151 4.48894 1.32515
152 4.48916 0.872649
153 4.48929 0.421591
154 4.48933 -0.0280741
155 4.48928 -0.476398
156 4.48914 -0.923431
157 4.48891 -1.36923
158 4.48859 -1.81383
159 4.48818 -2.2573
160 4.48769 -2.69969
161 4.4871 -3.14105
162 4.48643 -3.58143
163 4.48567 -4.0209
164 4.48482 -4.45949
165 4.48389 -4.89728
166 4.48286 -5.33431
167 4.48175 -5.77065
168 4.48055 -6.20634
169 4.47927 -6.64145
170 4.4779 -7.07604
171 4.47644 -7.51017
172 4.47489 -7.9439
173 4.47326 -8.37728
174 4.47154 -8.81039
175 4.46974 -9.24327
176 4.46785 -9.67601
177 4.46587 -10.1087
178 4.4638 -10.5413
179 4.46165 -10.974
180 4.45941 -11.4067
181 4.45709 -11.8397
182 4.45468 -12.2729
183 4.45218 -12.7064
184 4.44959 -13.1404
185 4.44692 -13.5747
186 4.44416 -14.0097
187 4.44132 -14.4452
188 4.43839 -14.8814
189 4.43537 -15.3184
190 4.43226 -15.7562
191 4.42906 -16.1949
192 4.42578 -16.6347
193 4.42241 -17.0755
194 4.41895 -17.5175
195 4.4154 -17.9607
196 4.41177 -18.4053
197 4.40804 -18.8513
198 4.40423 -19.2988
199 4.40032 -19.7479
200 4.39633 -20.1987
201 4.39224 -20.6513
202 4.38807 -21.1058
203 4.3838 -21.5623
204 4.37944 -22.0208
205 4.37499 -22.4815
206 4.37045 -22.9444
207 4.36581 -23.4098
208 4.36108 -23.8776
209 4.35626 -24.348
210 4.35134 -24.821
211 4.34633 -25.2969
212 4.34123 -25.7757
213 4.33602 -26.2575
214 4.33072 -26.7425
215 4.32533 -27.2307
216 4.31983 -27.7223
217 4.31424 -28.2173
218 4.30854 -28.716
219 4.30275 -29.2184
220 4.29686 -29.7247
221 4.29086 -30.235
222 4.28476 -30.7494
223 4.27856 -31.268
224 4.27226 -31.791
225 4.26584 -32.3186
226 4.25933 -32.8508
227 4.2527 -33.3878
228 4.24597 -33.9298
229 4.23913 -34.4768
230 4.23218 -35.0291
231 4.22512 -35.5867
232 4.21795 -36.15
233 4.21066 -36.7188
234 4.20326 -37.2936
235 4.19574 -37.8743
236 4.18811 -38.4613
237 4.18036 -39.0545
238 4.17249 -39.6542
239 4.1645 -40.2606
240 4.15638 -40.8739
241 4.14815 -41.4941
242 4.13979 -42.1215
243 4.1313 -42.7563
244 4.12268 -43.3986
245 4.11394 -44.0486
246 4.10506 -44.7066
247 4.09606 -45.3726
248 4.08692 -46.0468
249 4.07764 -46.7295
250 4.06822 -47.4209
251 4.05867 -48.1211
252 4.04898 -48.8303
253 4.03914 -49.5488
254 4.02916 -50.2767
255 4.01903 -51.0142
256 4.00875 -51.7615
257 3.99832 -52.5188
258 3.98774 -53.2863
259 3.97701 -54.0642
260 3.96612 -54.8528
261 3.95507 -55.6521
262 3.94386 -56.4624
