n	x	y	z
0 -3 0.00477796 0.5
1 -3.01489 -0.00122811 0.499937
2 -3.02956 -0.00752701 0.499745
3 -3.04398 -0.0141087 0.499421
4 -3.05817 -0.0209634 0.498963
5 -3.0721 -0.0280812 0.498369
6 -3.08578 -0.0354527 0.497638
7 -3.09921 -0.0430684 0.496767
8 -3.11237 -0.0509193 0.495755
9 -3.12527 -0.0589961 0.494602
10 -3.1379 -0.0672901 0.493306
11 -3.15026 -0.0757927 0.491868
12 -3.16234 -0.0844952 0.490286
13 -3.17415 -0.0933894 0.488561
14 -3.18568 -0.102467 0.486691
15 -3.19693 -0.111721 0.484678
16 -3.2079 -0.121142 0.482522
17 -3.21859 -0.130723 0.480223
18 -3.22899 -0.140457 0.47778
19 -3.23911 -0.150336 0.475196
20 -3.24894 -0.160354 0.472471
21 -3.25849 -0.170502 0.469604
22 -3.26774 -0.180775 0.466598
23 -3.27671 -0.191166 0.463453
24 -3.28539 -0.201667 0.46017
25 -3.29378 -0.212274 0.456751
26 -3.30188 -0.222978 0.453196
27 -3.30969 -0.233775 0.449506
28 -3.31721 -0.244658 0.445684
29 -3.32444 -0.255621 0.44173
30 -3.33138 -0.266658 0.437645
31 -3.33803 -0.277764 0.433432
32 -3.34439 -0.288932 0.429092
33 -3.35046 -0.300159 0.424625
34 -3.35624 -0.311437 0.420034
35 -3.36173 -0.322762 0.415321
36 -3.36693 -0.334129 0.410486
37 -3.37185 -0.345532 0.405533
38 -3.37647 -0.356967 0.400461
39 -3.38081 -0.368428 0.395274
40 -3.38487 -0.379911 0.389973
41 -3.38863 -0.39141 0.384559
42 -3.39211 -0.402921 0.379035
43 -3.3953 -0.41444 0.373402
44 -3.39821 -0.425962 0.367662
45 -3.40084 -0.437481 0.361817
46 -3.40318 -0.448995 0.35587
47 -3.40524 -0.460497 0.349821
48 -3.40701 -0.471985 0.343672
49 -3.4085 -0.483453 0.337427
50 -3.40971 -0.494897 0.331086
51 -3.41064 -0.506313 0.324652
52 -3.4113 -0.517698 0.318126
53 -3.41167 -0.529046 0.311511
54 -3.41176 -0.540353 0.304809
55 -3.41157 -0.551616 0.298022
56 -3.41111 -0.562831 0.291151
57 -3.41038 -0.573992 0.284199
58 -3.40936 -0.585098 0.277168
59 -3.40807 -0.596142 0.270059
60 -3.40651 -0.607122 0.262876
61 -3.40468 -0.618034 0.25562
62 -3.40257 -0.628874 0.248293
63 -3.40019 -0.639637 0.240898
64 -3.39754 -0.65032 0.233436
65 -3.39462 -0.660919 0.225909
66 -3.39144 -0.67143 0.21832
67 -3.38798 -0.68185 0.210672
68 -3.38426 -0.692174 0.202965
69 -3.38027 -0.702399 0.195202
70 -3.37602 -0.71252 0.187386
71 -3.37151 -0.722535 0.179519
72 -3.36673 -0.732439 0.171603
73 -3.36169 -0.742228 0.163639
74 -3.35639 -0.751899 0.155631
75 -3.35083 -0.761448 0.14758
76 -3.34501 -0.77087 0.139489
77 -3.33894 -0.780163 0.13136
78 -3.33261 -0.789322 0.123195
79 -3.32603 -0.798343 0.114997
80 -3.31919 -0.807222 0.106767
81 -3.3121 -0.815957 0.0985089
82 -3.30476 -0.824542 0.0902235
83 -3.29718 -0.832973 0.0819137
84 -3.28935 -0.841248 0.0735817
85 -3.28127 -0.849362 0.0652297
86 -3.27295 -0.85731 0.0568602
87 -3.26438 -0.86509 0.0484753
88 -3.25558 -0.872696 0.0400773
89 -3.24654 -0.880126 0.0316685
90 -3.23726 -0.887375 0.0232512
91 -3.22775 -0.894439 0.0148277
92 -3.21801 -0.901313 0.00640023
93 -3.20804 -0.907995 -0.00202897
94 -3.19784 -0.914479 -0.0104576
95 -3.18742 -0.920762 -0.0188835
96 -3.17677 -0.926839 -0.0273044
