n	x	y	z
0 1.48442 -2.60701 0.5
1 1.50348 -2.62825 0.499937
2 1.5229 -2.64901 0.499742
3 1.54265 -2.66929 0.499412
4 1.56272 -2.6891 0.498942
5 1.58308 -2.70844 0.498329
6 1.60372 -2.72731 0.497571
7 1.62461 -2.74571 0.496667
8 1.64575 -2.76366 0.495615
9 1.6671 -2.78114 0.494414
10 1.68867 -2.79817 0.493065
11 1.71043 -2.81476 0.491567
12 1.73238 -2.8309 0.489921
13 1.75449 -2.84661 0.488127
14 1.77676 -2.86188 0.486187
15 1.79917 -2.87673 0.484101
16 1.82172 -2.89116 0.481871
17 1.8444 -2.90518 0.479498
18 1.86719 -2.91879 0.476985
19 1.89008 -2.93199 0.474333
20 1.91307 -2.94481 0.471543
21 1.93616 -2.95723 0.468618
22 1.95932 -2.96926 0.46556
23 1.98256 -2.98092 0.462371
24 2.00587 -2.99221 0.459054
25 2.02923 -3.00313 0.45561
26 2.05265 -3.01368 0.452042
27 2.07613 -3.02388 0.448352
28 2.09964 -3.03373 0.444542
29 2.1232 -3.04324 0.440616
30 2.14678 -3.0524 0.436575
31 2.1704 -3.06123 0.432422
32 2.19404 -3.06973 0.428159
33 2.2177 -3.07791 0.423788
34 2.24138 -3.08577 0.419312
35 2.26506 -3.09331 0.414734
36 2.28876 -3.10054 0.410055
37 2.31246 -3.10747 0.405278
38 2.33617 -3.1141 0.400405
39 2.35987 -3.12043 0.395439
40 2.38357 -3.12646 0.390382
41 2.40726 -3.13222 0.385237
42 2.43094 -3.13768 0.380004
43 2.45461 -3.14287 0.374688
44 2.47827 -3.14779 0.369289
45 2.50191 -3.15243 0.36381
46 2.52553 -3.15681 0.358254
47 2.54912 -3.16092 0.352622
48 2.5727 -3.16478 0.346916
49 2.59625 -3.16838 0.341139
50 2.61977 -3.17172 0.335292
51 2.64327 -3.17482 0.329378
52 2.66673 -3.17768 0.323398
53 2.69017 -3.18029 0.317355
54 2.71357 -3.18267 0.31125
55 2.73694 -3.18481 0.305086
56 2.76027 -3.18672 0.298864
57 2.78356 -3.1884 0.292585
58 2.80682 -3.18985 0.286253
