n	x	y	z
0 -2.98828 -0.264877 0.125
1 -3.00738 -0.274149 0.125019
2 -3.02612 -0.283829 0.124995
3 -3.04448 -0.2939 0.124927
4 -3.06247 -0.304345 0.124814
5 -3.08008 -0.31515 0.124657
6 -3.09731 -0.326297 0.124453
7 -3.11414 -0.337774 0.124204
8 -3.13058 -0.349564 0.123908
9 -3.14663 -0.361654 0.123565
10 -3.16228 -0.374031 0.123176
11 -3.17753 -0.386682 0.122741
12 -3.19239 -0.399593 0.122259
13 -3.20684 -0.412752 0.12173
14 -3.22089 -0.426149 0.121155
15 -3.23454 -0.43977 0.120534
16 -3.24779 -0.453606 0.119868
17 -3.26063 -0.467644 0.119156
18 -3.27308 -0.481876 0.118398
19 -3.28513 -0.49629 0.117596
20 -3.29679 -0.510877 0.11675
21 -3.30804 -0.525628 0.11586
22 -3.3189 -0.540532 0.114927
23 -3.32937 -0.555582 0.113951
24 -3.33944 -0.570769 0.112932
25 -3.34913 -0.586083 0.111872
26 -3.35842 -0.601518 0.11077
27 -3.36733 -0.617064 0.109628
28 -3.37585 -0.632714 0.108445
29 -3.38399 -0.648462 0.107223
30 -3.39174 -0.664298 0.105963
31 -3.39912 -0.680217 0.104664
32 -3.40612 -0.696211 0.103327
33 -3.41275 -0.712273 0.101954
34 -3.419 -0.728397 0.100544
35 -3.42488 -0.744576 0.0990984
36 -3.43039 -0.760804 0.097618
37 -3.43553 -0.777075 0.0961032
38 -3.44031 -0.793383 0.0945547
39 -3.44472 -0.809721 0.0929733
40 -3.44878 -0.826085 0.0913596
41 -3.45247 -0.842467 0.0897143
42 -3.45581 -0.858864 0.088038
43 -3.4588 -0.875268 0.0863316
44 -3.46143 -0.891675 0.0845956
45 -3.46371 -0.90808 0.0828308
46 -3.46564 -0.924478 0.0810378
47 -3.46723 -0.940862 0.0792174
48 -3.46847 -0.957229 0.0773702
49 -3.46936 -0.973573 0.075497
50 -3.46992 -0.989889 0.0735985
51 -3.47014 -1.00617 0.0716754
52 -3.47002 -1.02242 0.0697283
53 -3.46957 -1.03862 0.0677581
54 -3.46878 -1.05478 0.0657653
55 -3.46766 -1.07089 0.0637508
56 -3.46622 -1.08694 0.0617152
57 -3.46444 -1.10293 0.0596592
58 -3.46234 -1.11886 0.0575836
59 -3.45992 -1.13471 0.055489
60 -3.45717 -1.1505 0.0533763
61 -3.4541 -1.1662 0.051246
62 -3.45072 -1.18182 0.049099
63 -3.44701 -1.19736 0.0469359
64 -3.44299 -1.2128 0.0447574
65 -3.43866 -1.22815 0.0425644
66 -3.43401 -1.2434 0.0403574
67 -3.42906 -1.25854 0.0381373
68 -3.42379 -1.27358 0.0359048
69 -3.41822 -1.2885 0.0336606
70 -3.41234 -1.30331 0.0314054
71 -3.40616 -1.31799 0.02914
72 -3.39968 -1.33255 0.026865
73 -3.39289 -1.34698 0.0245813
74 -3.38581 -1.36127 0.0222896
75 -3.37843 -1.37543 0.0199906
76 -3.37075 -1.38944 0.0176851
77 -3.36277 -1.40331 0.0153737
78 -3.35451 -1.41702 0.0130574
79 -3.34595 -1.43058 0.0107367
80 -3.3371 -1.44398 0.00841256
81 -3.32796 -1.45721 0.00608561
82 -3.31854 -1.47027 0.00375667
83 -3.30883 -1.48315 0.00142648
84 -3.29884 -1.49586 -0.000904184
85 -3.28856 -1.50839 -0.00323455
86 -3.27801 -1.52072 -0.00556383
87 -3.26717 -1.53286 -0.00789126
88 -3.25606 -1.54481 -0.0102161
89 -3.24468 -1.55655 -0.0125374
90 -3.23302 -1.56809 -0.0148546
91 -3.22108 -1.57941 -0.0171667
92 -3.20888 -1.59051 -0.0194731
93 -3.19641 -1.60139 -0.0217728
94 -3.18367 -1.61205 -0.0240651
95 -3.17066 -1.62247 -0.0263493
96 -3.1574 -1.63265 -0.0286243
97 -3.14387 -1.64259 -0.0308896
98 -3.13008 -1.65228 -0.0331441
99 -3.11604 -1.66171 -0.0353872
100 -3.10174 -1.67088 -0.0376179
101 -3.08719 -1.67979 -0.0398356
102 -3.07239 -1.68843 -0.0420392
103 -3.05734 -1.69679 -0.044228
104 -3.04205 -1.70486 -0.0464012
105 -3.02651 -1.71264 -0.0485578
106 -3.01073 -1.72013 -0.0506972
107 -2.99472 -1.72732 -0.0528184
108 -2.97847 -1.73419 -0.0549205
109 -2.96199 -1.74075 -0.0570028
110 -2.94529 -1.74699 -0.0590644
111 -2.92835 -1.7529 -0.0611045
112 -2.9112 -1.75848 -0.0631222
113 -2.89383 -1.76371 -0.0651167
114 -2.87625 -1.76859 -0.0670872
115 -2.85845 -1.77312 -0.0690328
116 -2.84045 -1.77728 -0.0709527
117 -2.82226 -1.78107 -0.0728462
118 -2.80386 -1.78448 -0.0747124
119 -2.78528 -1.78751 -0.0765506
120 -2.76651 -1.79014 -0.0783599
121 -2.74756 -1.79237 -0.0801397
122 -2.72844 -1.79419 -0.0818892
123 -2.70915 -1.79559 -0.0836078
124 -2.6897 -1.79656 -0.0852946
125 -2.6701 -1.7971 -0.0869492
126 -2.65035 -1.7972 -0.0885709
127 -2.63047 -1.79685 -0.0901591
128 -2.61046 -1.79603 -0.0917133
129 -2.59033 -1.79475 -0.0932331
130 -2.57009 -1.793 -0.094718
131 -2.54975 -1.79075 -0.0961677
132 -2.52933 -1.78802 -0.097582
133 -2.50884 -1.78479 -0.0989606
134 -2.48828 -1.78105 -0.100304
135 -2.46768 -1.77679 -0.101611
136 -2.44704 -1.772 -0.102883
137 -2.42639 -1.76669 -0.104119
138 -2.40574 -1.76084 -0.105321
139 -2.38511 -1.75444 -0.106488
140 -2.36451 -1.74749 -0.107622
141 -2.34398 -1.73999 -0.108723
142 -2.32353 -1.73192 -0.109793
143 -2.30318 -1.72329 -0.110833
144 -2.28297 -1.71409 -0.111845
145 -2.26291 -1.70432 -0.112832
146 -2.24304 -1.69398 -0.113794
147 -2.22339 -1.68307 -0.114735
148 -2.204 -1.67159 -0.115659
149 -2.18489 -1.65954 -0.116569
150 -2.16611 -1.64694 -0.117469
151 -2.1477 -1.63379 -0.118363
152 -2.1297 -1.62009 -0.119258
153 -2.11215 -1.60587 -0.120158
154 -2.09511 -1.59114 -0.121071
155 -2.07863 -1.57592 -0.122004
156 -2.06275 -1.56024 -0.122964
157 -2.04754 -1.54411 -0.123962
158 -2.03305 -1.52757 -0.125007
159 -2.01934 -1.51067 -0.126109
160 -2.00648 -1.49342 -0.127281
161 -1.99453 -1.4759 -0.128535
162 -1.98355 -1.45813 -0.129885
163 -1.9736 -1.44019 -0.131346
164 -1.96476 -1.42212 -0.132932
165 -1.95708 -1.40399 -0.134661
166 -1.95062 -1.38588 -0.136549
167 -1.94544 -1.36784 -0.138615
168 -1.94159 -1.34997 -0.140876
169 -1.93911 -1.33234 -0.143351
170 -1.93805 -1.31502 -0.146058
171 -1.93842 -1.29811 -0.149014
172 -1.94025 -1.28168 -0.152238
173 -1.94354 -1.26581 -0.155745
174 -1.94829 -1.25058 -0.15955
175 -1.95448 -1.23607 -0.163667
176 -1.96208 -1.22233 -0.168106
177 -1.97106 -1.20945 -0.172878
178 -1.98135 -1.19747 -0.177988
179 -1.9929 -1.18644 -0.183441
180 -2.00563 -1.17641 -0.189236
181 -2.01946 -1.16741 -0.195373
182 -2.03431 -1.15947 -0.201847
183 -2.05007 -1.1526 -0.208651
184 -2.06665 -1.14682 -0.215773
185 -2.08395 -1.14214 -0.223202
186 -2.10188 -1.13854 -0.230923
187 -2.12034 -1.13603 -0.23892
188 -2.13923 -1.13458 -0.247173
189 -2.15847 -1.13417 -0.255665
190 -2.17795 -1.13479 -0.264372
191 -2.19761 -1.13641 -0.273276
192 -2.21736 -1.13899 -0.282353
193 -2.23713 -1.14251 -0.291581
194 -2.25685 -1.14692 -0.300938
195 -2.27647 -1.15221 -0.310402
196 -2.29592 -1.15832 -0.319951
197 -2.31516 -1.16523 -0.329564
198 -2.33414 -1.17289 -0.339219
199 -2.35282 -1.18128 -0.348897
200 -2.37116 -1.19035 -0.358578
201 -2.38914 -1.20007 -0.368244
202 -2.40672 -1.2104 -0.377876
203 -2.42388 -1.22132 -0.387458
204 -2.4406 -1.23279 -0.396973
205 -2.45686 -1.24478 -0.406405
206 -2.47265 -1.25725 -0.415741
207 -2.48795 -1.27018 -0.424967
208 -2.50275 -1.28354 -0.434069
209 -2.51705 -1.29731 -0.443036
210 -2.53084 -1.31145 -0.451856
211 -2.54411 -1.32593 -0.460519
212 -2.55686 -1.34075 -0.469015
213 -2.56909 -1.35586 -0.477334
214 -2.5808 -1.37126 -0.485467
215 -2.59198 -1.38691 -0.493408
216 -2.60265 -1.40281 -0.501148
217 -2.61279 -1.41892 -0.50868
218 -2.62241 -1.43523 -0.515999
219 -2.63152 -1.45172 -0.523097
220 -2.64012 -1.46838 -0.529971
221 -2.64822 -1.48518 -0.536615
222 -2.65581 -1.50212 -0.543025
223 -2.6629 -1.51917 -0.549196
224 -2.6695 -1.53632 -0.555124
225 -2.67561 -1.55356 -0.560807
226 -2.68124 -1.57087 -0.566241
227 -2.6864 -1.58825 -0.571423
228 -2.69108 -1.60567 -0.576352
229 -2.69531 -1.62313 -0.581024
230 -2.69907 -1.64062 -0.585439
231 -2.70238 -1.65812 -0.589593
232 -2.70524 -1.67562 -0.593487
233 -2.70767 -1.69311 -0.597118
234 -2.70966 -1.71058 -0.600486
235 -2.71122 -1.72803 -0.603589
236 -2.71237 -1.74544 -0.606428
237 -2.71309 -1.76281 -0.609002
238 -2.71341 -1.78011 -0.611311
239 -2.71332 -1.79736 -0.613353
240 -2.71284 -1.81453 -0.615131
241 -2.71197 -1.83163 -0.616643
242 -2.71071 -1.84863 -0.61789
243 -2.70907 -1.86554 -0.618872
244 -2.70705 -1.88235 -0.61959
245 -2.70467 -1.89905 -0.620045
246 -2.70193 -1.91562 -0.620238
247 -2.69883 -1.93208 -0.620168
248 -2.69537 -1.9484 -0.619838
249 -2.69158 -1.96459 -0.619249
250 -2.68744 -1.98063 -0.618401
251 -2.68296 -1.99652 -0.617296
252 -2.67815 -2.01225 -0.615935
253 -2.67302 -2.02782 -0.61432
254 -2.66757 -2.04322 -0.612452
255 -2.6618 -2.05844 -0.610332
256 -2.65573 -2.07349 -0.607964
257 -2.64934 -2.08835 -0.605347
258 -2.64266 -2.10301 -0.602484
259 -2.63568 -2.11748 -0.599377
260 -2.62841 -2.13174 -0.596028
261 -2.62086 -2.14579 -0.592438
262 -2.61302 -2.15963 -0.58861
263 -2.60491 -2.17325 -0.584547
264 -2.59652 -2.18664 -0.580249
265 -2.58786 -2.19981 -0.575719
266 -2.57895 -2.21273 -0.57096
267 -2.56977 -2.22542 -0.565974
268 -2.56034 -2.23786 -0.560764
269 -2.55065 -2.25005 -0.555331
270 -2.54072 -2.26198 -0.549679
271 -2.53055 -2.27366 -0.543809
272 -2.52015 -2.28506 -0.537725
273 -2.5095 -2.29619 -0.531429
274 -2.49864 -2.30705 -0.524924
275 -2.48754 -2.31763 -0.518213
276 -2.47623 -2.32792 -0.511298
277 -2.4647 -2.33792 -0.504182
278 -2.45296 -2.34762 -0.496869
279 -2.44101 -2.35702 -0.489362
280 -2.42886 -2.36612 -0.481662
281 -2.41651 -2.3749 -0.473775
282 -2.40396 -2.38337 -0.465702
283 -2.39123 -2.39152 -0.457446
284 -2.37831 -2.39935 -0.449012
285 -2.36521 -2.40684 -0.440403
286 -2.35193 -2.414 -0.431621
287 -2.33849 -2.42082 -0.422671
288 -2.32487 -2.42729 -0.413555
289 -2.31109 -2.43341 -0.404278
290 -2.29716 -2.43918 -0.394843
291 -2.28307 -2.44459 -0.385254
292 -2.26884 -2.44964 -0.375514
293 -2.25446 -2.45432 -0.365627
294 -2.23994 -2.45862 -0.355598
295 -2.22529 -2.46255 -0.345429
296 -2.21051 -2.46609 -0.335126
297 -2.19561 -2.46925 -0.324691
298 -2.1806 -2.47201 -0.31413
299 -2.16547 -2.47437 -0.303446
300 -2.15024 -2.47634 -0.292643
301 -2.13491 -2.4779 -0.281727
302 -2.11949 -2.47905 -0.2707
303 -2.10398 -2.47978 -0.259568
304 -2.08839 -2.48009 -0.248336
305 -2.07273 -2.47998 -0.237006
306 -2.057 -2.47944 -0.225585
307 -2.04121 -2.47848 -0.214077
308 -2.02537 -2.47707 -0.202486
309 -2.00948 -2.47523 -0.190817
310 -1.99356 -2.47294 -0.179075
311 -1.9776 -2.47021 -0.167265
312 -1.96163 -2.46702 -0.155391
313 -1.94565 -2.46339 -0.143459
314 -1.92966 -2.45929 -0.131473
315 -1.91368 -2.45474 -0.119438
316 -1.89772 -2.44973 -0.107358
317 -1.88178 -2.44425 -0.0952395
318 -1.86588 -2.43831 -0.0830864
319 -1.85003 -2.43191 -0.0709035
320 -1.83424 -2.42503 -0.0586956
321 -1.81851 -2.41769 -0.0464674
322 -1.80287 -2.40988 -0.0342233
323 -1.78733 -2.4016 -0.0219677
324 -1.77189 -2.39286 -0.009705
325 -1.75657 -2.38365 0.00256082
326 -1.74139 -2.37398 0.0148259
327 -1.72637 -2.36385 0.0270864
328 -1.7115 -2.35327 0.0393393
329 -1.69682 -2.34223 0.0515812
330 -1.68234 -2.33076 0.0638097
331 -1.66807 -2.31884 0.0760225
332 -1.65404 -2.30649 0.0882178
333 -1.64025 -2.29372 0.100394
334 -1.62674 -2.28055 0.112552
335 -1.61351 -2.26697 0.12469
336 -1.60059 -2.25301 0.136809
337 -1.588 -2.23868 0.148912
338 -1.57576 -2.22399 0.161
339 -1.56388 -2.20897 0.173078
340 -1.5524 -2.19364 0.18515
341 -1.54134 -2.17801 0.197222
342 -1.5307 -2.16212 0.209301
343 -1.52052 -2.14598 0.221395
344 -1.51082 -2.12963 0.233515
345 -1.50162 -2.11309 0.245672
346 -1.49293 -2.09641 0.25788
347 -1.48478 -2.07961 0.270153
348 -1.47719 -2.06273 0.282509
349 -1.47016 -2.04581 0.294964
350 -1.46373 -2.0289 0.307541
351 -1.45789 -2.01202 0.32026
352 -1.45267 -1.99524 0.333145
353 -1.44806 -1.97859 0.346221
354 -1.44407 -1.96212 0.359515
355 -1.4407 -1.94588 0.373055
356 -1.43795 -1.92991 0.386867
357 -1.4358 -1.91427 0.400983
358 -1.43425 -1.89899 0.415429
359 -1.43327 -1.88413 0.430236
360 -1.43284 -1.86972 0.44543
361 -1.43292 -1.85581 0.461038
362 -1.43348 -1.84244 0.477083
363 -1.43447 -1.82964 0.493587
364 -1.43585 -1.81744 0.510568
365 -1.43756 -1.80587 0.528039
366 -1.43954 -1.79496 0.54601
