n	rho	drho
0 3 75
1 3.01489 73.917
2 3.02957 72.8101
3 3.04402 71.6818
4 3.05824 70.5345
5 3.07223 69.3703
6 3.08599 68.1912
7 3.09951 66.9988
8 3.11279 65.7949
9 3.12583 64.581
10 3.13862 63.3582
11 3.15117 62.1279
12 3.16347 60.8912
13 3.17552 59.6489
14 3.18733 58.4021
15 3.19889 57.1515
16 3.21019 55.8979
17 3.22124 54.6418
18 3.23205 53.3839
19 3.2426 52.1247
20 3.2529 50.8646
21 3.26294 49.604
22 3.27274 48.3434
23 3.28228 47.0828
24 3.29157 45.8228
25 3.30061 44.5634
26 3.3094 43.305
27 3.31793 42.0475
28 3.32622 40.7913
29 3.33425 39.5364
30 3.34203 38.2828
31 3.34956 37.0307
32 3.35684 35.7802
33 3.36387 34.5311
34 3.37066 33.2836
35 3.37719 32.0377
36 3.38347 30.7934
37 3.38951 29.5505
38 3.39529 28.3092
39 3.40083 27.0693
40 3.40612 25.8309
41 3.41116 24.5937
42 3.41596 23.3579
43 3.4205 22.1233
44 3.42481 20.8899
45 3.42886 19.6575
46 3.43267 18.4261
47 3.43623 17.1956
48 3.43955 15.966
49 3.44262 14.737
50 3.44544 13.5088
51 3.44802 12.2811
52 3.45035 11.0539
53 3.45244 9.827
54 3.45429 8.60045
55 3.45588 7.37409
56 3.45723 6.14786
57 3.45834 4.92165
58 3.4592 3.69539
59 3.45982 2.469
60 3.46019 1.24239
61 3.46032 0.0154915
62 3.4602 -1.21177
63 3.45983 -2.43947
64 3.45922 -3.66766
65 3.45837 -4.89642
66 3.45726 -6.1258
67 3.45591 -7.35584
68 3.45432 -8.5866
69 3.45248 -9.81812
70 3.45039 -11.0504
71 3.44806 -12.2836
72 3.44548 -13.5175
73 3.44265 -14.7523
74 3.43958 -15.988
75 3.43626 -17.2246
76 3.43269 -18.4619
77 3.42887 -19.7001
78 3.42481 -20.9391
79 3.4205 -22.1789
80 3.41594 -23.4193
81 3.41113 -24.6603
82 3.40607 -25.9019
83 3.40077 -27.1439
84 3.39522 -28.3862
85 3.38941 -29.6288
86 3.38336 -30.8714
87 3.37707 -32.1138
88 3.37052 -33.356
89 3.36372 -34.5977
90 3.35668 -35.8386
91 3.34939 -37.0786
92 3.34185 -38.3173
93 3.33406 -39.5544
94 3.32603 -40.7897
95 3.31775 -42.0226
96 3.30922 -43.2529
97 3.30044 -44.4801
98 3.29143 -45.7037
99 3.28216 -46.9233
100 3.27266 -48.1381
101 3.26291 -49.3478
102 3.25292 -50.5515
103 3.24269 -51.7487
104 3.23222 -52.9385
105 3.22151 -54.1201
106 3.21057 -55.2927
107 3.19939 -56.4553
108 3.18799 -57.6069
109 3.17635 -58.7464
110 3.16449 -59.8726
111 3.1524 -60.9844
112 3.14009 -62.0803
113 3.12757 -63.1589
114 3.11483 -64.2188
115 3.10188 -65.2582
116 3.08873 -66.2754
117 3.07537 -67.2687
118 3.06182 -68.2359
119 3.04808 -69.1751
120 3.03415 -70.0839
121 3.02004 -70.9601
122 3.00577 -71.8012
123 2.99132 -72.6045
124 2.97672 -73.3672
125 2.96198 -74.0865
126 2.94709 -74.7592
127 2.93207 -75.3822
128 2.91694 -75.952
129 2.90169 -76.4653
130 2.88635 -76.9183
131 2.87093 -77.3072
132 2.85543 -77.6283
133 2.83987 -77.8775
134 2.82428 -78.0507
135 2.80865 -78.1438
136 2.79302 -78.1526
137 2.77739 -78.0729
138 2.76179 -77.9006
