n	x	y	z
0 -2.98828 -0.264877 0.075
1 -3.00722 -0.27565 0.0750348
2 -3.02573 -0.286827 0.0750389
3 -3.04382 -0.298389 0.0750117
4 -3.06147 -0.310319 0.0749531
5 -3.07869 -0.322601 0.0748628
6 -3.09548 -0.335216 0.0747407
7 -3.11182 -0.34815 0.0745866
8 -3.12772 -0.361388 0.0744005
9 -3.14318 -0.374914 0.0741825
10 -3.1582 -0.388715 0.0739325
11 -3.17277 -0.402776 0.0736508
12 -3.1869 -0.417084 0.0733374
13 -3.20058 -0.431626 0.0729926
14 -3.21382 -0.44639 0.0726164
15 -3.22662 -0.461364 0.0722093
16 -3.23898 -0.476536 0.0717714
17 -3.2509 -0.491895 0.071303
18 -3.26238 -0.50743 0.0708044
19 -3.27342 -0.523131 0.070276
20 -3.28403 -0.538986 0.069718
21 -3.29421 -0.554987 0.069131
22 -3.30395 -0.571123 0.0685151
23 -3.31327 -0.587386 0.0678709
24 -3.32217 -0.603766 0.0671986
25 -3.33063 -0.620254 0.0664988
26 -3.33868 -0.636842 0.0657718
27 -3.34631 -0.653521 0.065018
28 -3.35352 -0.670284 0.064238
29 -3.36031 -0.687122 0.063432
30 -3.3667 -0.704028 0.0626006
31 -3.37267 -0.720994 0.0617442
32 -3.37824 -0.738013 0.0608633
33 -3.3834 -0.755078 0.0599583
34 -3.38816 -0.772181 0.0590297
35 -3.39252 -0.789316 0.0580779
36 -3.39648 -0.806476 0.0571035
37 -3.40005 -0.823655 0.0561068
38 -3.40322 -0.840846 0.0550885
39 -3.40601 -0.858043 0.0540489
40 -3.40841 -0.87524 0.0529885
41 -3.41042 -0.89243 0.0519078
42 -3.41205 -0.909607 0.0508073
43 -3.41329 -0.926766 0.0496875
44 -3.41416 -0.943901 0.0485489
45 -3.41466 -0.961006 0.0473919
46 -3.41477 -0.978076 0.046217
47 -3.41452 -0.995105 0.0450248
48 -3.4139 -1.01209 0.0438157
49 -3.41291 -1.02902 0.0425903
50 -3.41155 -1.04589 0.0413489
51 -3.40984 -1.0627 0.0400922
52 -3.40776 -1.07944 0.0388206
53 -3.40532 -1.09611 0.0375346
54 -3.40252 -1.1127 0.0362347
55 -3.39937 -1.1292 0.0349214
56 -3.39587 -1.14562 0.0335952
57 -3.39202 -1.16194 0.0322567
58 -3.38781 -1.17817 0.0309062
59 -3.38326 -1.19429 0.0295444
60 -3.37837 -1.2103 0.0281717
61 -3.37313 -1.22619 0.0267887
62 -3.36755 -1.24197 0.0253958
63 -3.36163 -1.25762 0.0239936
64 -3.35538 -1.27315 0.0225826
65 -3.34878 -1.28853 0.0211633
66 -3.34186 -1.30378 0.0197362
67 -3.3346 -1.31889 0.0183018
68 -3.32701 -1.33384 0.0168607
69 -3.31909 -1.34864 0.0154134
70 -3.31085 -1.36328 0.0139604
71 -3.30228 -1.37775 0.0125022
72 -3.29339 -1.39206 0.0110394
73 -3.28418 -1.40618 0.00957258
74 -3.27465 -1.42013 0.00810216
75 -3.2648 -1.43389 0.00662872
76 -3.25463 -1.44746 0.00515282
77 -3.24415 -1.46083 0.00367499
78 -3.23336 -1.474 0.00219579
79 -3.22226 -1.48696 0.000715762
80 -3.21085 -1.49971 -0.000764535
81 -3.19913 -1.51223 -0.00224454
82 -3.18711 -1.52453 -0.0037237
83 -3.17478 -1.5366 -0.00520145
84 -3.16216 -1.54844 -0.00667721
85 -3.14924 -1.56003 -0.00815042
86 -3.13602 -1.57137 -0.0096205
87 -3.1225 -1.58246 -0.0110869
88 -3.1087 -1.59328 -0.012549
89 -3.0946 -1.60384 -0.0140062
90 -3.08021 -1.61412 -0.015458
91 -3.06555 -1.62412 -0.0169037
92 -3.05059 -1.63384 -0.0183427
93 -3.03536 -1.64326 -0.0197746
94 -3.01985 -1.65238 -0.0211985
95 -3.00407 -1.66119 -0.0226141
96 -2.98801 -1.66969 -0.0240206
97 -2.97169 -1.67786 -0.0254174
98 -2.9551 -1.6857 -0.026804
99 -2.93824 -1.69321 -0.0281797
100 -2.92113 -1.70037 -0.0295439
101 -2.90376 -1.70718 -0.030896
102 -2.88615 -1.71363 -0.0322354
103 -2.86828 -1.71971 -0.0335614
104 -2.85017 -1.72542 -0.0348735
105 -2.83182 -1.73074 -0.0361711
106 -2.81324 -1.73566 -0.0374535
107 -2.79443 -1.74018 -0.0387202
108 -2.77539 -1.74429 -0.0399705
109 -2.75614 -1.74799 -0.0412039
110 -2.73667 -1.75125 -0.0424198
111 -2.717 -1.75407 -0.0436176
112 -2.69712 -1.75645 -0.0447967
113 -2.67706 -1.75837 -0.0459566
114 -2.65681 -1.75982 -0.0470969
115 -2.63639 -1.7608 -0.0482169
116 -2.61579 -1.76129 -0.0493162
117 -2.59504 -1.76128 -0.0503944
118 -2.57414 -1.76077 -0.0514509
119 -2.5531 -1.75975 -0.0524855
120 -2.53194 -1.75819 -0.0534978
121 -2.51066 -1.7561 -0.0544875
122 -2.48928 -1.75347 -0.0554543
123 -2.46781 -1.75028 -0.056398
124 -2.44627 -1.74653 -0.0573185
125 -2.42468 -1.7422 -0.0582158
126 -2.40304 -1.73728 -0.0590899
127 -2.38139 -1.73178 -0.059941
128 -2.35974 -1.72567 -0.0607692
129 -2.33811 -1.71896 -0.0615751
130 -2.31652 -1.71163 -0.062359
131 -2.29501 -1.70367 -0.0631217
132 -2.27359 -1.69509 -0.0638641
133 -2.2523 -1.68588 -0.0645871
134 -2.23117 -1.67602 -0.065292
135 -2.21023 -1.66554 -0.0659803
136 -2.18951 -1.65441 -0.0666539
137 -2.16907 -1.64264 -0.0673148
138 -2.14893 -1.63025 -0.0679655
139 -2.12914 -1.61722 -0.0686086
140 -2.10975 -1.60358 -0.0692476
141 -2.09082 -1.58933 -0.0698859
142 -2.07239 -1.57449 -0.0705278
143 -2.05452 -1.55908 -0.071178
144 -2.03728 -1.54312 -0.0718417
145 -2.02073 -1.52664 -0.0725248
146 -2.00493 -1.50967 -0.0732339
147 -1.98996 -1.49225 -0.0739763
148 -1.97589 -1.47443 -0.0747599
149 -1.9628 -1.45626 -0.0755935
150 -1.95076 -1.43778 -0.0764866
151 -1.93985 -1.41907 -0.0774496
152 -1.93015 -1.40019 -0.0784935
153 -1.92174 -1.38121 -0.07963
154 -1.91469 -1.36222 -0.0808716
155 -1.90907 -1.34331 -0.082231
156 -1.90494 -1.32455 -0.0837217
157 -1.90237 -1.30606 -0.0853572
158 -1.9014 -1.28791 -0.0871509
159 -1.90206 -1.27022 -0.0891162
