n	rho	drho
0 3 100
1 3.01988 98.7904
2 3.03952 97.5408
3 3.0589 96.2565
4 3.07802 94.9422
5 3.09687 93.6023
6 3.11546 92.2406
7 3.13377 90.8607
8 3.1518 89.4656
9 3.16956 88.0582
10 3.18703 86.6411
11 3.20421 85.2166
12 3.22111 83.7866
13 3.23773 82.3529
14 3.25406 80.9173
15 3.27009 79.4811
16 3.28585 78.0456
17 3.30131 76.6119
18 3.31649 75.181
19 3.33139 73.7538
20 3.34599 72.331
21 3.36032 70.9134
22 3.37436 69.5014
23 3.38812 68.0955
24 3.4016 66.6963
25 3.4148 65.304
26 3.42772 63.9189
27 3.44036 62.5412
28 3.45274 61.1713
29 3.46483 59.8091
30 3.47666 58.4548
31 3.48821 57.1085
32 3.4995 55.7702
33 3.51052 54.44
34 3.52128 53.1177
35 3.53177 51.8035
36 3.542 50.4972
37 3.55197 49.1987
38 3.56168 47.908
39 3.57113 46.6249
40 3.58033 45.3494
41 3.58927 44.0813
42 3.59796 42.8204
43 3.6064 41.5667
44 3.61459 40.3199
45 3.62253 39.0799
46 3.63022 37.8465
47 3.63767 36.6195
48 3.64487 35.3989
49 3.65183 34.1842
50 3.65854 32.9755
51 3.66502 31.7724
52 3.67125 30.5749
53 3.67725 29.3826
54 3.683 28.1954
55 3.68852 27.0132
56 3.69381 25.8356
57 3.69886 24.6625
58 3.70367 23.4936
59 3.70826 22.3289
60 3.71261 21.168
61 3.71672 20.0108
62 3.72061 18.8571
63 3.72427 17.7066
64 3.72769 16.5591
65 3.73089 15.4145
66 3.73386 14.2725
67 3.7366 13.1329
68 3.73911 11.9956
69 3.7414 10.8602
70 3.74346 9.72671
71 3.74529 8.59478
72 3.74689 7.46424
73 3.74827 6.3349
74 3.74943 5.20654
75 3.75036 4.07896
76 3.75106 2.95196
77 3.75154 1.82534
78 3.75179 0.698881
79 3.75182 -0.427609
80 3.75162 -1.55434
81 3.75119 -2.6815
82 3.75055 -3.80931
83 3.74967 -4.93797
84 3.74857 -6.06768
85 3.74724 -7.19863
86 3.74569 -8.33104
87 3.74391 -9.46511
88 3.74191 -10.601
89 3.73967 -11.739
90 3.73721 -12.8793
91 3.73452 -14.022
92 3.7316 -15.1673
93 3.72845 -16.3156
94 3.72507 -17.4669
95 3.72147 -18.6214
96 3.71763 -19.7795
97 3.71355 -20.9412
98 3.70925 -22.1068
99 3.70471 -23.2764
100 3.69994 -24.4503
101 3.69493 -25.6286
102 3.68969 -26.8117
103 3.68421 -27.9995
104 3.67849 -29.1924
105 3.67253 -30.3906
106 3.66633 -31.5941
107 3.65989 -32.8033
108 3.65321 -34.0182
109 3.64628 -35.2391
110 3.63911 -36.4662
111 3.6317 -37.6996
112 3.62403 -38.9395
113 3.61612 -40.186
114 3.60796 -41.4393
115 3.59955 -42.6996
116 3.59088 -43.9669
117 3.58196 -45.2415
118 3.57278 -46.5234
119 3.56335 -47.8128
120 3.55366 -49.1098
121 3.54371 -50.4144
122 3.53349 -51.7267
123 3.52302 -53.0468
124 3.51227 -54.3747
125 3.50127 -55.7104
126 3.48999 -57.0539
127 3.47844 -58.4052
128 3.46663 -59.7642
129 3.45454 -61.1308
130 3.44218 -62.5049
131 3.42954 -63.8863
132 3.41662 -65.2748
133 3.40343 -66.6701
134 3.38995 -68.0719
135 3.3762 -69.4798
136 3.36216 -70.8935
137 3.34784 -72.3123
138 3.33324 -73.7357
139 3.31835 -75.163
140 3.30317 -76.5934
141 3.28771 -78.0261
142 3.27196 -79.46
143 3.25593 -80.8939
144 3.2396 -82.3267
145 3.22299 -83.7568
146 3.2061 -85.1827
147 3.18892 -86.6025
148 3.17146 -88.0142
149 3.15372 -89.4156
150 3.13569 -90.8041
151 3.11739 -92.1769
152 3.09882 -93.5309
153 3.07998 -94.8628
154 3.06088 -96.1686
155 3.04151 -97.4442
156 3.0219 -98.6849
157 3.00204 -99.8855
158 2.98195 -101.04
159 2.96162 -102.143
160 2.94109 -103.188
161 2.92035 -104.166
162 2.89942 -105.069
163 2.87832 -105.889
164 2.85707 -106.617
165 2.83567 -107.24
166 2.81417 -107.748
167 2.79258 -108.129
168 2.77092 -108.369
169 2.74923 -108.454
170 2.72754 -108.37
171 2.70588 -108.099
172 2.6843 -107.625
173 2.66283 -106.931
174 2.64152 -105.999
175 2.62043 -104.809
176 2.5996 -103.344
177 2.57909 -101.584
178 2.55897 -99.5113
179 2.53929 -97.1089
180 2.52012 -94.3608
181 2.50154 -91.2532
182 2.48362 -87.7748
183 2.46643 -83.9176
184 2.45006 -79.6775
185 2.43456 -75.0554
186 2.42003 -70.0572
187 2.40654 -64.6949
188 2.39416 -58.9868
189 2.38295 -52.958
190 2.37297 -46.6403
191 2.36429 -40.0721
192 2.35694 -33.2979
193 2.35097 -26.3678
194 2.3464 -19.3361
195 2.34324 -12.2603
196 2.34149 -5.19999
197 2.34116 1.78535
198 2.34221 8.63739
199 2.34461 15.3006
200 2.34833 21.7237
201 2.3533 27.8606
202 2.35947 33.6715
203 2.36677 39.1235
204 2.37512 44.1909
205 2.38444 48.855
206 2.39466 53.1043
207 2.40569 56.9339
208 2.41744 60.3448
209 2.42982 63.3433
210 2.44277 65.9405
211 2.4562 68.1509
212 2.47003 69.9923
213 2.4842 71.4845
214 2.49863 72.6493
215 2.51326 73.509
216 2.52803 74.0867
217 2.54289 74.4053
218 2.55779 74.4877
219 2.57269 74.3558
220 2.58753 74.0309
221 2.6023 73.533
222 2.61695 72.8814
223 2.63145 72.0937
224 2.64579 71.1867
225 2.65993 70.1756
226 2.67386 69.0744
227 2.68756 67.8961
228 2.70101 66.6523
229 2.71422 65.3537
230 2.72716 64.0097
231 2.73982 62.6288
232 2.75221 61.2186
233 2.76431 59.7859
234 2.77612 58.3365
235 2.78764 56.8757
236 2.79887 55.4078
237 2.80981 53.9368
238 2.82045 52.4661
239 2.83079 50.9983
240 2.84085 49.5358
241 2.85061 48.0805
242 2.86008 46.6339
243 2.86926 45.1972
244 2.87816 43.7713
245 2.88677 42.3566
246 2.8951 40.9537
247 2.90315 39.5625
248 2.91092 38.183
249 2.91842 36.8151
250 2.92565 35.4582
251 2.93261 34.1119
252 2.9393 32.7756
253 2.94572 31.4485
254 2.95187 30.1299
255 2.95777 28.8189
256 2.9634 27.5145
257 2.96878 26.2159
258 2.97389 24.922
259 2.97874 23.6318
260 2.98334 22.3444
261 2.98768 21.0587
262 2.99177 19.7736
263 2.99559 18.4884
264 2.99916 17.2018
265 3.00247 15.913
266 3.00553 14.6212
267 3.00832 13.3253
268 3.01086 12.0246
269 3.01313 10.7182
270 3.01514 9.40554
271 3.01689 8.08584
272 3.01838 6.75849
273 3.0196 5.42297
274 3.02055 4.0788
275 3.02123 2.72557
276 3.02164 1.36298
277 3.02177 -0.00921247
278 3.02163 -1.39116
279 3.02122 -2.7829
280 3.02052 -4.18441
281 3.01954 -5.59553
282 3.01828 -7.01603
283 3.01674 -8.44555
284 3.0149 -9.88361
285 3.01278 -11.3296
