n	rho	drho
0 3 25
1 3.00489 23.9254
2 3.00957 22.8426
3 3.01403 21.7524
4 3.01827 20.6555
5 3.02229 19.5524
6 3.02609 18.4439
7 3.02967 17.3304
8 3.03302 16.2126
9 3.03615 15.0909
10 3.03906 13.9659
11 3.04174 12.838
12 3.0442 11.7076
13 3.04642 10.5753
14 3.04843 9.44147
15 3.0502 8.3065
16 3.05175 7.17082
17 3.05307 6.03485
18 3.05416 4.89897
19 3.05503 3.76359
20 3.05567 2.62912
21 3.05608 1.49594
22 3.05627 0.364468
23 3.05623 -0.764892
24 3.05596 -1.89172
25 3.05547 -3.01559
26 3.05475 -4.13607
27 3.05382 -5.2527
28 3.05265 -6.36501
29 3.05127 -7.47253
30 3.04966 -8.57475
31 3.04784 -9.67115
32 3.0458 -10.7612
33 3.04353 -11.8443
34 3.04106 -12.9198
35 3.03837 -13.9872
36 3.03546 -15.0458
37 3.03235 -16.0948
38 3.02903 -17.1336
39 3.02549 -18.1614
40 3.02176 -19.1774
41 3.01782 -20.1808
42 3.01369 -21.1707
43 3.00936 -22.146
44 3.00483 -23.106
45 3.00011 -24.0495
46 2.99521 -24.9755
47 2.99012 -25.8828
48 2.98486 -26.7703
49 2.97942 -27.6367
50 2.9738 -28.4807
51 2.96802 -29.3011
52 2.96208 -30.0963
53 2.95598 -30.865
54 2.94974 -31.6056
55 2.94334 -32.3164
56 2.93681 -32.996
57 2.93014 -33.6425
58 2.92335 -34.2542
59 2.91644 -34.8294
60 2.90942 -35.366
61 2.9023 -35.8623
62 2.89508 -36.3161
63 2.88777 -36.7256
64 2.88039 -37.0887
65 2.87293 -37.4033
66 2.86542 -37.6673
67 2.85787 -37.8785
68 2.85027 -38.0349
69 2.84265 -38.1343
70 2.83502 -38.1747
71 2.82738 -38.1538
72 2.81976 -38.0697
73 2.81215 -37.9204
74 2.80459 -37.704
75 2.79707 -37.4187
76 2.78962 -37.0627
77 2.78225 -36.6345
78 2.77497 -36.1327
79 2.7678 -35.5559
80 2.76075 -34.9032
81 2.75383 -34.1737
82 2.74708 -33.3667
83 2.74049 -32.482
84 2.73408 -31.5196
85 2.72788 -30.4795
86 2.72189 -29.3626
87 2.71613 -28.1697
88 2.71062 -26.902
89 2.70537 -25.5613
90 2.7004 -24.1496
91 2.69571 -22.6694
92 2.69133 -21.1236
93 2.68726 -19.5153
94 2.68353 -17.8482
95 2.68012 -16.1263
96 2.67707 -14.354
97 2.67438 -12.5361
98 2.67206 -10.6775
99 2.67011 -8.7836
100 2.66855 -6.85999
101 2.66737 -4.91247
102 2.66658 -2.94702
103 2.66619 -0.969753
104 2.66619 1.01313
105 2.66659 2.99538
106 2.66739 4.97078
107 2.66858 6.93314
108 2.67017 8.87639
109 2.67213 10.7946
110 2.67448 12.6821
111 2.67721 14.5333
112 2.6803 16.343
113 2.68374 18.1062
114 2.68754 19.8185
115 2.69167 21.4754
116 2.69613 23.0732
117 2.7009 24.6083
118 2.70597 26.0776
119 2.71133 27.4783
120 2.71696 28.8083
121 2.72285 30.0654
122 2.72899 31.2482
123 2.73535 32.3554
124 2.74193 33.3863
125 2.74871 34.3403
126 2.75567 35.2172
127 2.7628 36.0172
128 2.77007 36.7407
129 2.77749 37.3883
130 2.78503 37.9609
131 2.79268 38.4595
132 2.80041 38.8856
133 2.80823 39.2404
134 2.81611 39.5256
135 2.82404 39.7428
136 2.83201 39.894
137 2.84 39.981
138 2.848 40.0057
139 2.856 39.9701
140 2.86399 39.8764
141 2.87195 39.7266
142 2.87988 39.5228
143 2.88776 39.267
144 2.89559 38.9613
145 2.90334 38.6078
146 2.91103 38.2086
147 2.91863 37.7655
148 2.92613 37.2807
149 2.93354 36.756
150 2.94084 36.1932
151 2.94802 35.5942
152 2.95507 34.9608
153 2.962 34.2947
154 2.96879 33.5975
155 2.97544 32.8709
156 2.98194 32.1163
157 2.98829 31.3353
158 2.99448 30.5293
159 3.0005 29.6996
160 3.00635 28.8477
161 3.01204 27.9746
162 3.01754 27.0818
163 3.02287 26.1702
164 3.02801 25.2409
165 3.03297 24.2952
166 3.03773 23.3338
167 3.0423 22.3579
168 3.04667 21.3682
169 3.05085 20.3657
170 3.05482 19.3512
171 3.05859 18.3254
172 3.06215 17.2892
173 3.0655 16.2431
174 3.06865 15.188
175 3.07158 14.1244
176 3.0743 13.053
177 3.0768 11.9743
178 3.07909 10.8888
179 3.08116 9.79726
180 3.08301 8.70002
181 3.08464 7.5976
182 3.08605 6.49048
183 3.08723 5.3791
184 3.0882 4.2639
185 3.08894 3.1453
186 3.08945 2.02371
187 3.08975 0.899531
188 3.08981 -0.226861
189 3.08966 -1.35508
190 3.08927 -2.48475
191 3.08866 -3.61552
192 3.08783 -4.74699
193 3.08676 -5.87883
194 3.08547 -7.01065
195 3.08396 -8.14209
196 3.08222 -9.27277
197 3.08025 -10.4023
198 3.07806 -11.5303
199 3.07564 -12.6564
200 3.07299 -13.7802
201 3.07013 -14.9012
202 3.06703 -16.019
203 3.06372 -17.1332
204 3.06018 -18.2432
205 3.05642 -19.3486
206 3.05244 -20.4489
207 3.04824 -21.5434
208 3.04382 -22.6316
209 3.03919 -23.713
210 3.03434 -24.7867
211 3.02927 -25.8523
212 3.024 -26.9088
213 3.01851 -27.9556
214 3.01282 -28.9919
215 3.00691 -30.0167
216 3.00081 -31.0292
217 2.9945 -32.0283
218 2.988 -33.0131
219 2.9813 -33.9825
220 2.9744 -34.9353
221 2.96732 -35.8702
222 2.96006 -36.786
223 2.95261 -37.6813
224 2.94498 -38.5546
225 2.93719 -39.4045
226 2.92922 -40.2292
227 2.9211 -41.0271
228 2.91281 -41.7964
229 2.90438 -42.5352
230 2.8958 -43.2415
231 2.88708 -43.9132
232 2.87823 -44.5482
233 2.86926 -45.1442
234 2.86017 -45.6989
235 2.85098 -46.2097
236 2.84169 -46.6741
237 2.83231 -47.0896
238 2.82285 -47.4533
239 2.81333 -47.7624
240 2.80375 -48.0142
241 2.79412 -48.2056
242 2.78447 -48.3338
243 2.77479 -48.3956
244 2.76511 -48.3881
245 2.75544 -48.3082
246 2.74579 -48.1529
247 2.73617 -47.9193
248 2.72662 -47.6044
249 2.71713 -47.2055
250 2.70774 -46.7199
251 2.69844 -46.1451
252 2.68928 -45.4788
253 2.68025 -44.7188
254 2.67139 -43.8635
255 2.66271 -42.9114
256 2.65423 -41.8614
257 2.64596 -40.7127
258 2.63794 -39.4652
259 2.63018 -38.1191
260 2.62269 -36.6752
261 2.61551 -35.1348
262 2.60864 -33.4999
263 2.60211 -31.7731
264 2.59593 -29.9575
265 2.59012 -28.0572
266 2.58471 -26.0766
267 2.57969 -24.0209
268 2.5751 -21.896
269 2.57094 -19.7084
270 2.56722 -17.4651
271 2.56395 -15.1736
272 2.56115 -12.8421
273 2.55881 -10.4789
274 2.55695 -8.09295
275 2.55558 -5.69325
276 2.55468 -3.28903
277 2.55426 -0.889607
278 2.55432 1.49574
279 2.55486 3.85783
280 2.55586 6.18766
281 2.55733 8.47655
282 2.55925 10.7162
283 2.56162 12.8986
284 2.56441 15.0165
285 2.56763 17.0629
286 2.57124 19.0318
287 2.57524 20.9175
288 2.57961 22.715
289 2.58432 24.4203
290 2.58937 26.0297
291 2.59474 27.5403
292 2.60039 28.9501
293 2.60632 30.2573
294 2.61249 31.4612
295 2.6189 32.5612
296 2.62552 33.5577
297 2.63232 34.4512
298 2.6393 35.243
299 2.64642 35.9345
300 2.65367 36.5277
301 2.66103 37.0248
302 2.66848 37.4283
303 2.676 37.741
304 2.68358 37.9657
305 2.69119 38.1055
306 2.69882 38.1637
307 2.70646 38.1435
308 2.71408 38.0482
309 2.72167 37.8813
310 2.72923 37.646
311 2.73673 37.3457
312 2.74417 36.9837
313 2.75153 36.5632
314 2.75879 36.0875
315 2.76596 35.5596
316 2.77302 34.9825
317 2.77995 34.3592
318 2.78676 33.6924
319 2.79343 32.985
320 2.79996 32.2394
321 2.80633 31.4581
322 2.81254 30.6436
323 2.81858 29.798
324 2.82446 28.9236
325 2.83015 28.0223
326 2.83567 27.0962
327 2.84099 26.1469
328 2.84613 25.1763
329 2.85106 24.186
330 2.8558 23.1775
331 2.86033 22.1523
332 2.86466 21.1116
333 2.86878 20.0569
334 2.87268 18.9893
335 2.87637 17.9098
336 2.87985 16.8197
337 2.8831 15.7198
338 2.88614 14.6112
339 2.88895 13.4946
340 2.89153 12.371
341 2.8939 11.2411
342 2.89603 10.1057
343 2.89794 8.96548
344 2.89962 7.82109
345 2.90107 6.67319
346 2.90229 5.52242
347 2.90328 4.36938
348 2.90403 3.21464
349 2.90456 2.05879
350 2.90486 0.90239
351 2.90492 -0.254
352 2.90476 -1.40982
353 2.90436 -2.5645
354 2.90373 -3.71748
355 2.90287 -4.86817
356 2.90178 -6.01597
357 2.90046 -7.16026
358 2.89892 -8.3004
359 2.89714 -9.43573
360 2.89514 -10.5655
361 2.89292 -11.6891
362 2.89047 -12.8056
363 2.8878 -13.9143
364 2.8849 -15.0143
365 2.88179 -16.1046
366 2.87846 -17.1843
367 2.87492 -18.2524
368 2.87116 -19.3077
369 2.86719 -20.3491
370 2.86302 -21.3754
371 2.85864 -22.3851
372 2.85407 -23.377
373 2.84929 -24.3496
374 2.84433 -25.3012
375 2.83917 -26.2302
376 2.83383 -27.1348
377 2.82832 -28.0133
378 2.82263 -28.8635
379 2.81677 -29.6836
380 2.81076 -30.4712
381 2.80458 -31.2242
382 2.79827 -31.9401
383 2.79181 -32.6166
384 2.78522 -33.251
385 2.77851 -33.8406
386 2.77168 -34.3827
387 2.76475 -34.8744
388 2.75773 -35.3127
389 2.75063 -35.6948
390 2.74346 -36.0174
391 2.73622 -36.2775
392 2.72894 -36.4719
393 2.72163 -36.5974
394 2.71431 -36.6508
395 2.70697 -36.629
396 2.69965 -36.5289
397 2.69236 -36.3474
398 2.68511 -36.0816
399 2.67793 -35.7287
400 2.67082 -35.286
401 2.66382 -34.7513
402 2.65692 -34.1222
403 2.65017 -33.397
404 2.64356 -32.5739
405 2.63714 -31.6519
406 2.6309 -30.6302
407 2.62488 -29.5084
408 2.6191 -28.2867
409 2.61357 -26.9657
410 2.60831 -25.5467
411 2.60335 -24.0315
412 2.5987 -22.4225
413 2.59438 -20.7228
414 2.59041 -18.936
415 2.58681 -17.0665
416 2.58359 -15.1191
417 2.58076 -13.0995
418 2.57835 -11.0137
419 2.57635 -8.86837
420 2.5748 -6.67067
421 2.57369 -4.4282
422 2.57303 -2.14891
423 2.57283 0.158917
424 2.57309 2.48676
425 2.57382 4.82597
426 2.57502 7.1678
427 2.57669 9.50353
428 2.57882 11.8245
429 2.58142 14.1224
430 2.58447 16.3888
431 2.58797 18.616
432 2.59192 20.7965
433 2.59629 22.9232
434 2.60109 24.9896
435 2.60629 26.9897
436 2.61188 28.9181
437 2.61786 30.7699
438 2.62419 32.5409
439 2.63087 34.2274
440 2.63788 35.8265
441 2.6452 37.3357
442 2.65282 38.7531
443 2.6607 40.0774
444 2.66885 41.3078
445 2.67723 42.444
446 2.68582 43.4861
447 2.69462 44.4348
448 2.7036 45.2909
449 2.71274 46.0557
450 2.72202 46.7308
451 2.73143 47.3181
452 2.74095 47.8196
453 2.75056 48.2376
454 2.76024 48.5745
455 2.76999 48.8328
456 2.77978 49.0152
457 2.78959 49.1244
458 2.79943 49.1632
459 2.80926 49.1344
460 2.81908 49.0408
461 2.82888 48.8851
462 2.83863 48.6701
463 2.84834 48.3987
464 2.85799 48.0734
465 2.86757 47.6968
466 2.87707 47.2716
467 2.88648 46.8003
468 2.89579 46.2852
469 2.905 45.7287
470 2.91408 45.133
471 2.92305 44.5003
472 2.93188 43.8326
473 2.94058 43.1321
474 2.94914 42.4005
475 2.95754 41.6397
476 2.96579 40.8514
477 2.97388 40.0373
478 2.98181 39.199
479 2.98956 38.338
480 2.99714 37.4556
481 3.00454 36.5533
482 3.01176 35.6323
483 3.0188 34.6938
484 3.02564 33.7389
485 3.03229 32.7688
486 3.03875 31.7845
487 3.04501 30.787
488 3.05106 29.7771
489 3.05692 28.7558
490 3.06257 27.7238
491 3.06801 26.6819
492 3.07324 25.6309
493 3.07826 24.5714
494 3.08307 23.5041
495 3.08766 22.4297
496 3.09204 21.3486
497 3.0962 20.2615
498 3.10014 19.1689
499 3.10387 18.0713
500 3.10737 16.9691
501 3.11066 15.8629
502 3.11372 14.753
503 3.11656 13.6398
504 3.11917 12.5239
505 3.12157 11.4055
506 3.12374 10.285
507 3.12568 9.16281
508 3.1274 8.03926
