n	rho	drho
0 3 140
1 3.02789 138.907
2 3.05556 137.772
3 3.083 136.603
4 3.1102 135.407
5 3.13716 134.188
6 3.16388 132.953
7 3.19035 131.706
8 3.21656 130.45
9 3.24253 129.189
10 3.26824 127.927
11 3.2937 126.666
12 3.3189 125.407
13 3.34386 124.155
14 3.36857 122.909
15 3.39302 121.671
16 3.41723 120.444
17 3.4412 119.227
18 3.46492 118.022
19 3.48841 116.83
20 3.51166 115.652
21 3.53467 114.487
22 3.55745 113.337
23 3.58 112.202
24 3.60233 111.082
25 3.62444 109.977
26 3.64632 108.888
27 3.66799 107.814
28 3.68945 106.756
29 3.71069 105.714
30 3.73173 104.687
31 3.75257 103.677
32 3.7732 102.682
33 3.79364 101.702
34 3.81389 100.738
35 3.83394 99.7892
36 3.8538 98.8557
37 3.87348 97.9372
38 3.89298 97.0336
39 3.91229 96.1447
40 3.93143 95.2704
41 3.9504 94.4104
42 3.9692 93.5646
43 3.98783 92.7328
44 4.00629 91.9148
45 4.02459 91.1104
46 4.04274 90.3195
47 4.06072 89.5417
48 4.07855 88.777
49 4.09623 88.025
50 4.11376 87.2858
51 4.13115 86.5589
52 4.14839 85.8444
53 4.16548 85.1419
54 4.18244 84.4512
55 4.19926 83.7723
56 4.21595 83.1049
57 4.23251 82.4489
58 4.24893 81.804
59 4.26523 81.1701
60 4.2814 80.5471
61 4.29745 79.9347
62 4.31337 79.3328
63 4.32918 78.7413
64 4.34487 78.1599
65 4.36044 77.5886
66 4.37591 77.0272
67 4.39125 76.4755
68 4.4065 75.9334
69 4.42163 75.4007
70 4.43666 74.8774
71 4.45158 74.3632
72 4.4664 73.8581
73 4.48112 73.3619
74 4.49575 72.8745
75 4.51027 72.3957
76 4.5247 71.9255
77 4.53904 71.4637
78 4.55329 71.0102
79 4.56745 70.5649
80 4.58152 70.1277
81 4.5955 69.6984
82 4.60939 69.277
83 4.62321 68.8633
84 4.63694 68.4573
85 4.65059 68.0589
86 4.66416 67.6679
87 4.67766 67.2843
88 4.69108 66.9079
89 4.70442 66.5387
90 4.71769 66.1766
91 4.73089 65.8214
