n	v_eff	rho
9709 246.087 2.62548
9710 214.719 2.63379
9711 185.711 2.64213
9712 159.022 2.6505
9713 134.609 2.6589
9714 112.422 2.66732
9715 92.413 2.67577
9716 74.5296 2.68423
9717 58.7185 2.69272
9718 44.9247 2.70122
9719 33.0924 2.70973
9720 23.1647 2.71825
9721 15.0842 2.72678
9722 8.79307 2.73532
9723 4.2332 2.74386
9724 1.34655 2.7524
9725 0.0751696 2.76094
9726 0.361435 2.76949
9727 2.14815 2.77803
9728 5.37868 2.78656
9729 9.99705 2.79509
9730 15.9481 2.80361
9731 23.1774 2.81213
9732 31.6316 2.82063
9733 41.2584 2.82912
9734 52.0062 2.83759
9735 63.825 2.84605
9736 76.6655 2.8545
9737 90.4799 2.86293
9738 105.221 2.87134
9739 120.844 2.87973
9740 137.305 2.8881
9741 154.56 2.89645
9742 172.567 2.90478
9743 191.286 2.91309
9744 210.679 2.92137
9745 230.705 2.92963
9746 251.33 2.93786
9747 272.517 2.94606
9748 294.233 2.95424
9749 316.443 2.96239
9750 339.116 2.97052
9751 362.22 2.97861
9752 385.727 2.98668
9753 409.608 2.99471
9754 433.834 3.00272
9755 458.381 3.01069
9756 483.221 3.01864
9757 508.33 3.02655
9758 533.686 3.03442
9759 559.265 3.04227
9760 585.046 3.05008
9761 611.008 3.05786
9762 637.132 3.06561
9763 663.398 3.07332
9764 689.788 3.081
9765 716.285 3.08864
9766 742.872 3.09625
9767 769.533 3.10382
9768 796.253 3.11136
9769 823.018 3.11886
9770 849.814 3.12632
9771 876.627 3.13375
9772 903.446 3.14115
9773 930.257 3.1485
9774 957.051 3.15583
9775 983.816 3.16311
9776 1010.54 3.17036
9777 1037.22 3.17757
9778 1063.84 3.18474
9779 1090.39 3.19188
9780 1116.86 3.19898
9781 1143.26 3.20604
9782 1169.56 3.21306
9783 1195.77 3.22005
9784 1221.87 3.227
9785 1247.86 3.23391
9786 1273.73 3.24079
9787 1299.48 3.24763
9788 1325.11 3.25443
9789 1350.6 3.26119
9790 1375.96 3.26791
9791 1401.18 3.2746
9792 1426.25 3.28125
9793 1451.17 3.28787
9794 1475.94 3.29444
9795 1500.55 3.30098
9796 1525.01 3.30748
9797 1549.3 3.31394
9798 1573.44 3.32037
9799 1597.4 3.32676
9800 1621.2 3.33311
9801 1644.82 3.33942
9802 1668.27 3.3457
9803 1691.55 3.35194
9804 1714.66 3.35814
9805 1737.58 3.36431
9806 1760.33 3.37044
9807 1782.9 3.37653
9808 1805.29 3.38259
9809 1827.5 3.38861
9810 1849.53 3.39459
9811 1871.37 3.40053
9812 1893.03 3.40644
9813 1914.51 3.41232
9814 1935.81 3.41815
9815 1956.92 3.42396
9816 1977.85 3.42972
9817 1998.6 3.43545
9818 2019.16 3.44114
9819 2039.54 3.4468
9820 2059.73 3.45242
9821 2079.75 3.45801
9822 2099.58 3.46356
9823 2119.23 3.46907
9824 2138.7 3.47456
9825 2157.99 3.48
9826 2177.09 3.48541
9827 2196.02 3.49079
9828 2214.77 3.49613
9829 2233.34 3.50143
9830 2251.74 3.5067
9831 2269.95 3.51194
9832 2288 3.51714
9833 2305.86 3.52231
9834 2323.55 3.52744
9835 2341.07 3.53254
9836 2358.42 3.53761
9837 2375.6 3.54264
9838 2392.61 3.54764
9839 2409.44 3.5526
9840 2426.11 3.55753
9841 2442.62 3.56243
9842 2458.95 3.56729
9843 2475.12 3.57212
9844 2491.13 3.57692
9845 2506.98 3.58169
9846 2522.66 3.58642
9847 2538.19 3.59112
9848 2553.55 3.59579
9849 2568.76 3.60042
9850 2583.81 3.60502
9851 2598.71 3.60959
9852 2613.45 3.61413
9853 2628.04 3.61863
9854 2642.47 3.62311
9855 2656.76 3.62755
9856 2670.89 3.63196
9857 2684.88 3.63633
9858 2698.72 3.64068
9859 2712.41 3.64499
9860 2725.96 3.64928
9861 2739.36 3.65353
9862 2752.63 3.65775
9863 2765.75 3.66194
9864 2778.73 3.6661
9865 2791.57 3.67023
9866 2804.27 3.67433
9867 2816.84 3.67839
9868 2829.27 3.68243
9869 2841.57 3.68643
9870 2853.74 3.69041
9871 2865.77 3.69436
9872 2877.67 3.69827
9873 2889.44 3.70216
9874 2901.08 3.70601
9875 2912.6 3.70984
9876 2923.99 3.71363
9877 2935.25 3.7174
9878 2946.39 3.72114
9879 2957.41 3.72484
9880 2968.3 3.72852
9881 2979.08 3.73217
9882 2989.73 3.73579
9883 3000.27 3.73938
9884 3010.68 3.74294
9885 3020.98 3.74647
9886 3031.17 3.74998
9887 3041.24 3.75345
9888 3051.2 3.7569
9889 3061.04 3.76032
9890 3070.77 3.76371
9891 3080.39 3.76707
9892 3089.9 3.7704
9893 3099.31 3.7737
9894 3108.6 3.77698
9895 3117.79 3.78023
9896 3126.87 3.78345
9897 3135.85 3.78664
9898 3144.72 3.78981
9899 3153.49 3.79295
9900 3162.16 3.79606
9901 3170.73 3.79914
9902 3179.2 3.80219
9903 3187.56 3.80522
9904 3195.83 3.80822
9905 3204 3.81119
9906 3212.07 3.81414
9907 3220.05 3.81706
9908 3227.93 3.81995
9909 3235.72 3.82282
9910 3243.41 3.82565
9911 3251.01 3.82847
9912 3258.52 3.83125
9913 3265.94 3.83401
9914 3273.27 3.83674
9915 3280.5 3.83945
9916 3287.65 3.84213
9917 3294.71 3.84478
9918 3301.68 3.8474
9919 3308.57 3.85
9920 3315.36 3.85258
9921 3322.08 3.85513
9922 3328.71 3.85765
9923 3335.25 3.86015
9924 3341.71 3.86262
9925 3348.09 3.86506
9926 3354.39 3.86748
9927 3360.6 3.86987
9928 3366.73 3.87224
9929 3372.79 3.87458
9930 3378.76 3.8769
9931 3384.66 3.87919
9932 3390.47 3.88145
9933 3396.21 3.8837
9934 3401.88 3.88591
9935 3407.46 3.8881
9936 3412.97 3.89027
9937 3418.41 3.8924
9938 3423.77 3.89452
9939 3429.05 3.89661
9940 3434.27 3.89867
9941 3439.41 3.90071
9942 3444.47 3.90273
9943 3449.47 3.90472
9944 3454.39 3.90669
9945 3459.24 3.90863
9946 3464.02 3.91054
9947 3468.73 3.91244
9948 3473.38 3.9143
9949 3477.95 3.91615
9950 3482.45 3.91796
9951 3486.89 3.91976
9952 3491.26 3.92153
9953 3495.56 3.92327
9954 3499.79 3.92499
9955 3503.96 3.92669
9956 3508.06 3.92837
9957 3512.1 3.93001
9958 3516.07 3.93164
9959 3519.98 3.93324
9960 3523.82 3.93482
9961 3527.6 3.93637
9962 3531.31 3.9379
9963 3534.96 3.9394
9964 3538.55 3.94088
9965 3542.08 3.94234
9966 3545.54 3.94378
9967 3548.95 3.94519
9968 3552.29 3.94657
9969 3555.57 3.94793
9970 3558.79 3.94927
9971 3561.95 3.95059
9972 3565.05 3.95188
9973 3568.09 3.95315
9974 3571.07 3.95439
9975 3573.99 3.95562
9976 3576.85 3.95681
9977 3579.65 3.95799
9978 3582.4 3.95914
9979 3585.09 3.96027
9980 3587.72 3.96137
9981 3590.29 3.96245
9982 3592.8 3.96351
9983 3595.26 3.96455
9984 3597.66 3.96556
9985 3600.01 3.96655
9986 3602.3 3.96751
9987 3604.53 3.96846
9988 3606.71 3.96938
9989 3608.83 3.97027
9990 3610.9 3.97114
9991 3612.91 3.97199
9992 3614.87 3.97282
9993 3616.77 3.97363
9994 3618.62 3.97441
9995 3620.41 3.97517
9996 3622.15 3.9759
9997 3623.83 3.97661
9998 3625.46 3.9773
9999 3627.04 3.97797
10000 3628.57 3.97861
10001 3630.04 3.97923
10002 3631.46 3.97983
10003 3632.82 3.98041
10004 3634.13 3.98096
10005 3635.39 3.98149
10006 3636.6 3.982
10007 3637.75 3.98248
10008 3638.85 3.98294
10009 3639.9 3.98338
10010 3640.9 3.9838
10011 3641.84 3.98419
10012 3642.74 3.98456
10013 3643.58 3.98491
10014 3644.37 3.98523
10015 3645.11 3.98554
10016 3645.79 3.98582
10017 3646.43 3.98607
10018 3647.01 3.98631
10019 3647.54 3.98652
10020 3648.02 3.98671
10021 3648.45 3.98688
10022 3648.83 3.98702
10023 3649.15 3.98714
10024 3649.43 3.98724
10025 3649.65 3.98732
10026 3649.82 3.98737
10027 3649.94 3.9874
10028 3650.01 3.98741
10029 3650.03 3.98739
10030 3650 3.98736
10031 3649.91 3.9873
10032 3649.78 3.98722
10033 3649.59 3.98711
10034 3649.36 3.98698
10035 3649.07 3.98683
10036 3648.73 3.98666
10037 3648.34 3.98646
10038 3647.89 3.98625
10039 3647.4 3.98601
10040 3646.85 3.98574
10041 3646.26 3.98546
10042 3645.61 3.98515
10043 3644.91 3.98482
10044 3644.16 3.98446
10045 3643.35 3.98409
10046 3642.5 3.98369
10047 3641.59 3.98326
10048 3640.63 3.98282
10049 3639.62 3.98235
10050 3638.56 3.98186
10051 3637.44 3.98135
10052 3636.27 3.98081
10053 3635.05 3.98025
10054 3633.78 3.97967
10055 3632.45 3.97907
10056 3631.07 3.97844
10057 3629.64 3.97779
10058 3628.16 3.97712
10059 3626.62 3.97642
10060 3625.03 3.9757
10061 3623.38 3.97496
10062 3621.68 3.9742
10063 3619.93 3.97341
10064 3618.12 3.9726
10065 3616.25 3.97177
10066 3614.34 3.97091
10067 3612.37 3.97003
10068 3610.34 3.96913
10069 3608.26 3.9682
10070 3606.12 3.96725
10071 3603.93 3.96628
10072 3601.68 3.96529
10073 3599.38 3.96427
10074 3597.01 3.96323
10075 3594.6 3.96216
10076 3592.12 3.96107
10077 3589.59 3.95996
10078 3587 3.95883
10079 3584.36 3.95767
10080 3581.66 3.95649
10081 3578.89 3.95529
10082 3576.07 3.95406
10083 3573.2 3.95281
10084 3570.26 3.95153
10085 3567.26 3.95023
10086 3564.21 3.94891
10087 3561.09 3.94757
10088 3557.91 3.9462
10089 3554.68 3.9448
10090 3551.38 3.94339
10091 3548.02 3.94195
10092 3544.6 3.94048
10093 3541.12 3.93899
10094 3537.58 3.93748
10095 3533.97 3.93595
10096 3530.3 3.93439
10097 3526.57 3.9328
10098 3522.78 3.9312
10099 3518.92 3.92957
10100 3514.99 3.92791
10101 3511 3.92623
10102 3506.95 3.92453
10103 3502.83 3.9228
10104 3498.64 3.92105
10105 3494.39 3.91927
10106 3490.07 3.91747
10107 3485.69 3.91564
10108 3481.23 3.9138
10109 3476.71 3.91192
10110 3472.12 3.91002
10111 3467.46 3.9081
10112 3462.73 3.90615
10113 3457.92 3.90418
10114 3453.05 3.90218
10115 3448.11 3.90016
10116 3443.1 3.89811
10117 3438.01 3.89604
10118 3432.85 3.89394
10119 3427.62 3.89182
10120 3422.31 3.88968
10121 3416.93 3.88751
10122 3411.48 3.88531
10123 3405.95 3.88309
10124 3400.34 3.88084
10125 3394.66 3.87857
10126 3388.89 3.87627
10127 3383.06 3.87394
10128 3377.14 3.8716
10129 3371.14 3.86922
10130 3365.07 3.86682
10131 3358.91 3.8644
10132 3352.67 3.86194
10133 3346.36 3.85947
10134 3339.96 3.85696
10135 3333.47 3.85443
10136 3326.9 3.85188
10137 3320.25 3.8493
10138 3313.52 3.84669
10139 3306.69 3.84406
10140 3299.79 3.8414
10141 3292.79 3.83871
10142 3285.71 3.836
10143 3278.54 3.83326
10144 3271.28 3.83049
10145 3263.92 3.8277
10146 3256.48 3.82488
10147 3248.95 3.82204
10148 3241.32 3.81916
10149 3233.6 3.81626
10150 3225.79 3.81334
10151 3217.88 3.81039
10152 3209.88 3.8074
10153 3201.78 3.8044
10154 3193.58 3.80136
10155 3185.29 3.7983
10156 3176.89 3.79521
10157 3168.4 3.79209
10158 3159.81 3.78895
10159 3151.11 3.78577
10160 3142.31 3.78257
10161 3133.41 3.77935
10162 3124.4 3.77609
10163 3115.29 3.7728
10164 3106.08 3.76949
10165 3096.75 3.76615
10166 3087.32 3.76278
10167 3077.78 3.75939
10168 3068.13 3.75596
10169 3058.36 3.75251
10170 3048.49 3.74902
10171 3038.5 3.74551
10172 3028.4 3.74197
10173 3018.18 3.7384
10174 3007.85 3.7348
10175 2997.4 3.73118
10176 2986.84 3.72752
10177 2976.15 3.72383
10178 2965.34 3.72012
10179 2954.41 3.71637
10180 2943.36 3.7126
10181 2932.19 3.7088
10182 2920.89 3.70496
10183 2909.47 3.7011
10184 2897.92 3.6972
10185 2886.24 3.69328
10186 2874.43 3.68933
10187 2862.5 3.68534
10188 2850.43 3.68133
10189 2838.23 3.67729
10190 2825.89 3.67321
10191 2813.43 3.6691
10192 2800.82 3.66497
10193 2788.08 3.6608
10194 2775.2 3.6566
10195 2762.18 3.65237
10196 2749.02 3.64811
10197 2735.72 3.64382
10198 2722.28 3.6395
10199 2708.69 3.63514
10200 2694.96 3.63076
10201 2681.08 3.62634
10202 2667.05 3.62189
10203 2652.87 3.61741
10204 2638.55 3.61289
10205 2624.07 3.60835
10206 2609.44 3.60377
10207 2594.66 3.59916
10208 2579.72 3.59451
10209 2564.63 3.58984
10210 2549.38 3.58513
10211 2533.97 3.58039
10212 2518.4 3.57562
10213 2502.67 3.57081
10214 2486.78 3.56597
10215 2470.73 3.5611
10216 2454.51 3.55619
10217 2438.13 3.55125
10218 2421.58 3.54628
10219 2404.86 3.54127
10220 2387.98 3.53623
10221 2370.93 3.53115
10222 2353.7 3.52604
10223 2336.31 3.5209
10224 2318.74 3.51572
10225 2301 3.51051
10226 2283.09 3.50527
10227 2265 3.49999
10228 2246.73 3.49467
10229 2228.29 3.48932
10230 2209.67 3.48394
10231 2190.87 3.47852
10232 2171.9 3.47306
10233 2152.74 3.46757
10234 2133.4 3.46205
10235 2113.88 3.45649
10236 2094.19 3.45089
10237 2074.3 3.44526
10238 2054.24 3.43959
10239 2033.99 3.43389
10240 2013.56 3.42815
10241 1992.95 3.42238
10242 1972.16 3.41656
10243 1951.18 3.41072
10244 1930.01 3.40483
10245 1908.67 3.39891
10246 1887.14 3.39296
10247 1865.43 3.38697
10248 1843.53 3.38094
10249 1821.46 3.37487
10250 1799.2 3.36877
10251 1776.76 3.36263
10252 1754.14 3.35645
10253 1731.34 3.35024
10254 1708.37 3.34399
10255 1685.22 3.3377
10256 1661.89 3.33138
10257 1638.39 3.32502
10258 1614.72 3.31862
10259 1590.88 3.31218
10260 1566.87 3.30571
10261 1542.69 3.2992
10262 1518.35 3.29265
10263 1493.85 3.28606
10264 1469.19 3.27944
10265 1444.38 3.27278
10266 1419.42 3.26608
10267 1394.31 3.25935
10268 1369.05 3.25257
10269 1343.66 3.24576
10270 1318.13 3.23892
10271 1292.47 3.23203
10272 1266.68 3.22511
10273 1240.77 3.21815
10274 1214.75 3.21115
10275 1188.62 3.20411
10276 1162.39 3.19704
10277 1136.06 3.18993
10278 1109.65 3.18279
10279 1083.15 3.1756
10280 1056.58 3.16838
10281 1029.94 3.16113
10282 1003.25 3.15383
10283 976.514 3.1465
10284 949.74 3.13913
10285 922.94 3.13173
10286 896.126 3.12429
10287 869.307 3.11681
10288 842.497 3.1093
10289 815.709 3.10176
10290 788.955 3.09417
10291 762.249 3.08656
10292 735.607 3.07891
10293 709.043 3.07122
10294 682.573 3.0635
10295 656.215 3.05574
10296 629.986 3.04795
10297 603.905 3.04013
10298 577.99 3.03228
10299 552.262 3.02439
10300 526.742 3.01647
10301 501.451 3.00852
10302 476.413 3.00054
10303 451.65 2.99252
10304 427.189 2.98448
10305 403.054 2.97641
10306 379.273 2.9683
10307 355.873 2.96017
10308 332.883 2.95201
10309 310.333 2.94383
10310 288.255 2.93561
10311 266.681 2.92738
10312 245.643 2.91911
10313 225.178 2.91082
10314 205.321 2.90251
10315 186.108 2.89418
10316 167.58 2.88582
10317 149.774 2.87744
10318 132.731 2.86905
10319 116.495 2.86063
10320 101.108 2.8522
10321 86.6152 2.84375
10322 73.062 2.83528
10323 60.4956 2.8268
10324 48.9642 2.81831
10325 38.5173 2.8098
10326 29.2055 2.80129
10327 21.0804 2.79276
10328 14.1946 2.78423
10329 8.60191 2.7757
10330 4.35684 2.76716
10331 1.51482 2.75861
10332 0.132017 2.75007
10333 0.26522 2.74153
10334 1.97176 2.73299
10335 5.30937 2.72445
10336 10.336 2.71592
10337 17.1098 2.7074
10338 25.6888 2.69889
10339 36.1307 2.6904
10340 48.4927 2.68192
10341 62.8316 2.67346
10342 79.2031 2.66502
10343 97.6615 2.6566
10344 118.26 2.64821
10345 141.049 2.63985
10346 166.08 2.63152
10347 193.397 2.62322
10348 223.045 2.61496
10349 255.065 2.60674
10350 289.493 2.59856
10351 326.364 2.59043
10352 365.706 2.58235
10353 407.542 2.57433
10354 451.891 2.56636
10355 498.765 2.55845
10356 548.171 2.55061
10357 600.107 2.54283
10358 654.567 2.53513
10359 711.533 2.5275
10360 770.981 2.51995
10361 832.878 2.51249
10362 897.18 2.50511
10363 963.835 2.49783
10364 1032.78 2.49064
10365 1103.94 2.48356
10366 1177.23 2.47658
10367 1252.55 2.46971
10368 1329.8 2.46295
10369 1408.84 2.45632
10370 1489.56 2.44981
10371 1571.8 2.44343
10372 1655.39 2.43718
10373 1740.18 2.43107
10374 1825.98 2.4251
10375 1912.58 2.41928
10376 1999.79 2.41361
10377 2087.37 2.4081
10378 2175.11 2.40275
10379 2262.75 2.39756
10380 2350.04 2.39255
10381 2436.74 2.38771
10382 2522.56 2.38305
10383 2607.23 2.37858
10384 2690.49 2.37429
10385 2772.03 2.3702
10386 2851.58 2.3663
10387 2928.86 2.3626
10388 3003.57 2.35911
10389 3075.44 2.35582
10390 3144.19 2.35274
10391 3209.54 2.34988
10392 3271.25 2.34724
10393 3329.04 2.34481
10394 3382.69 2.34261
10395 3431.97 2.34064
10396 3476.66 2.33889
10397 3516.58 2.33737
10398 3551.54 2.33608
10399 3581.4 2.33502
10400 3606.02 2.3342
10401 3625.29 2.33361
10402 3639.13 2.33325
10403 3647.46 2.33313
10404 3650.26 2.33325
10405 3647.51 2.3336
10406 3639.22 2.33419
10407 3625.43 2.33501
10408 3606.21 2.33607
10409 3581.64 2.33735
10410 3551.82 2.33887
10411 3516.9 2.34062
10412 3477.02 2.34259
10413 3432.37 2.34479
10414 3383.13 2.34722
10415 3329.52 2.34986
10416 3271.76 2.35272
10417 3210.09 2.35579
10418 3144.76 2.35908
10419 3076.04 2.36257
10420 3004.2 2.36626
10421 2929.51 2.37016
10422 2852.26 2.37425
10423 2772.72 2.37854
10424 2691.19 2.38301
10425 2607.95 2.38767
10426 2523.29 2.39251
10427 2437.48 2.39752
10428 2350.79 2.4027
10429 2263.5 2.40805
10430 2175.86 2.41356
10431 2088.13 2.41923
10432 2000.54 2.42505
10433 1913.33 2.43101
10434 1826.72 2.43712
10435 1740.92 2.44337
10436 1656.12 2.44975
10437 1572.51 2.45626
10438 1490.26 2.4629
10439 1409.53 2.46965
10440 1330.47 2.47652
10441 1253.21 2.4835
10442 1177.87 2.49058
10443 1104.56 2.49777
10444 1033.38 2.50505
10445 964.417 2.51242
10446 897.742 2.51989
10447 833.419 2.52743
10448 771.502 2.53506
10449 712.033 2.54276
10450 655.045 2.55054
10451 600.564 2.55838
10452 548.606 2.56629
10453 499.178 2.57426
10454 452.282 2.58229
10455 407.912 2.59036
10456 366.054 2.59849
10457 326.691 2.60667
10458 289.799 2.61489
10459 255.35 2.62315
10460 223.309 2.63144
10461 193.641 2.63978
10462 166.304 2.64814
10463 141.255 2.65653
10464 118.446 2.66495
10465 97.8291 2.67339
10466 79.3525 2.68185
10467 62.9634 2.69033
10468 48.6073 2.69882
10469 36.2285 2.70733
10470 25.7704 2.71585
10471 17.1757 2.72438
10472 10.3866 2.73291
10473 5.34524 2.74145
10474 1.99339 2.74999
10475 0.273091 2.75854
10476 0.126628 2.76708
10477 1.49667 2.77562
10478 4.3264 2.78416
10479 8.55966 2.79269
10480 14.141 2.80121
10481 21.0159 2.80973
10482 29.1306 2.81823
10483 38.4325 2.82673
10484 48.8698 2.83521
10485 60.3921 2.84367
10486 72.9499 2.85212
10487 86.4948 2.86056
10488 100.98 2.86897
10489 116.359 2.87737
10490 132.589 2.88575
10491 149.624 2.8941
10492 167.424 2.90244
10493 185.946 2.91075
10494 205.153 2.91904
10495 225.005 2.9273
10496 245.465 2.93554
10497 266.498 2.94376
10498 288.068 2.95194
10499 310.142 2.9601
10500 332.687 2.96823
10501 355.674 2.97634
10502 379.07 2.98441
10503 402.849 2.99245
10504 426.98 3.00047
10505 451.439 3.00845
10506 476.199 3.0164
10507 501.235 3.02432
10508 526.524 3.03221
10509 552.042 3.04006
10510 577.769 3.04789
10511 603.682 3.05568
10512 629.762 3.06343
10513 655.99 3.07115
10514 682.347 3.07884
10515 708.815 3.08649
10516 735.378 3.09411
10517 762.02 3.10169
10518 788.725 3.10924
10519 815.479 3.11675
10520 842.267 3.12423
10521 869.077 3.13167
10522 895.895 3.13907
10523 922.71 3.14644
10524 949.51 3.15377
10525 976.284 3.16106
10526 1003.02 3.16832
10527 1029.71 3.17554
10528 1056.35 3.18272
10529 1082.92 3.18987
10530 1109.42 3.19698
10531 1135.84 3.20405
10532 1162.17 3.21109
10533 1188.4 3.21809
10534 1214.53 3.22505
10535 1240.55 3.23197
10536 1266.46 3.23886
10537 1292.25 3.2457
10538 1317.91 3.25252
10539 1343.44 3.25929
10540 1368.84 3.26602
10541 1394.09 3.27272
10542 1419.2 3.27938
10543 1444.17 3.28601
10544 1468.98 3.29259
10545 1493.64 3.29914
10546 1518.14 3.30565
10547 1542.48 3.31213
10548 1566.66 3.31856
10549 1590.67 3.32496
10550 1614.51 3.33132
10551 1638.19 3.33765
10552 1661.69 3.34394
10553 1685.02 3.35019
10554 1708.17 3.3564
10555 1731.15 3.36258
10556 1753.95 3.36872
10557 1776.57 3.37482
10558 1799.01 3.38088
10559 1821.26 3.38691
10560 1843.34 3.39291
10561 1865.24 3.39886
10562 1886.95 3.40478
10563 1908.48 3.41067
10564 1929.83 3.41651
10565 1951 3.42233
10566 1971.98 3.4281
10567 1992.77 3.43384
10568 2013.39 3.43954
10569 2033.82 3.44521
10570 2054.07 3.45084
10571 2074.13 3.45644
10572 2094.02 3.462
10573 2113.72 3.46753
10574 2133.24 3.47302
10575 2152.57 3.47847
10576 2171.73 3.48389
10577 2190.71 3.48928
10578 2209.51 3.49463
10579 2228.13 3.49994
10580 2246.58 3.50522
10581 2264.84 3.51047
10582 2282.93 3.51568
10583 2300.85 3.52086
10584 2318.59 3.526
10585 2336.16 3.53111
10586 2353.56 3.53618
10587 2370.78 3.54123
10588 2387.83 3.54623
10589 2404.72 3.55121
10590 2421.44 3.55615
10591 2437.99 3.56105
10592 2454.37 3.56593
10593 2470.59 3.57077
10594 2486.64 3.57558
10595 2502.53 3.58035
10596 2518.26 3.58509
10597 2533.83 3.5898
10598 2549.24 3.59447
10599 2564.5 3.59912
10600 2579.59 3.60373
10601 2594.53 3.60831
10602 2609.31 3.61285
10603 2623.95 3.61737
10604 2638.42 3.62185
10605 2652.75 3.6263
10606 2666.93 3.63072
10607 2680.96 3.6351
10608 2694.84 3.63946
10609 2708.57 3.64378
10610 2722.16 3.64807
10611 2735.61 3.65234
10612 2748.91 3.65657
10613 2762.07 3.66076
10614 2775.09 3.66493
10615 2787.97 3.66907
10616 2800.71 3.67317
10617 2813.32 3.67725
10618 2825.79 3.6813
10619 2838.12 3.68531
10620 2850.32 3.68929
10621 2862.39 3.69325
10622 2874.33 3.69717
10623 2886.14 3.70107
10624 2897.82 3.70493
10625 2909.37 3.70876
10626 2920.8 3.71257
10627 2932.09 3.71634
10628 2943.27 3.72009
10629 2954.32 3.7238
10630 2965.25 3.72749
10631 2976.06 3.73114
10632 2986.74 3.73477
10633 2997.31 3.73837
10634 3007.76 3.74194
10635 3018.1 3.74548
10636 3028.31 3.74899
10637 3038.42 3.75248
10638 3048.4 3.75593
10639 3058.28 3.75936
10640 3068.04 3.76275
10641 3077.69 3.76612
10642 3087.24 3.76946
10643 3096.67 3.77278
10644 3106 3.77606
10645 3115.21 3.77932
10646 3124.33 3.78255
10647 3133.33 3.78575
10648 3142.24 3.78892
10649 3151.04 3.79207
10650 3159.73 3.79518
10651 3168.33 3.79827
10652 3176.82 3.80134
10653 3185.22 3.80437
10654 3193.51 3.80738
10655 3201.71 3.81036
10656 3209.81 3.81331
10657 3217.82 3.81624
10658 3225.72 3.81914
10659 3233.54 3.82201
10660 3241.26 3.82486
10661 3248.88 3.82768
10662 3256.42 3.83047
10663 3263.86 3.83324
10664 3271.21 3.83597
10665 3278.47 3.83869
10666 3285.65 3.84137
10667 3292.73 3.84403
10668 3299.73 3.84667
10669 3306.64 3.84928
10670 3313.46 3.85186
10671 3320.2 3.85441
10672 3326.85 3.85694
10673 3333.42 3.85944
10674 3339.9 3.86192
10675 3346.3 3.86437
10676 3352.62 3.8668
10677 3358.86 3.8692
10678 3365.02 3.87158
10679 3371.09 3.87392
10680 3377.09 3.87625
10681 3383.01 3.87855
10682 3388.85 3.88082
10683 3394.61 3.88307
10684 3400.29 3.88529
10685 3405.9 3.88749
10686 3411.43 3.88966
10687 3416.89 3.89181
10688 3422.27 3.89393
10689 3427.57 3.89602
10690 3432.81 3.8981
10691 3437.97 3.90014
10692 3443.05 3.90216
10693 3448.07 3.90416
10694 3453.01 3.90613
10695 3457.88 3.90808
10696 3462.68 3.91001
10697 3467.42 3.91191
10698 3472.08 3.91378
10699 3476.67 3.91563
10700 3481.19 3.91745
10701 3485.65 3.91926
10702 3490.03 3.92103
10703 3494.35 3.92278
10704 3498.61 3.92451
10705 3502.79 3.92622
10706 3506.91 3.9279
10707 3510.97 3.92955
10708 3514.96 3.93118
10709 3518.88 3.93279
10710 3522.74 3.93437
10711 3526.54 3.93593
10712 3530.27 3.93747
10713 3533.94 3.93898
10714 3537.55 3.94047
10715 3541.09 3.94193
10716 3544.57 3.94337
10717 3547.99 3.94479
10718 3551.35 3.94618
10719 3554.65 3.94755
10720 3557.89 3.9489
10721 3561.06 3.95022
10722 3564.18 3.95152
10723 3567.24 3.9528
10724 3570.23 3.95405
10725 3573.17 3.95527
10726 3576.05 3.95648
10727 3578.87 3.95766
10728 3581.63 3.95882
10729 3584.34 3.95995
10730 3586.98 3.96106
10731 3589.57 3.96215
10732 3592.1 3.96322
10733 3594.58 3.96426
10734 3596.99 3.96528
10735 3599.36 3.96627
10736 3601.66 3.96724
10737 3603.91 3.96819
10738 3606.1 3.96912
10739 3608.24 3.97002
10740 3610.32 3.9709
10741 3612.35 3.97176
10742 3614.32 3.97259
10743 3616.24 3.9734
10744 3618.1 3.97419
10745 3619.91 3.97495
10746 3621.66 3.9757
10747 3623.36 3.97642
10748 3625.01 3.97711
10749 3626.6 3.97778
10750 3628.14 3.97843
10751 3629.63 3.97906
10752 3631.06 3.97967
10753 3632.44 3.98025
10754 3633.77 3.98081
10755 3635.04 3.98134
10756 3636.26 3.98186
10757 3637.43 3.98235
10758 3638.55 3.98281
10759 3639.61 3.98326
10760 3640.62 3.98368
10761 3641.58 3.98408
10762 3642.49 3.98446
10763 3643.35 3.98481
10764 3644.15 3.98514
10765 3644.9 3.98545
10766 3645.6 3.98574
10767 3646.25 3.986
10768 3646.85 3.98624
10769 3647.4 3.98646
10770 3647.89 3.98666
10771 3648.33 3.98683
10772 3648.72 3.98698
10773 3649.06 3.98711
10774 3649.35 3.98721
10775 3649.59 3.9873
10776 3649.78 3.98736
10777 3649.91 3.98739
10778 3650 3.98741
10779 3650.03 3.9874
10780 3650.01 3.98737
10781 3649.94 3.98732
10782 3649.82 3.98724
10783 3649.65 3.98714
10784 3649.43 3.98702
10785 3649.15 3.98688
10786 3648.83 3.98671
10787 3648.45 3.98652
10788 3648.02 3.98631
10789 3647.54 3.98608
10790 3647.01 3.98582
10791 3646.43 3.98554
10792 3645.8 3.98524
10793 3645.11 3.98491
10794 3644.37 3.98456
10795 3643.59 3.98419
10796 3642.75 3.9838
10797 3641.85 3.98338
10798 3640.91 3.98295
10799 3639.91 3.98248
