n	v_eff	rho
4684 3412.81 3.8902
4685 3418.25 3.89234
4686 3423.61 3.89446
4687 3428.9 3.89655
4688 3434.12 3.89861
4689 3439.26 3.90066
4690 3444.33 3.90267
4691 3449.32 3.90466
4692 3454.25 3.90663
4693 3459.1 3.90857
4694 3463.88 3.91049
4695 3468.6 3.91238
4696 3473.24 3.91425
4697 3477.82 3.91609
4698 3482.32 3.91791
4699 3486.76 3.91971
4700 3491.13 3.92148
4701 3495.43 3.92322
4702 3499.67 3.92494
4703 3503.84 3.92664
4704 3507.94 3.92832
4705 3511.98 3.92997
4706 3515.95 3.93159
4707 3519.86 3.93319
4708 3523.71 3.93477
4709 3527.49 3.93632
4710 3531.2 3.93785
4711 3534.86 3.93936
4712 3538.45 3.94084
4713 3541.98 3.9423
4714 3545.44 3.94373
4715 3548.85 3.94514
4716 3552.19 3.94653
4717 3555.47 3.9479
4718 3558.69 3.94924
4719 3561.86 3.95055
4720 3564.96 3.95184
4721 3568 3.95311
4722 3570.98 3.95436
4723 3573.9 3.95558
4724 3576.77 3.95678
4725 3579.57 3.95796
4726 3582.32 3.95911
4727 3585.01 3.96024
4728 3587.64 3.96134
4729 3590.21 3.96242
4730 3592.73 3.96348
4731 3595.19 3.96452
4732 3597.59 3.96553
4733 3599.94 3.96652
4734 3602.23 3.96749
4735 3604.47 3.96843
4736 3606.65 3.96935
4737 3608.77 3.97025
4738 3610.84 3.97112
4739 3612.85 3.97197
4740 3614.81 3.9728
4741 3616.71 3.9736
4742 3618.56 3.97438
4743 3620.36 3.97514
4744 3622.1 3.97588
4745 3623.79 3.97659
4746 3625.42 3.97728
4747 3627 3.97795
4748 3628.52 3.97859
4749 3630 3.97922
4750 3631.41 3.97982
4751 3632.78 3.98039
4752 3634.09 3.98094
4753 3635.36 3.98147
4754 3636.56 3.98198
4755 3637.72 3.98247
4756 3638.82 3.98293
4757 3639.87 3.98337
4758 3640.87 3.98379
4759 3641.82 3.98418
4760 3642.71 3.98455
4761 3643.55 3.9849
4762 3644.35 3.98522
4763 3645.08 3.98553
4764 3645.77 3.98581
4765 3646.41 3.98607
4766 3646.99 3.9863
4767 3647.53 3.98651
4768 3648.01 3.9867
4769 3648.44 3.98687
4770 3648.82 3.98702
4771 3649.14 3.98714
4772 3649.42 3.98724
4773 3649.64 3.98731
4774 3649.82 3.98737
4775 3649.94 3.9874
4776 3650.01 3.98741
4777 3650.03 3.98739
4778 3650 3.98736
4779 3649.92 3.9873
4780 3649.78 3.98722
4781 3649.6 3.98711
4782 3649.36 3.98699
4783 3649.08 3.98684
4784 3648.74 3.98667
4785 3648.35 3.98647
4786 3647.91 3.98625
4787 3647.42 3.98601
4788 3646.87 3.98575
4789 3646.28 3.98546
4790 3645.63 3.98516
4791 3644.93 3.98483
4792 3644.18 3.98447
4793 3643.38 3.9841
4794 3642.52 3.9837
4795 3641.62 3.98328
4796 3640.66 3.98283
4797 3639.65 3.98236
4798 3638.59 3.98188
4799 3637.48 3.98136
4800 3636.31 3.98083
4801 3635.09 3.98027
4802 3633.82 3.97969
4803 3632.49 3.97908
4804 3631.12 3.97846
4805 3629.68 3.97781
4806 3628.2 3.97714
4807 3626.66 3.97644
4808 3625.07 3.97572
4809 3623.43 3.97498
4810 3621.73 3.97422
4811 3619.98 3.97343
4812 3618.17 3.97262
4813 3616.31 3.97179
4814 3614.39 3.97093
4815 3612.42 3.97006
4816 3610.4 3.96915
4817 3608.32 3.96823
4818 3606.18 3.96728
4819 3603.99 3.96631
4820 3601.75 3.96532
4821 3599.44 3.9643
4822 3597.08 3.96326
4823 3594.67 3.96219
4824 3592.2 3.96111
4825 3589.67 3.96
4826 3587.08 3.95886
4827 3584.44 3.9577
4828 3581.74 3.95652
4829 3578.98 3.95532
4830 3576.16 3.95409
4831 3573.28 3.95284
4832 3570.35 3.95157
4833 3567.35 3.95027
4834 3564.3 3.94895
4835 3561.18 3.9476
4836 3558.01 3.94624
4837 3554.77 3.94484
4838 3551.48 3.94343
4839 3548.12 3.94199
4840 3544.7 3.94053
4841 3541.23 3.93904
4842 3537.68 3.93753
4843 3534.08 3.93599
4844 3530.41 3.93443
4845 3526.68 3.93285
4846 3522.89 3.93124
4847 3519.03 3.92961
4848 3515.11 3.92796
4849 3511.12 3.92628
4850 3507.07 3.92458
4851 3502.95 3.92285
4852 3498.77 3.9211
4853 3494.52 3.91932
4854 3490.2 3.91752
4855 3485.81 3.9157
4856 3481.36 3.91385
4857 3476.84 3.91198
4858 3472.25 3.91008
4859 3467.59 3.90816
4860 3462.86 3.90621
4861 3458.07 3.90424
4862 3453.2 3.90224
4863 3448.26 3.90022
4864 3443.24 3.89817
4865 3438.16 3.8961
4866 3433 3.89401
4867 3427.77 3.89189
4868 3422.47 3.88974
4869 3417.09 3.88757
4870 3411.64 3.88537
4871 3406.11 3.88315
4872 3400.5 3.8809
4873 3394.82 3.87863
4874 3389.06 3.87634
4875 3383.23 3.87401
4876 3377.31 3.87166
4877 3371.32 3.86929
4878 3365.25 3.86689
4879 3359.09 3.86447
4880 3352.86 3.86202
4881 3346.54 3.85954
4882 3340.14 3.85704
4883 3333.66 3.85451
4884 3327.1 3.85195
4885 3320.45 3.84937
4886 3313.72 3.84677
4887 3306.9 3.84413
4888 3299.99 3.84147
4889 3293 3.83879
4890 3285.92 3.83608
4891 3278.75 3.83334
4892 3271.49 3.83057
4893 3264.14 3.82778
4894 3256.7 3.82497
4895 3249.17 3.82212
4896 3241.55 3.81925
4897 3233.83 3.81635
4898 3226.02 3.81342
4899 3218.12 3.81047
4900 3210.12 3.80749
4901 3202.02 3.80449
4902 3193.82 3.80145
4903 3185.53 3.79839
4904 3177.14 3.7953
4905 3168.65 3.79218
4906 3160.06 3.78904
4907 3151.37 3.78587
4908 3142.57 3.78267
4909 3133.67 3.77944
4910 3124.67 3.77618
4911 3115.56 3.7729
4912 3106.35 3.76959
4913 3097.03 3.76625
4914 3087.6 3.76288
4915 3078.06 3.75949
4916 3068.41 3.75606
4917 3058.65 3.75261
4918 3048.78 3.74913
4919 3038.8 3.74561
4920 3028.7 3.74207
4921 3018.48 3.73851
4922 3008.16 3.73491
4923 2997.71 3.73128
4924 2987.15 3.72763
4925 2976.46 3.72394
4926 2965.66 3.72023
4927 2954.74 3.71648
4928 2943.69 3.71271
4929 2932.52 3.70891
4930 2921.23 3.70507
4931 2909.81 3.70121
4932 2898.26 3.69732
4933 2886.58 3.6934
4934 2874.78 3.68944
4935 2862.85 3.68546
4936 2850.78 3.68145
4937 2838.59 3.6774
4938 2826.26 3.67333
4939 2813.79 3.66922
4940 2801.19 3.66509
4941 2788.45 3.66092
4942 2775.58 3.65672
4943 2762.56 3.6525
4944 2749.41 3.64824
4945 2736.11 3.64395
4946 2722.67 3.63962
4947 2709.09 3.63527
4948 2695.36 3.63088
4949 2681.48 3.62647
4950 2667.46 3.62202
4951 2653.29 3.61754
4952 2638.97 3.61302
4953 2624.5 3.60848
4954 2609.87 3.6039
4955 2595.09 3.59929
4956 2580.16 3.59465
4957 2565.07 3.58998
4958 2549.82 3.58527
4959 2534.42 3.58053
4960 2518.86 3.57576
4961 2503.13 3.57095
4962 2487.25 3.56611
4963 2471.2 3.56124
4964 2454.99 3.55633
4965 2438.61 3.55139
4966 2422.07 3.54642
4967 2405.36 3.54142
4968 2388.48 3.53638
4969 2371.43 3.5313
4970 2354.21 3.52619
4971 2336.82 3.52105
4972 2319.26 3.51588
4973 2301.52 3.51067
4974 2283.61 3.50542
4975 2265.53 3.50014
4976 2247.27 3.49483
4977 2228.83 3.48948
4978 2210.22 3.4841
4979 2191.43 3.47868
4980 2172.45 3.47322
4981 2153.3 3.46773
4982 2133.97 3.46221
4983 2114.46 3.45665
4984 2094.76 3.45106
4985 2074.89 3.44542
4986 2054.83 3.43976
4987 2034.59 3.43406
4988 2014.16 3.42832
4989 1993.56 3.42254
4990 1972.77 3.41674
4991 1951.79 3.41089
4992 1930.63 3.40501
4993 1909.29 3.39909
4994 1887.77 3.39313
4995 1866.06 3.38714
4996 1844.17 3.38111
4997 1822.1 3.37505
4998 1799.85 3.36895
4999 1777.42 3.36281
5000 1754.8 3.35663
5001 1732.01 3.35042
5002 1709.04 3.34417
5003 1685.9 3.33789
5004 1662.57 3.33156
5005 1639.08 3.3252
5006 1615.41 3.31881
5007 1591.58 3.31237
5008 1567.57 3.3059
5009 1543.4 3.29939
5010 1519.06 3.29284
5011 1494.57 3.28626
5012 1469.92 3.27964
5013 1445.11 3.27298
5014 1420.15 3.26628
5015 1395.04 3.25954
5016 1369.79 3.25277
5017 1344.4 3.24596
5018 1318.88 3.23912
5019 1293.22 3.23223
5020 1267.44 3.22531
5021 1241.53 3.21835
5022 1215.52 3.21135
5023 1189.39 3.20432
5024 1163.16 3.19725
5025 1136.83 3.19014
5026 1110.42 3.183
5027 1083.92 3.17581
5028 1057.36 3.16859
5029 1030.72 3.16134
5030 1004.03 3.15404
5031 977.296 3.14672
5032 950.523 3.13935
5033 923.724 3.13195
5034 896.91 3.12451
5035 870.091 3.11703
5036 843.281 3.10952
5037 816.492 3.10198
5038 789.736 3.0944
5039 763.029 3.08678
5040 736.385 3.07913
5041 709.818 3.07144
5042 683.346 3.06372
5043 656.984 3.05597
5044 630.752 3.04818
5045 604.665 3.04036
5046 578.746 3.03251
5047 553.012 3.02462
5048 527.485 3.0167
5049 502.187 3.00875
5050 477.141 3.00077
5051 452.37 2.99276
5052 427.9 2.98472
5053 403.755 2.97664
5054 379.963 2.96854
5055 356.551 2.96041
5056 333.549 2.95225
5057 310.986 2.94407
5058 288.894 2.93585
5059 267.304 2.92762
5060 246.251 2.91935
5061 225.768 2.91107
5062 205.893 2.90275
5063 186.661 2.89442
5064 168.111 2.88606
5065 150.284 2.87769
5066 133.219 2.86929
5067 116.958 2.86088
5068 101.546 2.85244
5069 87.026 2.84399
5070 73.4446 2.83553
5071 60.8486 2.82705
5072 49.2863 2.81856
5073 38.807 2.81005
5074 29.4612 2.80154
5075 21.3006 2.79301
5076 14.3779 2.78448
5077 8.7466 2.77595
5078 4.46134 2.76741
5079 1.5775 2.75886
5080 0.151215 2.75032
5081 0.239272 2.74177
5082 1.89898 2.73323
5083 5.18807 2.7247
5084 10.1645 2.71617
5085 16.8864 2.70765
5086 25.4117 2.69914
5087 35.7983 2.69065
5088 48.1034 2.68217
5089 62.3837 2.67371
5090 78.6949 2.66527
5091 97.0915 2.65685
5092 117.627 2.64846
5093 140.351 2.64009
5094 165.315 2.63176
5095 192.565 2.62346
5096 222.144 2.6152
5097 254.094 2.60698
5098 288.452 2.5988
5099 325.251 2.59067
5100 364.52 2.58259
5101 406.283 2.57456
5102 450.558 2.56659
5103 497.358 2.55868
5104 546.69 2.55084
5105 598.553 2.54306
5106 652.939 2.53535
5107 709.832 2.52772
5108 769.207 2.52017
5109 831.033 2.5127
5110 895.266 2.50533
5111 961.853 2.49804
5112 1030.73 2.49085
5113 1101.83 2.48376
5114 1175.06 2.47678
5115 1250.32 2.46991
5116 1327.51 2.46315
5117 1406.51 2.45651
5118 1487.18 2.45
5119 1569.37 2.44361
5120 1652.93 2.43736
5121 1737.69 2.43124
5122 1823.46 2.42527
5123 1910.04 2.41945
5124 1997.23 2.41377
5125 2084.81 2.40826
5126 2172.54 2.4029
5127 2260.19 2.39771
5128 2347.5 2.39269
5129 2434.21 2.38785
5130 2520.06 2.38319
5131 2604.78 2.3787
5132 2688.07 2.37441
5133 2769.67 2.37031
5134 2849.29 2.36641
5135 2926.63 2.3627
5136 3001.42 2.35921
5137 3073.38 2.35591
5138 3142.22 2.35283
5139 3207.68 2.34996
5140 3269.5 2.34731
5141 3327.41 2.34488
5142 3381.18 2.34267
5143 3430.59 2.34069
5144 3475.42 2.33893
5145 3515.48 2.33741
5146 3550.59 2.33611
5147 3580.6 2.33505
5148 3605.38 2.33422
5149 3624.81 2.33362
5150 3638.8 2.33326
5151 3647.3 2.33313
5152 3650.26 2.33324
5153 3647.67 2.33359
5154 3639.54 2.33417
5155 3625.91 2.33498
5156 3606.85 2.33603
5157 3582.43 2.33731
5158 3552.77 2.33882
5159 3517.99 2.34057
5160 3478.26 2.34253
5161 3433.74 2.34473
5162 3384.64 2.34714
5163 3331.15 2.34978
5164 3273.5 2.35263
5165 3211.95 2.3557
5166 3146.72 2.35898
5167 3078.1 2.36246
5168 3006.34 2.36615
5169 2931.73 2.37004
5170 2854.55 2.37413
5171 2775.08 2.37841
5172 2693.6 2.38288
5173 2610.41 2.38753
5174 2525.78 2.39236
5175 2440 2.39737
5176 2353.34 2.40255
5177 2266.06 2.40789
5178 2178.43 2.4134
5179 2090.69 2.41906
5180 2003.1 2.42487
5181 1915.87 2.43084
5182 1829.24 2.43694
5183 1743.41 2.44319
5184 1658.58 2.44956
5185 1574.93 2.45607
5186 1492.64 2.4627
5187 1411.87 2.46945
5188 1332.76 2.47632
5189 1255.44 2.48329
5190 1180.04 2.49037
5191 1106.67 2.49756
5192 1035.43 2.50484
5193 966.402 2.51221
5194 899.659 2.51967
5195 835.267 2.52721
5196 773.278 2.53484
5197 713.737 2.54254
5198 656.676 2.55031
5199 602.122 2.55815
5200 550.089 2.56606
5201 500.588 2.57403
5202 453.618 2.58205
5203 409.174 2.59013
5204 367.243 2.59825
5205 327.807 2.60643
5206 290.844 2.61465
5207 256.323 2.62291
5208 224.213 2.6312
5209 194.475 2.63953
5210 167.071 2.64789
5211 141.955 2.65628
5212 119.082 2.6647
5213 98.4014 2.67314
5214 79.863 2.6816
5215 63.4136 2.69008
5216 48.9988 2.69857
5217 36.563 2.70708
5218 26.0495 2.7156
5219 17.4011 2.72413
5220 10.5601 2.73266
5221 5.46841 2.7412
5222 2.06797 2.74975
5223 0.30078 2.75829
5224 0.109108 2.76683
5225 1.43561 2.77537
5226 4.22345 2.78391
5227 8.41646 2.79244
5228 13.9592 2.80097
5229 20.797 2.80948
5230 28.8762 2.81799
5231 38.1441 2.82648
5232 48.549 2.83496
5233 60.0402 2.84343
5234 72.5684 2.85188
5235 86.0852 2.86031
5236 100.543 2.86873
5237 115.897 2.87713
5238 132.102 2.8855
5239 149.115 2.89386
5240 166.893 2.9022
5241 185.395 2.91051
5242 204.582 2.9188
5243 224.416 2.92706
5244 244.859 2.9353
5245 265.875 2.94352
5246 287.43 2.9517
5247 309.489 2.95986
5248 332.022 2.968
5249 354.995 2.9761
5250 378.381 2.98417
5251 402.148 2.99222
5252 426.27 3.00023
5253 450.719 3.00822
5254 475.471 3.01617
5255 500.499 3.02409
5256 525.781 3.03198
5257 551.293 3.03984
5258 577.013 3.04766
5259 602.922 3.05545
5260 628.997 3.0632
5261 655.221 3.07093
5262 681.574 3.07862
5263 708.04 3.08627
5264 734.6 3.09389
5265 761.24 3.10147
5266 787.943 3.10902
5267 814.696 3.11653
5268 841.484 3.12401
5269 868.293 3.13145
5270 895.111 3.13885
5271 921.926 3.14622
5272 948.727 3.15355
5273 975.502 3.16085
5274 1002.24 3.16811
5275 1028.93 3.17533
5276 1055.57 3.18252
5277 1082.14 3.18966
5278 1108.64 3.19677
5279 1135.06 3.20385
5280 1161.4 3.21088
5281 1187.63 3.21788
5282 1213.77 3.22484
5283 1239.79 3.23177
5284 1265.7 3.23866
5285 1291.49 3.24551
5286 1317.16 3.25232
5287 1342.7 3.25909
5288 1368.1 3.26583
5289 1393.36 3.27253
5290 1418.47 3.27919
5291 1443.44 3.28581
5292 1468.26 3.2924
5293 1492.92 3.29895
5294 1517.43 3.30546
5295 1541.77 3.31194
5296 1565.95 3.31838
5297 1589.97 3.32478
5298 1613.82 3.33114
5299 1637.5 3.33746
5300 1661 3.34375
5301 1684.34 3.35
5302 1707.5 3.35622
5303 1730.48 3.3624
5304 1753.28 3.36854
5305 1775.91 3.37464
5306 1798.35 3.38071
5307 1820.62 3.38674
5308 1842.7 3.39273
5309 1864.6 3.39869
5310 1886.32 3.40461
5311 1907.86 3.4105
5312 1929.21 3.41634
5313 1950.38 3.42216
5314 1971.37 3.42793
5315 1992.17 3.43367
5316 2012.79 3.43938
5317 2033.22 3.44505
5318 2053.48 3.45068
5319 2073.55 3.45628
5320 2093.44 3.46184
5321 2113.14 3.46736
5322 2132.67 3.47286
5323 2152.01 3.47831
5324 2171.18 3.48373
5325 2190.16 3.48912
5326 2208.96 3.49447
5327 2227.59 3.49979
5328 2246.04 3.50507
5329 2264.31 3.51032
5330 2282.41 3.51553
5331 2300.33 3.52071
5332 2318.07 3.52585
5333 2335.65 3.53096
5334 2353.05 3.53604
5335 2370.28 3.54108
5336 2387.34 3.54609
5337 2404.23 3.55106
5338 2420.95 3.556
5339 2437.5 3.56091
5340 2453.89 3.56579
5341 2470.12 3.57063
5342 2486.18 3.57543
5343 2502.07 3.58021
5344 2517.81 3.58495
5345 2533.38 3.58966
5346 2548.8 3.59434
5347 2564.05 3.59898
5348 2579.15 3.60359
5349 2594.1 3.60817
5350 2608.88 3.61272
5351 2623.52 3.61724
5352 2638 3.62172
5353 2652.33 3.62617
5354 2666.52 3.63059
5355 2680.55 3.63498
5356 2694.43 3.63933
5357 2708.17 3.64366
5358 2721.77 3.64795
5359 2735.21 3.65221
5360 2748.52 3.65644
5361 2761.69 3.66064
5362 2774.71 3.66481
5363 2787.59 3.66895
5364 2800.34 3.67306
5365 2812.95 3.67713
5366 2825.42 3.68118
5367 2837.76 3.68519
5368 2849.97 3.68918
5369 2862.04 3.69313
5370 2873.98 3.69706
5371 2885.8 3.70095
5372 2897.48 3.70482
5373 2909.03 3.70865
5374 2920.46 3.71246
5375 2931.77 3.71623
5376 2942.94 3.71998
5377 2954 3.72369
5378 2964.93 3.72738
5379 2975.74 3.73104
5380 2986.43 3.73467
5381 2997 3.73827
5382 3007.46 3.74184
5383 3017.8 3.74538
5384 3028.02 3.74889
5385 3038.12 3.75237
5386 3048.11 3.75583
5387 3057.99 3.75926
5388 3067.76 3.76265
5389 3077.41 3.76602
5390 3086.96 3.76937
5391 3096.4 3.77268
5392 3105.72 3.77597
5393 3114.95 3.77922
5394 3124.06 3.78245
5395 3133.07 3.78565
5396 3141.98 3.78883
5397 3150.78 3.79197
5398 3159.48 3.79509
5399 3168.08 3.79818
5400 3176.58 3.80125
5401 3184.97 3.80428
5402 3193.27 3.80729
5403 3201.47 3.81027
5404 3209.58 3.81323
5405 3217.58 3.81615
5406 3225.49 3.81906
5407 3233.31 3.82193
5408 3241.03 3.82478
5409 3248.66 3.8276
5410 3256.2 3.83039
5411 3263.64 3.83315
5412 3271 3.83589
5413 3278.26 3.83861
5414 3285.44 3.8413
5415 3292.52 3.84396
5416 3299.52 3.84659
5417 3306.44 3.8492
5418 3313.26 3.85178
5419 3320 3.85434
5420 3326.65 3.85687
5421 3333.23 3.85937
5422 3339.71 3.86185
5423 3346.12 3.8643
5424 3352.44 3.86673
5425 3358.68 3.86913
5426 3364.84 3.87151
5427 3370.91 3.87386
5428 3376.91 3.87618
5429 3382.83 3.87848
5430 3388.68 3.88075
5431 3394.44 3.883
5432 3400.13 3.88522
5433 3405.74 3.88742
5434 3411.27 3.8896
5435 3416.73 3.89174
5436 3422.11 3.89387
5437 3427.42 3.89596
5438 3432.65 3.89804
5439 3437.82 3.90008
5440 3442.91 3.90211
5441 3447.92 3.9041
5442 3452.87 3.90608
5443 3457.74 3.90803
5444 3462.54 3.90995
5445 3467.28 3.91185
5446 3471.94 3.91372
5447 3476.54 3.91558
5448 3481.06 3.9174
5449 3485.52 3.9192
5450 3489.91 3.92098
5451 3494.23 3.92273
5452 3498.48 3.92446
5453 3502.67 3.92617
5454 3506.79 3.92785
5455 3510.85 3.9295
5456 3514.84 3.93114
5457 3518.77 3.93274
5458 3522.63 3.93433
5459 3526.43 3.93589
5460 3530.16 3.93743
5461 3533.84 3.93894
5462 3537.44 3.94043
5463 3540.99 3.94189
5464 3544.47 3.94333
5465 3547.9 3.94475
5466 3551.26 3.94614
5467 3554.55 3.94751
5468 3557.79 3.94886
5469 3560.97 3.95018
5470 3564.09 3.95148
5471 3567.15 3.95276
5472 3570.15 3.95401
5473 3573.09 3.95524
5474 3575.97 3.95644
5475 3578.79 3.95763
5476 3581.55 3.95879
5477 3584.26 3.95992
5478 3586.91 3.96103
5479 3589.5 3.96212
5480 3592.03 3.96319
5481 3594.5 3.96423
5482 3596.92 3.96525
5483 3599.29 3.96624
5484 3601.59 3.96722
5485 3603.84 3.96817
5486 3606.04 3.96909
5487 3608.18 3.97
5488 3610.26 3.97088
5489 3612.29 3.97173
5490 3614.26 3.97257
5491 3616.18 3.97338
5492 3618.05 3.97417
5493 3619.86 3.97493
5494 3621.61 3.97567
5495 3623.32 3.97639
5496 3624.96 3.97709
5497 3626.56 3.97776
5498 3628.1 3.97842
5499 3629.59 3.97904
5500 3631.02 3.97965
5501 3632.4 3.98023
5502 3633.73 3.98079
5503 3635.01 3.98133
5504 3636.23 3.98184
5505 3637.4 3.98233
5506 3638.52 3.9828
5507 3639.58 3.98325
5508 3640.6 3.98367
5509 3641.56 3.98407
5510 3642.47 3.98445
5511 3643.32 3.9848
5512 3644.13 3.98514
5513 3644.88 3.98544
5514 3645.58 3.98573
5515 3646.23 3.986
5516 3646.83 3.98624
5517 3647.38 3.98646
5518 3647.88 3.98665
5519 3648.32 3.98683
5520 3648.71 3.98698
5521 3649.06 3.98711
5522 3649.35 3.98721
5523 3649.59 3.98729
5524 3649.77 3.98736
5525 3649.91 3.98739
5526 3650 3.98741
5527 3650.03 3.9874
5528 3650.01 3.98737
5529 3649.95 3.98732
5530 3649.83 3.98724
5531 3649.66 3.98715
5532 3649.44 3.98702
5533 3649.16 3.98688
5534 3648.84 3.98672
5535 3648.46 3.98653
5536 3648.04 3.98632
5537 3647.56 3.98608
5538 3647.03 3.98583
5539 3646.45 3.98555
5540 3645.82 3.98525
5541 3645.13 3.98492
5542 3644.4 3.98457
5543 3643.61 3.9842
5544 3642.77 3.98381
5545 3641.88 3.9834
5546 3640.94 3.98296
5547 3639.94 3.9825
5548 3638.89 3.98202
5549 3637.79 3.98151
5550 3636.64 3.98098
5551 3635.44 3.98043
5552 3634.18 3.97985
5553 3632.87 3.97926
5554 3631.51 3.97864
5555 3630.09 3.97799
5556 3628.62 3.97733
5557 3627.1 3.97664
5558 3625.53 3.97593
5559 3623.9 3.97519
5560 3622.21 3.97444
5561 3620.48 3.97366
5562 3618.69 3.97285
5563 3616.84 3.97203
5564 3614.94 3.97118
5565 3612.98 3.97031
5566 3610.98 3.96941
5567 3608.91 3.96849
5568 3606.79 3.96755
5569 3604.62 3.96659
5570 3602.38 3.9656
5571 3600.1 3.96459
5572 3597.75 3.96355
5573 3595.35 3.9625
5574 3592.9 3.96141
5575 3590.39 3.96031
5576 3587.81 3.95918
5577 3585.19 3.95803
5578 3582.5 3.95686
5579 3579.76 3.95566
5580 3576.96 3.95444
5581 3574.1 3.9532
5582 3571.18 3.95193
5583 3568.2 3.95064
5584 3565.16 3.94932
5585 3562.07 3.94799
5586 3558.91 3.94662
5587 3555.69 3.94524
5588 3552.41 3.94383
5589 3549.07 3.9424
5590 3545.67 3.94094
5591 3542.21 3.93946
5592 3538.69 3.93796
5593 3535.1 3.93643
5594 3531.45 3.93488
5595 3527.74 3.9333
5596 3523.96 3.9317
5597 3520.12 3.93008
5598 3516.22 3.92843
5599 3512.25 3.92676
5600 3508.22 3.92506
5601 3504.12 3.92334
5602 3499.95 3.92159
5603 3495.72 3.91983
5604 3491.42 3.91803
5605 3487.06 3.91621
5606 3482.62 3.91437
5607 3478.12 3.91251
5608 3473.55 3.91062
5609 3468.91 3.9087
5610 3464.2 3.90676
5611 3459.42 3.90479
5612 3454.57 3.90281
5613 3449.65 3.90079
5614 3444.66 3.89875
5615 3439.6 3.89669
5616 3434.46 3.8946
5617 3429.25 3.89249
5618 3423.97 3.89035
5619 3418.61 3.88818
5620 3413.18 3.88599
5621 3407.67 3.88378
5622 3402.09 3.88154
5623 3396.43 3.87928
5624 3390.69 3.87698
5625 3384.88 3.87467
5626 3378.99 3.87233
5627 3373.02 3.86996
5628 3366.96 3.86757
5629 3360.83 3.86515
5630 3354.62 3.86271
5631 3348.33 3.86024
5632 3341.95 3.85774
5633 3335.5 3.85522
5634 3328.95 3.85268
5635 3322.33 3.8501
5636 3315.62 3.8475
5637 3308.82 3.84488
5638 3301.94 3.84223
5639 3294.97 3.83955
5640 3287.92 3.83684
5641 3280.77 3.83411
5642 3273.54 3.83136
5643 3266.22 3.82857
5644 3258.8 3.82576
5645 3251.3 3.82292
5646 3243.7 3.82006
5647 3236.01 3.81717
5648 3228.23 3.81425
5649 3220.35 3.81131
5650 3212.38 3.80833
5651 3204.31 3.80533
5652 3196.14 3.80231
5653 3187.88 3.79925
5654 3179.51 3.79617
5655 3171.05 3.79306
5656 3162.49 3.78993
5657 3153.82 3.78676
5658 3145.06 3.78357
5659 3136.19 3.78035
5660 3127.21 3.7771
5661 3118.14 3.77383
5662 3108.95 3.77052
5663 3099.66 3.76719
5664 3090.26 3.76383
5665 3080.75 3.76044
5666 3071.14 3.75703
5667 3061.41 3.75358
5668 3051.57 3.75011
5669 3041.62 3.74661
5670 3031.55 3.74307
5671 3021.37 3.73951
5672 3011.08 3.73592
5673 3000.66 3.73231
5674 2990.13 3.72866
5675 2979.48 3.72498
5676 2968.71 3.72128
5677 2957.82 3.71754
5678 2946.81 3.71378
5679 2935.68 3.70998
5680 2924.42 3.70616
5681 2913.03 3.7023
5682 2901.52 3.69842
5683 2889.88 3.6945
5684 2878.12 3.69056
5685 2866.22 3.68659
5686 2854.19 3.68258
5687 2842.03 3.67855
5688 2829.74 3.67448
5689 2817.31 3.67038
5690 2804.75 3.66626
5691 2792.05 3.6621
5692 2779.22 3.65791
5693 2766.24 3.65369
5694 2753.13 3.64944
5695 2739.87 3.64516
5696 2726.47 3.64084
5697 2712.93 3.6365
5698 2699.24 3.63212
5699 2685.41 3.62771
5700 2671.42 3.62327
5701 2657.29 3.6188
5702 2643.02 3.6143
5703 2628.59 3.60976
5704 2614 3.60519
5705 2599.27 3.60059
5706 2584.38 3.59596
5707 2569.33 3.5913
5708 2554.13 3.5866
5709 2538.77 3.58187
5710 2523.25 3.5771
5711 2507.58 3.57231
5712 2491.74 3.56748
5713 2475.73 3.56261
5714 2459.57 3.55772
5715 2443.24 3.55279
5716 2426.74 3.54783
5717 2410.08 3.54283
5718 2393.25 3.5378
5719 2376.25 3.53273
5720 2359.08 3.52764
5721 2341.73 3.5225
5722 2324.22 3.51734
5723 2306.53 3.51214
5724 2288.67 3.5069
5725 2270.64 3.50163
5726 2252.43 3.49633
5727 2234.04 3.49099
5728 2215.48 3.48561
5729 2196.73 3.48021
5730 2177.81 3.47476
5731 2158.71 3.46928
5732 2139.43 3.46377
5733 2119.97 3.45822
5734 2100.33 3.45263
5735 2080.5 3.44701
5736 2060.49 3.44136
5737 2040.31 3.43567
5738 2019.93 3.42994
5739 1999.38 3.42417
5740 1978.64 3.41837
5741 1957.72 3.41254
5742 1936.61 3.40667
5743 1915.32 3.40076
5744 1893.85 3.39481
5745 1872.19 3.38883
5746 1850.36 3.38281
5747 1828.34 3.37676
5748 1806.13 3.37067
5749 1783.75 3.36454
5750 1761.19 3.35838
5751 1738.45 3.35217
5752 1715.53 3.34594
5753 1692.43 3.33966
5754 1669.16 3.33335
5755 1645.71 3.327
5756 1622.09 3.32061
5757 1598.3 3.31419
5758 1574.35 3.30772
5759 1550.22 3.30123
5760 1525.93 3.29469
5761 1501.48 3.28811
5762 1476.87 3.2815
5763 1452.11 3.27485
5764 1427.19 3.26817
5765 1402.13 3.26144
5766 1376.92 3.25468
5767 1351.57 3.24788
5768 1326.08 3.24105
5769 1300.46 3.23417
5770 1274.71 3.22726
5771 1248.84 3.22031
