n	x	y	z
0 -1.15407e-09 -3 0
1 0.0307841 -3.07831 0
2 0.0700623 -3.15269 0
3 0.11679 -3.2227 0
4 0.170026 -3.28803 0
5 0.228928 -3.34847 0
6 0.292743 -3.40389 0
7 0.360799 -3.45422 0
8 0.432495 -3.49943 0
9 0.507291 -3.53951 0
10 0.584701 -3.5745 0
11 0.664287 -3.60444 0
12 0.745648 -3.62939 0
13 0.828421 -3.64942 0
14 0.91227 -3.6646 0
15 0.996888 -3.67501 0
16 1.08199 -3.68074 0
17 1.16731 -3.68187 0
18 1.25259 -3.6785 0
19 1.33761 -3.67071 0
20 1.42214 -3.65859 0
21 1.50597 -3.64224 0
22 1.58889 -3.62175 0
23 1.67072 -3.59721 0
24 1.75127 -3.56871 0
25 1.83036 -3.53635 0
26 1.9078 -3.50022 0
27 1.98342 -3.46041 0
28 2.05707 -3.41704 0
29 2.12855 -3.37018 0
30 2.19771 -3.31995 0
31 2.26438 -3.26644 0
32 2.3284 -3.20977 0
33 2.38958 -3.15005 0
34 2.44776 -3.08738 0
35 2.50278 -3.0219 0
36 2.55444 -2.95373 0
37 2.60257 -2.883 0
38 2.64699 -2.80986 0
39 2.68751 -2.73445 0
40 2.72393 -2.65696 0
41 2.75605 -2.57755 0
42 2.78367 -2.49642 0
43 2.80657 -2.41378 0
44 2.82452 -2.32988 0
45 2.83731 -2.24497 0
46 2.8447 -2.15935 0
47 2.84645 -2.07334 0
48 2.84231 -1.98732 0
49 2.83203 -1.90171 0
50 2.81539 -1.81698 0
51 2.79214 -1.7337 0
52 2.76207 -1.65251 0
53 2.725 -1.57413 0
54 2.68082 -1.49944 0
55 2.62949 -1.42943 0
56 2.57112 -1.36529 0
57 2.50599 -1.30839 0
58 2.43469 -1.26031 0
59 2.35819 -1.22287 0
60 2.27799 -1.19811 0
61 2.19622 -1.18815 0
62 2.11572 -1.19507 0
63 2.03995 -1.22048 0
64 1.97269 -1.2649 0
65 1.91752 -1.3272 0
66 1.8773 -1.40417 0
67 1.8538 -1.49096 0
68 1.84759 -1.58207 0
69 1.85815 -1.67246 0
70 1.88415 -1.75826 0
71 1.9237 -1.83686 0
72 1.97471 -1.90674 0
73 2.03511 -1.96716 0
74 2.10296 -2.01789 0
75 2.17656 -2.05904 0
76 2.25444 -2.09089 0
77 2.33536 -2.11386 0
78 2.41827 -2.12838 0
79 2.50228 -2.13494 0
80 2.58666 -2.134 0
81 2.6708 -2.12602 0
82 2.75417 -2.11143 0
83 2.83634 -2.09067 0
84 2.91694 -2.06411 0
85 2.99564 -2.03214 0
86 3.07217 -1.99511 0
87 3.14631 -1.95333 0
88 3.21785 -1.90714 0
89 3.28662 -1.85682 0
90 3.35246 -1.80266 0
91 3.41523 -1.74491 0
92 3.47481 -1.68384 0
93 3.53111 -1.61969 0
94 3.58401 -1.55268 0
95 3.63344 -1.48305 0
96 3.67931 -1.41101 0
97 3.72156 -1.33677 0
98 3.76011 -1.26053 0
99 3.79491 -1.1825 0
100 3.8259 -1.10286 0
101 3.85303 -1.02183 0
102 3.87624 -0.939579 0
103 3.89549 -0.856307 0
104 3.91073 -0.772205 0
105 3.92193 -0.687463 0
106 3.92904 -0.602274 0
107 3.93203 -0.516833 0
108 3.93085 -0.431341 0
109 3.92548 -0.345999 0
110 3.91589 -0.261016 0
111 3.90203 -0.176609 0
112 3.8839 -0.0929994 0
113 3.86147 -0.0104195 0
114 3.83471 0.0708881 0
115 3.80362 0.150669 0
116 3.76818 0.228655 0
117 3.7284 0.304561 0
118 3.68428 0.378087 0
119 3.63585 0.44891 0
120 3.58313 0.516686 0
121 3.52618 0.581045 0
122 3.46507 0.641586 0
123 3.3999 0.697881 0
124 3.33081 0.749463 0
125 3.25798 0.795827 0
126 3.18165 0.836426 0
127 3.10213 0.87067 0
128 3.01983 0.897923 0
129 2.93529 0.917508 0
130 2.84921 0.928712 0
131 2.7625 0.9308 0
132 2.67635 0.923046 0
133 2.59228 0.904775 0
134 2.51228 0.875436 0
135 2.4388 0.834711 0
136 2.37486 0.782654 0
137 2.32388 0.719881 0
138 2.28942 0.647766 0
139 2.27452 0.568629 0
140 2.28086 0.485819 0
141 2.30821 0.403572 0
142 2.35433 0.326512 0
143 2.41564 0.258876 0
144 2.48816 0.20381 0
145 2.5681 0.163062 0
146 2.65226 0.137109 0
147 2.73806 0.125512 0
148 2.82351 0.127289 0
149 2.9071 0.141201 0
150 2.98773 0.165941 0
151 3.06457 0.200233 0
152 3.13707 0.242894 0
153 3.20481 0.292843 0
154 3.26753 0.349114 0
155 3.32506 0.410844 0
156 3.37731 0.477265 0
157 3.42424 0.547695 0
158 3.46585 0.621526 0
159 3.50216 0.698212 0
160 3.53324 0.777267 0
161 3.55914 0.858248 0
162 3.57995 0.940758 0
163 3.59576 1.02443 0
164 3.60666 1.10894 0
165 3.61275 1.19398 0
166 3.61413 1.27925 0
167 3.61089 1.36452 0
168 3.60315 1.44951 0
169 3.59101 1.53402 0
170 3.57456 1.61781 0
171 3.55391 1.70068 0
172 3.52917 1.78244 0
173 3.50044 1.8629 0
174 3.46782 1.94186 0
175 3.43142 2.01917 0
176 3.39133 2.09464 0
177 3.34767 2.16811 0
178 3.30054 2.2394 0
179 3.25005 2.30837 0
180 3.19631 2.37484 0
181 3.13943 2.43866 0
182 3.07953 2.49966 0
183 3.01673 2.55768 0
184 2.95115 2.61255 0
185 2.88292 2.66412 0
186 2.81218 2.7122 0
187 2.73908 2.75664 0
188 2.66375 2.79725 0
189 2.58638 2.83385 0
190 2.50712 2.86626 0
191 2.42618 2.89429 0
192 2.34376 2.91775 0
193 2.26007 2.93643 0
194 2.17538 2.95012 0
195 2.08994 2.95862 0
196 2.00406 2.96171 0
197 1.91808 2.95916 0
198 1.83238 2.95076 0
199 1.74739 2.93627 0
200 1.66359 2.9155 0
201 1.58155 2.88823 0
202 1.50191 2.85428 0
203 1.4254 2.81352 0
204 1.35288 2.76587 0
205 1.28535 2.71134 0
206 1.22394 2.65007 0
207 1.17 2.58243 0
208 1.12506 2.50904 0
209 1.09087 2.43093 0
210 1.06933 2.34966 0
211 1.06249 2.26741 0
212 1.07226 2.18707 0
213 1.10011 2.11214 0
214 1.14651 2.04641 0
215 1.21028 1.99345 0
216 1.28827 1.95604 0
217 1.37564 1.93578 0
218 1.46686 1.93305 0
219 1.55686 1.94715 0
220 1.64171 1.97657 0
221 1.71879 2.01932 0
222 1.78663 2.07323 0
223 1.84451 2.13617 0
224 1.89231 2.20618 0
225 1.93018 2.28155 0
226 1.95849 2.3608 0
227 1.97771 2.44269 0
228 1.98834 2.52618 0
229 1.9909 2.6104 0
230 1.98591 2.69463 0
231 1.97385 2.77827 0
232 1.95521 2.86081 0
233 1.93042 2.94185 0
234 1.8999 3.02101 0
235 1.86404 3.09801 0
236 1.82321 3.17259 0
237 1.77775 3.24452 0
238 1.728 3.31363 0
239 1.67426 3.37975 0
240 1.61682 3.44274 0
241 1.55594 3.50248 0
242 1.4919 3.55886 0
243 1.42495 3.61178 0
244 1.35532 3.66118 0
245 1.28324 3.70696 0
246 1.20893 3.74906 0
247 1.13261 3.78742 0
248 1.05448 3.82199 0
249 0.974759 3.85271 0
250 0.893633 3.87954 0
251 0.811304 3.90244 0
252 0.727965 3.92137 0
253 0.64381 3.93629 0
254 0.559033 3.94717 0
255 0.473825 3.95397 0
256 0.388383 3.95667 0
257 0.302904 3.95524 0
258 0.217586 3.94965 0
259 0.132636 3.93988 0
260 0.0482623 3.92592 0
261 -0.0353192 3.90775 0
262 -0.117885 3.88534 0
263 -0.199203 3.8587 0
264 -0.279032 3.82782 0
265 -0.357117 3.79269 0
266 -0.433191 3.75332 0
267 -0.506973 3.70974 0
268 -0.578164 3.66195 0
269 -0.646445 3.61 0
270 -0.711476 3.55394 0
271 -0.772893 3.49385 0
272 -0.830304 3.4298 0
273 -0.883289 3.36192 0
274 -0.931392 3.29038 0
275 -0.974124 3.21537 0
276 -1.01096 3.13717 0
277 -1.04132 3.0561 0
278 -1.06461 2.9726 0
279 -1.08018 2.88724 0
280 -1.08736 2.80073 0
281 -1.08546 2.714 0
282 -1.07384 2.62825 0
283 -1.05188 2.54501 0
284 -1.01913 2.46624 0
285 -0.975385 2.39437 0
286 -0.920818 2.33234 0
287 -0.856174 2.28353 0
288 -0.782945 2.25142 0
289 -0.703525 2.23899 0
290 -0.621267 2.24793 0
291 -0.540328 2.27794 0
292 -0.465201 2.32671 0
293 -0.399995 2.39051 0
294 -0.34775 2.46519 0
295 -0.310129 2.54681 0
296 -0.287533 2.6321 0
297 -0.279446 2.71843 0
298 -0.28481 2.80382 0
299 -0.302316 2.88679 0
300 -0.330594 2.96627 0
301 -0.36832 3.0415 0
302 -0.414267 3.11196 0
303 -0.467324 3.17728 0
304 -0.526498 3.23726 0
305 -0.59091 3.29175 0
306 -0.659778 3.34071 0
307 -0.732411 3.38413 0
308 -0.808194 3.42204 0
309 -0.886581 3.4545 0
310 -0.96708 3.48159 0
311 -1.04925 3.50339 0
312 -1.1327 3.52002 0
313 -1.21706 3.53157 0
314 -1.30201 3.53817 0
315 -1.38724 3.53992 0
316 -1.47248 3.53694 0
317 -1.55746 3.52935 0
318 -1.64194 3.51726 0
319 -1.72571 3.50079 0
320 -1.80854 3.48005 0
321 -1.89024 3.45517 0
322 -1.97062 3.42625 0
323 -2.04948 3.3934 0
324 -2.12666 3.35675 0
325 -2.20198 3.31639 0
326 -2.27527 3.27246 0
327 -2.34638 3.22506 0
328 -2.41515 3.17431 0
329 -2.48141 3.12032 0
330 -2.54502 3.06322 0
331 -2.60581 3.00312 0
332 -2.66363 2.94015 0
333 -2.71833 2.87444 0
334 -2.76975 2.80611 0
335 -2.81773 2.73532 0
336 -2.86211 2.6622 0
337 -2.90273 2.58691 0
338 -2.93942 2.5096 0
339 -2.97201 2.43046 0
340 -3.00033 2.34965 0
341 -3.0242 2.26739 0
342 -3.04343 2.18389 0
343 -3.05784 2.09937 0
344 -3.06724 2.01409 0
345 -3.07142 1.92834 0
346 -3.0702 1.84242 0
347 -3.06336 1.75668 0
348 -3.05072 1.67152 0
349 -3.03206 1.58735 0
350 -3.0072 1.50469 0
351 -2.97598 1.42409 0
352 -2.93823 1.34618 0
353 -2.89387 1.27172 0
354 -2.84285 1.20154 0
355 -2.78522 1.13662 0
356 -2.72119 1.07808 0
357 -2.65116 1.02723 0
358 -2.57582 0.985531 0
359 -2.49624 0.954656 0
360 -2.41403 0.936424 0
361 -2.33142 0.932731 0
362 -2.25134 0.945363 0
363 -2.17732 0.97566 0
364 -2.11317 1.02399 0
365 -2.06244 1.08917 0
366 -2.02783 1.16806 0
367 -2.01081 1.25587 0
368 -2.01156 1.34706 0
369 -2.02917 1.43651 0
370 -2.06197 1.52027 0
371 -2.10786 1.59572 0
372 -2.16458 1.66139 0
373 -2.22996 1.71665 0
374 -2.30201 1.76142 0
375 -2.379 1.79595 0
376 -2.45945 1.82066 0
377 -2.54214 1.8361 0
378 -2.62602 1.84282 0
379 -2.71026 1.84139 0
380 -2.79414 1.83236 0
381 -2.87708 1.81627 0
382 -2.95861 1.79361 0
383 -3.03831 1.76486 0
384 -3.11586 1.73045 0
385 -3.19096 1.69079 0
386 -3.26339 1.64628 0
387 -3.33293 1.59726 0
388 -3.39943 1.54408 0
389 -3.46273 1.48705 0
390 -3.52271 1.42648 0
391 -3.57926 1.36264 0
392 -3.63229 1.2958 0
393 -3.68172 1.22622 0
394 -3.72747 1.15415 0
395 -3.76948 1.07981 0
396 -3.8077 1.00343 0
397 -3.84207 0.925237 0
398 -3.87256 0.845434 0
399 -3.89913 0.76423 0
400 -3.92173 0.681827 0
401 -3.94035 0.598424 0
402 -3.95494 0.514219 0
403 -3.96549 0.429406 0
404 -3.97197 0.34418 0
405 -3.97435 0.258736 0
406 -3.97263 0.173269 0
407 -3.96679 0.0879778 0
408 -3.95681 0.00306352 0
409 -3.94267 -0.0812692 0
410 -3.92438 -0.16481 0
411 -3.90193 -0.247344 0
412 -3.87531 -0.328648 0
413 -3.84454 -0.40849 0
414 -3.8096 -0.48663 0
415 -3.77053 -0.562815 0
416 -3.72734 -0.63678 0
417 -3.68006 -0.708246 0
418 -3.62873 -0.776918 0
419 -3.5734 -0.842482 0
420 -3.51414 -0.904603 0
421 -3.45104 -0.962923 0
422 -3.38421 -1.01706 0
423 -3.3138 -1.0666 0
424 -3.23998 -1.11111 0
425 -3.16297 -1.15011 0
426 -3.08308 -1.18308 0
427 -3.00065 -1.20949 0
428 -2.91614 -1.22876 0
429 -2.83014 -1.24027 0
430 -2.74339 -1.24341 0
431 -2.65683 -1.23753 0
432 -2.57167 -1.22204 0
433 -2.48943 -1.19643 0
434 -2.41204 -1.16031 0
435 -2.3419 -1.11359 0
436 -2.28191 -1.05657 0
437 -2.23535 -0.990116 0
438 -2.20564 -0.915828 0
439 -2.19569 -0.836184 0
440 -2.20718 -0.754545 0
441 -2.23978 -0.674994 0
442 -2.29109 -0.601895 0
443 -2.35727 -0.539214 0
444 -2.43398 -0.489875 0
445 -2.51717 -0.455448 0
446 -2.60344 -0.436252 0
447 -2.69016 -0.431691 0
448 -2.77534 -0.440631 0
449 -2.85754 -0.461695 0
450 -2.93573 -0.493453 0
451 -3.0092 -0.534531 0
452 -3.07747 -0.583662 0
453 -3.14025 -0.639705 0
454 -3.19734 -0.701646 0
455 -3.24868 -0.768587 0
456 -3.29424 -0.839737 0
457 -3.33405 -0.914396 0
458 -3.36817 -0.991946 0
459 -3.3967 -1.07184 0
460 -3.41973 -1.15358 0
461 -3.43738 -1.23674 0
462 -3.44978 -1.32091 0
463 -3.45706 -1.40574 0
464 -3.45933 -1.49091 0
465 -3.45674 -1.57612 0
466 -3.44941 -1.66108 0
467 -3.43749 -1.74556 0
468 -3.42108 -1.82932 0
469 -3.40033 -1.91212 0
470 -3.37537 -1.99378 0
471 -3.34631 -2.07409 0
472 -3.31328 -2.15286 0
473 -3.27641 -2.22993 0
474 -3.23582 -2.30511 0
475 -3.19163 -2.37824 0
476 -3.14397 -2.44917 0
477 -3.09296 -2.51773 0
478 -3.03872 -2.58378 0
479 -2.98137 -2.64716 0
480 -2.92106 -2.70773 0
481 -2.8579 -2.76534 0
482 -2.79203 -2.81983 0
483 -2.72358 -2.87106 0
484 -2.6527 -2.91889 0
485 -2.57953 -2.96316 0
486 -2.50422 -3.00372 0
