0 3 0
1 3.00098 0.00300098
2 3.00193 0.00601297
3 3.00285 0.00903558
4 3.00373 0.0120684
5 3.00458 0.0151111
6 3.00539 0.0181632
7 3.00617 0.0212243
8 3.00691 0.0242942
9 3.00762 0.0273723
10 3.0083 0.0304582
11 3.00894 0.0335517
12 3.00955 0.0366523
13 3.01012 0.0397595
14 3.01066 0.0428731
15 3.01116 0.0459927
16 3.01163 0.0491177
17 3.01206 0.052248
18 3.01246 0.055383
19 3.01282 0.0585223
20 3.01315 0.0616657
21 3.01345 0.0648126
22 3.0137 0.0679628
23 3.01393 0.0711157
24 3.01412 0.0742711
25 3.01427 0.0774286
26 3.01439 0.0805877
27 3.01447 0.083748
28 3.01452 0.0869093
29 3.01454 0.090071
30 3.01452 0.0932328
31 3.01446 0.0963944
32 3.01437 0.0995553
33 3.01424 0.102715
34 3.01408 0.105873
35 3.01389 0.10903
36 3.01365 0.112184
37 3.01339 0.115336
38 3.01309 0.118485
39 3.01275 0.12163
40 3.01238 0.124772
41 3.01198 0.127909
42 3.01154 0.131042
43 3.01106 0.13417
44 3.01055 0.137292
45 3.01001 0.140409
46 3.00943 0.14352
47 3.00882 0.146625
48 3.00817 0.149722
49 3.00749 0.152812
50 3.00677 0.155895
51 3.00602 0.15897
52 3.00524 0.162036
53 3.00442 0.165093
54 3.00357 0.168141
55 3.00268 0.17118
56 3.00176 0.174209
57 3.0008 0.177227
58 2.99982 0.180235
59 2.9988 0.183232
60 2.99774 0.186217
61 2.99665 0.18919
62 2.99553 0.192151
63 2.99438 0.1951
64 2.99319 0.198035
65 2.99197 0.200957
66 2.99071 0.203865
67 2.98943 0.20676
68 2.98811 0.209639
69 2.98676 0.212504
70 2.98538 0.215353
71 2.98396 0.218187
72 2.98251 0.221004
73 2.98103 0.223805
74 2.97952 0.226589
75 2.97798 0.229356
76 2.97641 0.232106
77 2.9748 0.234837
78 2.97316 0.23755
79 2.9715 0.240245
80 2.9698 0.24292
81 2.96807 0.245575
82 2.96631 0.248211
83 2.96452 0.250827
84 2.9627 0.253422
85 2.96086 0.255996
86 2.95898 0.258548
87 2.95707 0.261079
88 2.95513 0.263587
89 2.95317 0.266073
90 2.95117 0.268537
91 2.94915 0.270976
92 2.9471 0.273393
93 2.94502 0.275785
94 2.94291 0.278153
95 2.94077 0.280496
96 2.93861 0.282814
97 2.93642 0.285106
98 2.93421 0.287372
99 2.93196 0.289613
