0 -3 1.96077e-06
1 -3.00998 -0.00300802
2 -3.01993 -0.00612983
3 -3.02984 -0.00936198
4 -3.03972 -0.012703
5 -3.04956 -0.0161514
6 -3.05936 -0.0197058
7 -3.06913 -0.0233647
8 -3.07885 -0.0271266
9 -3.08853 -0.0309903
10 -3.09818 -0.0349544
11 -3.10778 -0.0390174
12 -3.11734 -0.043178
13 -3.12686 -0.0474349
14 -3.13633 -0.0517868
15 -3.14576 -0.0562324
16 -3.15515 -0.0607703
17 -3.16449 -0.0653994
18 -3.17379 -0.0701184
19 -3.18304 -0.074926
20 -3.19225 -0.0798211
21 -3.20141 -0.0848024
22 -3.21052 -0.0898687
23 -3.21959 -0.095019
24 -3.22861 -0.100252
25 -3.23758 -0.105566
26 -3.2465 -0.110962
27 -3.25538 -0.116436
28 -3.26421 -0.121989
29 -3.27298 -0.127618
30 -3.28171 -0.133324
31 -3.29039 -0.139105
32 -3.29902 -0.144961
33 -3.3076 -0.150889
34 -3.31613 -0.156889
35 -3.32461 -0.16296
36 -3.33304 -0.169101
37 -3.34142 -0.175311
38 -3.34974 -0.18159
39 -3.35802 -0.187936
40 -3.36625 -0.194347
41 -3.37442 -0.200825
42 -3.38254 -0.207366
43 -3.39062 -0.213971
44 -3.39864 -0.220639
45 -3.4066 -0.227369
46 -3.41452 -0.23416
47 -3.42239 -0.24101
48 -3.4302 -0.247921
49 -3.43796 -0.254889
50 -3.44567 -0.261915
51 -3.45333 -0.268998
52 -3.46094 -0.276137
53 -3.46849 -0.283332
54 -3.47599 -0.290581
55 -3.48344 -0.297884
56 -3.49084 -0.305239
57 -3.49818 -0.312647
58 -3.50547 -0.320107
59 -3.51272 -0.327618
60 -3.5199 -0.335178
61 -3.52704 -0.342788
62 -3.53412 -0.350447
63 -3.54116 -0.358154
64 -3.54814 -0.365909
65 -3.55506 -0.37371
66 -3.56194 -0.381557
67 -3.56876 -0.38945
68 -3.57553 -0.397388
69 -3.58225 -0.405369
70 -3.58892 -0.413395
71 -3.59554 -0.421463
72 -3.6021 -0.429574
73 -3.60861 -0.437727
74 -3.61507 -0.445921
75 -3.62148 -0.454155
76 -3.62784 -0.462429
77 -3.63415 -0.470743
78 -3.6404 -0.479096
79 -3.6466 -0.487488
80 -3.65275 -0.495917
81 -3.65886 -0.504383
82 -3.6649 -0.512887
83 -3.6709 -0.521426
84 -3.67685 -0.530001
85 -3.68275 -0.538612
86 -3.68859 -0.547257
87 -3.69438 -0.555937
88 -3.70013 -0.56465
89 -3.70582 -0.573396
90 -3.71146 -0.582176
91 -3.71706 -0.590987
92 -3.7226 -0.599831
93 -3.72809 -0.608705
94 -3.73353 -0.617611
95 -3.73892 -0.626547
96 -3.74426 -0.635514
97 -3.74956 -0.644509
98 -3.7548 -0.653535
99 -3.75999 -0.662588
100 -3.76513 -0.67167
101 -3.77023 -0.68078
102 -3.77527 -0.689918
103 -3.78027 -0.699082
104 -3.78521 -0.708274
105 -3.79011 -0.717491
106 -3.79496 -0.726735
107 -3.79976 -0.736004
108 -3.80451 -0.745298
109 -3.80921 -0.754616
110 -3.81386 -0.763959
111 -3.81847 -0.773326
112 -3.82303 -0.782717
113 -3.82754 -0.792131
114 -3.832 -0.801568
115 -3.83641 -0.811028
116 -3.84078 -0.820509
117 -3.84509 -0.830013
118 -3.84937 -0.839538
119 -3.85359 -0.849084
120 -3.85776 -0.858651
121 -3.86189 -0.868238
122 -3.86598 -0.877846
123 -3.87001 -0.887474
