n   x   y
1075 -2.60325 -3.00756
1076 -2.54204 -3.06719
1077 -2.47804 -3.12382
1078 -2.41139 -3.17732
1079 -2.34226 -3.22758
1080 -2.27079 -3.27447
1081 -2.19716 -3.31788
1082 -2.12151 -3.3577
1083 -2.04401 -3.3938
1084 -1.96484 -3.42609
1085 -1.88416 -3.45444
1086 -1.80216 -3.47875
1087 -1.71902 -3.49888
1088 -1.63494 -3.51475
1089 -1.55013 -3.52621
1090 -1.46481 -3.53317
1091 -1.3792 -3.5355
1092 -1.29356 -3.53309
1093 -1.20815 -3.52583
1094 -1.12327 -3.51358
1095 -1.03921 -3.49626
1096 -0.956324 -3.47374
1097 -0.87498 -3.44592
1098 -0.795587 -3.41272
1099 -0.718596 -3.37406
1100 -0.644508 -3.32987
1101 -0.57388 -3.28013
1102 -0.507334 -3.22486
1103 -0.445567 -3.16413
1104 -0.389359 -3.09808
1105 -0.339585 -3.02697
1106 -0.29722 -2.95122
1107 -0.263345 -2.87144
1108 -0.239147 -2.78855
1109 -0.225894 -2.70381
1110 -0.224899 -2.61901
1111 -0.237431 -2.53651
1112 -0.264566 -2.45931
1113 -0.30694 -2.39101
1114 -0.364389 -2.33543
1115 -0.43551 -2.29609
1116 -0.517317 -2.27543
1117 -0.605312 -2.2743
1118 -0.694159 -2.29198
1119 -0.778745 -2.32655
1120 -0.855053 -2.37546
1121 -0.920499 -2.43593
1122 -0.973796 -2.50528
1123 -1.01462 -2.58111
1124 -1.04324 -2.66131
1125 -1.06028 -2.74413
1126 -1.06654 -2.82814
1127 -1.06285 -2.91218
1128 -1.05007 -2.99533
1129 -1.02899 -3.07685
1130 -1.00038 -3.15615
1131 -0.964919 -3.23277
1132 -0.923262 -3.30636
1133 -0.875993 -3.37661
1134 -0.823649 -3.44331
1135 -0.766723 -3.50628
1136 -0.705667 -3.56538
1137 -0.640899 -3.62051
1138 -0.572804 -3.67158
1139 -0.50174 -3.71854
1140 -0.428039 -3.76133
1141 -0.352012 -3.79994
1142 -0.27395 -3.83433
1143 -0.19413 -3.86451
1144 -0.112812 -3.89046
1145 -0.0302433 -3.91219
1146 0.0533391 -3.9297
1147 0.137708 -3.94301
1148 0.222644 -3.95213
1149 0.307935 -3.95708
1150 0.393375 -3.95788
1151 0.478761 -3.95456
1152 0.563896 -3.94714
1153 0.648584 -3.93566
1154 0.732631 -3.92013
1155 0.815844 -3.90059
1156 0.898029 -3.87709
1157 0.978994 -3.84965
1158 1.05854 -3.81832
1159 1.13647 -3.78314
1160 1.21259 -3.74417
1161 1.28668 -3.70145
1162 1.35854 -3.65504
1163 1.42794 -3.605
1164 1.49467 -3.55141
1165 1.55848 -3.49435
1166 1.61914 -3.4339
1167 1.67639 -3.37016
1168 1.72995 -3.30325
1169 1.77957 -3.23329
1170 1.82493 -3.16043
1171 1.86572 -3.08485
1172 1.90163 -3.00675
1173 1.93229 -2.92635
1174 1.95736 -2.84392
1175 1.97644 -2.7598
1176 1.98912 -2.67436
1177 1.99501 -2.58806
1178 1.99365 -2.50145
1179 1.98464 -2.4152
1180 1.96755 -2.3301
1181 1.94201 -2.24715
1182 1.90773 -2.16754
1183 1.86453 -2.09274
1184 1.81248 -2.02453
1185 1.75192 -1.96508
1186 1.68369 -1.91691
1187 1.6092 -1.88285
1188 1.53059 -1.86584
1189 1.45071 -1.86843
1190 1.37307 -1.89208
1191 1.30147 -1.93639
1192 1.23965 -1.9988
1193 1.19079 -2.07498
1194 1.15705 -2.15991
1195 1.1394 -2.24887
1196 1.13765 -2.33803
1197 1.15077 -2.42459
1198 1.17724 -2.50659
1199 1.21535 -2.58278
1200 1.26339 -2.65239
1201 1.31979 -2.71498
1202 1.3831 -2.77038
1203 1.45206 -2.81855
1204 1.52559 -2.85957
1205 1.60273 -2.89358
1206 1.68265 -2.92077
1207 1.76466 -2.94135
1208 1.84813 -2.95556
1209 1.93253 -2.96362
1210 2.01739 -2.96579
1211 2.10228 -2.96228
1212 2.18686 -2.95333
1213 2.27079 -2.93917
1214 2.35378 -2.92001
1215 2.43557 -2.89607
1216 2.51593 -2.86756
1217 2.59463 -2.83466
1218 2.67148 -2.79757
1219 2.7463 -2.75649
1220 2.81892 -2.71159
1221 2.88918 -2.66304
1222 2.95693 -2.61103
1223 3.02203 -2.55573
1224 3.08435 -2.49729
1225 3.14377 -2.43589
1226 3.20016 -2.37168
1227 3.2534 -2.30484
1228 3.30338 -2.23552
1229 3.35 -2.16388
1230 3.39313 -2.09008
1231 3.43268 -2.0143
1232 3.46853 -1.9367
1233 3.50059 -1.85744
1234 3.52875 -1.77671
1235 3.5529 -1.69468
1236 3.57295 -1.61153
1237 3.58879 -1.52747
1238 3.60031 -1.44269
1239 3.60741 -1.35741
1240 3.61 -1.27184
1241 3.60796 -1.18623
1242 3.60119 -1.10083
1243 3.58959 -1.0159
1244 3.57307 -0.93175
1245 3.55152 -0.848681
1246 3.52487 -0.767039
1247 3.49302 -0.687196
1248 3.45591 -0.609563
1249 3.41348 -0.534591
1250 3.36571 -0.462777
1251 3.31259 -0.394673
1252 3.25416 -0.330895
1253 3.19053 -0.272127
1254 3.12189 -0.21913
1255 3.04853 -0.172756
1256 2.97089 -0.133945
1257 2.88963 -0.103735
1258 2.8057 -0.0832487
1259 2.7204 -0.0736784
1260 2.63553 -0.0762359
1261 2.55344 -0.0920683
1262 2.47716 -0.122111
1263 2.41025 -0.166856
1264 2.35654 -0.226019
1265 2.31953 -0.298133
1266 2.30161 -0.380232
1267 2.30356 -0.46789
1268 2.32449 -0.555849
1269 2.36229 -0.639042
1270 2.41422 -0.713471
1271 2.47735 -0.776576
1272 2.54893 -0.827113
1273 2.62647 -0.864816
1274 2.70788 -0.890037
1275 2.79141 -0.903476
1276 2.87563 -0.905992
1277 2.95943 -0.898493
1278 3.04189 -0.881876
1279 3.12232 -0.856993
1280 3.20016 -0.824635
1281 3.27497 -0.785532
1282 3.34643 -0.740348
1283 3.41427 -0.689693
1284 3.47829 -0.634121
1285 3.53835 -0.574138
1286 3.59431 -0.510208
1287 3.64611 -0.442756
1288 3.69368 -0.372174
1289 3.73697 -0.298827
1290 3.77596 -0.223049
1291 3.81064 -0.145156
1292 3.841 -0.0654427
1293 3.86705 0.0158153
1294 3.88879 0.0983557
1295 3.90624 0.18193
1296 3.91943 0.266301
1297 3.92838 0.351242
1298 3.9331 0.436535
1299 3.93365 0.521967
1300 3.93004 0.607333
1301 3.92231 0.692433
1302 3.9105 0.77707
1303 3.89465 0.86105
1304 3.87479 0.944181
1305 3.85098 1.02627
1306 3.82326 1.10713
1307 3.79168 1.18657
1308 3.75628 1.26439
1309 3.71713 1.34041
1310 3.67428 1.41441
1311 3.6278 1.4862
1312 3.57776 1.55558
1313 3.52423 1.62232
1314 3.46729 1.68621
1315 3.40703 1.74702
1316 3.34357 1.8045
1317 3.277 1.85843
1318 3.20746 1.90852
1319 3.13508 1.95453
1320 3.06003 1.99615
1321 2.9825 2.03309
1322 2.90271 2.06504
1323 2.82089 2.09166
1324 2.73733 2.11261
1325 2.65238 2.12752
1326 2.56644 2.13601
1327 2.47996 2.1377
1328 2.39353 2.13218
1329 2.30781 2.11907
1330 2.22362 2.098
1331 2.14193 2.06864
1332 2.06395 2.03075
1333 1.99112 1.98424
1334 1.92519 1.92923
1335 1.86826 1.86615
1336 1.82277 1.79593
1337 1.79145 1.72008
1338 1.77713 1.64081
1339 1.78226 1.56108
1340 1.80823 1.4844
1341 1.85466 1.41456
1342 1.91894 1.35518
1343 1.99673 1.30927
1344 2.08288 1.27883
1345 2.17258 1.26466
1346 2.2619 1.26645
1347 2.34801 1.28308
1348 2.42896 1.31295
1349 2.50353 1.35428
1350 2.57102 1.40533
1351 2.63107 1.46446
1352 2.68354 1.53022
1353 2.72847 1.60134
1354 2.76598 1.67671
1355 2.79628 1.75536
1356 2.81958 1.8365
1357 2.83615 1.9194
1358 2.84624 2.00345
1359 2.85012 2.08814
1360 2.84806 2.17299
1361 2.84031 2.25759
1362 2.82712 2.34161
1363 2.80874 2.42471
1364 2.78541 2.50662
1365 2.75734 2.58708
1366 2.72477 2.66588
1367 2.68789 2.74279
1368 2.64692 2.81764
1369 2.60206 2.89025
1370 2.55348 2.96047
1371 2.50139 3.02813
1372 2.44596 3.09311
1373 2.38737 3.15528
1374 2.3258 3.2145
1375 2.26141 3.27066
1376 2.19438 3.32366
1377 2.12487 3.37337
1378 2.05305 3.41971
1379 1.9791 3.46255
1380 1.90318 3.50181
1381 1.82545 3.53739
1382 1.7461 3.56919
1383 1.66529 3.59711
1384 1.58322 3.62106
1385 1.50005 3.64096
1386 1.41598 3.6567
1387 1.33122 3.66819
1388 1.24596 3.67534
1389 1.16043 3.67806
1390 1.07485 3.67626
1391 0.989455 3.66985
1392 0.904512 3.65874
1393 0.820291 3.64285
1394 0.737087 3.62208
1395 0.655217 3.59637
1396 0.575024 3.56565
1397 0.496884 3.52985
1398 0.421204 3.48892
1399 0.348435 3.44283
1400 0.27907 3.39158
1401 0.213656 3.3352
1402 0.152797 3.27376
1403 0.0971648 3.20739
1404 0.0475031 3.1363
1405 0.00463543 3.06084
1406 -0.0305312 2.98148
1407 -0.0570065 2.89892
1408 -0.0737269 2.81412
1409 -0.0795793 2.72841
1410 -0.0734505 2.64362
1411 -0.0543139 2.56209
1412 -0.0213727 2.48684
1413 0.025721 2.42142
1414 0.0865582 2.36963
1415 0.159606 2.33495
1416 0.241907 2.31975
1417 0.329113 2.32473
1418 0.416053 2.34886
1419 0.49772 2.38982
1420 0.570148 2.44468
1421 0.630805 2.51039
1422 0.678497 2.58407
1423 0.713019 2.66321
1424 0.734801 2.74569
1425 0.744614 2.82976
1426 0.74339 2.91404
1427 0.732099 2.99741
1428 0.711691 3.07902
1429 0.683063 3.15818
1430 0.647041 3.23438
1431 0.604386 3.30722
1432 0.555787 3.37638
1433 0.501872 3.44165
1434 0.443211 3.50284
1435 0.380322 3.55983
1436 0.313679 3.61252
1437 0.243715 3.66086
1438 0.170829 3.7048
1439 0.0953867 3.74432
1440 0.0177298 3.77941
1441 -0.0618254 3.81007
1442 -0.142983 3.83632
1443 -0.225465 3.85817
1444 -0.30901 3.87565
1445 -0.393369 3.88879
1446 -0.478306 3.89761
1447 -0.563594 3.90217
1448 -0.649015 3.90249
1449 -0.73436 3.89863
1450 -0.819426 3.89061
1451 -0.904012 3.8785
1452 -0.987925 3.86233
1453 -1.07097 3.84215
1454 -1.15296 3.81803
1455 -1.23371 3.79001
1456 -1.31303 3.75814
1457 -1.39073 3.72249
1458 -1.46662 3.68313
1459 -1.54051 3.64011
1460 -1.61221 3.5935
1461 -1.68151 3.54339
1462 -1.74822 3.48984
1463 -1.81212 3.43295
1464 -1.873 3.37282
1465 -1.93065 3.30953
1466 -1.98482 3.24321
1467 -2.03528 3.17399
1468 -2.08177 3.10199
1469 -2.12405 3.02738
1470 -2.16182 2.95033
1471 -2.19482 2.87105
1472 -2.22273 2.78976
1473 -2.24523 2.70672
1474 -2.26201 2.62224
1475 -2.27272 2.53667
1476 -2.27699 2.45043
1477 -2.27448 2.36399
1478 -2.26481 2.27793
1479 -2.24763 2.19294
1480 -2.22262 2.10984
1481 -2.1895 2.0296
1482 -2.14808 1.95342
1483 -2.09833 1.88271
1484 -2.04045 1.8192
1485 -1.97496 1.7649
1486 -1.90285 1.72219
1487 -1.82572 1.6937
1488 -1.74589 1.68211
1489 -1.66636 1.68978
1490 -1.5907 1.71805
1491 -1.52266 1.7665
1492 -1.46576 1.83256
1493 -1.42285 1.91181
1494 -1.39574 1.99905
1495 -1.38508 2.08934
1496 -1.39042 2.17868
1497 -1.41054 2.26419
1498 -1.44376 2.34395
1499 -1.48825 2.41678
1500 -1.5422 2.48204
1501 -1.60395 2.53942
1502 -1.67203 2.58886
1503 -1.74514 2.63046
1504 -1.82217 2.66439
1505 -1.90217 2.69091
1506 -1.98432 2.71028
1507 -2.06792 2.72279
1508 -2.15236 2.72875
1509 -2.23712 2.72844
1510 -2.32175 2.72216
1511 -2.40586 2.71019
1512 -2.48909 2.6928
1513 -2.57116 2.67026
1514 -2.65178 2.64281
1515 -2.73071 2.61069
1516 -2.80773 2.57415
1517 -2.88266 2.53339
1518 -2.95532 2.48865
1519 -3.02553 2.44011
1520 -3.09315 2.388
1521 -3.15804 2.33249
1522 -3.22008 2.27379
1523 -3.27914 2.21207
1524 -3.33511 2.14752
1525 -3.38787 2.08032
1526 -3.43733 2.01064
1527 -3.48339 1.93866
1528 -3.52594 1.86455
1529 -3.56491 1.78848
1530 -3.60019 1.71062
1531 -3.6317 1.63116
1532 -3.65935 1.55028
1533 -3.68307 1.46814
1534 -3.70275 1.38493
1535 -3.71833 1.30085
1536 -3.72972 1.21609
1537 -3.73683 1.13085
1538 -3.7396 1.04534
1539 -3.73793 0.959779
1540 -3.73175 0.874403
1541 -3.72099 0.789453
1542 -3.70556 0.70519
1543 -3.68541 0.62189
1544 -3.66046 0.53985
1545 -3.63065 0.459388
1546 -3.59593 0.380848
1547 -3.55626 0.304606
1548 -3.51162 0.231069
1549 -3.46199 0.160682
1550 -3.40739 0.0939356
1551 -3.34788 0.0313684
1552 -3.28356 -0.0264255
1553 -3.2146 -0.0787901
1554 -3.14124 -0.125001
1555 -3.06384 -0.164263
1556 -2.98293 -0.195704
1557 -2.89923 -0.21838
1558 -2.81373 -0.231289
1559 -2.72779 -0.233396
1560 -2.64322 -0.223684
1561 -2.5624 -0.201247
1562 -2.4883 -0.165422
1563 -2.42446 -0.116007
1564 -2.37464 -0.0535348
1565 -2.34231 0.0203866
1566 -2.3298 0.102806
1567 -2.33776 0.18945
1568 -2.36502 0.275245
1569 -2.40907 0.355256
1570 -2.46678 0.425563
1571 -2.53496 0.483671
1572 -2.61063 0.528436
1573 -2.69123 0.559719
1574 -2.77464 0.578024
1575 -2.8591 0.584199
1576 -2.94327 0.579243
1577 -3.02605 0.56419
1578 -3.10663 0.540041
1579 -3.18436 0.507736
1580 -3.25875 0.468138
1581 -3.32944 0.422035
1582 -3.39615 0.37014
1583 -3.45868 0.313098
1584 -3.5169 0.251493
1585 -3.57068 0.185856
1586 -3.61997 0.116669
1587 -3.66473 0.0443717
1588 -3.70494 -0.0306332
1589 -3.74058 -0.107975
1590 -3.77168 -0.187309
1591 -3.79825 -0.26832
1592 -3.82032 -0.350709
1593 -3.83792 -0.434199
1594 -3.85109 -0.518528
1595 -3.85988 -0.603449
1596 -3.86432 -0.688725
1597 -3.86448 -0.774133
1598 -3.8604 -0.859457
1599 -3.85213 -0.944488
1600 -3.83973 -1.02902
1601 -3.82326 -1.11287
1602 -3.80278 -1.19584
1603 -3.77834 -1.27773
1604 -3.75 -1.35836
1605 -3.71784 -1.43756
1606 -3.68192 -1.51512
1607 -3.64231 -1.59087
1608 -3.59908 -1.66463
1609 -3.5523 -1.7362
1610 -3.50206 -1.8054
1611 -3.44844 -1.87203
1612 -3.39154 -1.93589
1613 -3.33144 -1.99678
1614 -3.26826 -2.0545
1615 -3.20211 -2.10882
1616 -3.13312 -2.15953
1617 -3.06141 -2.2064
1618 -2.98715 -2.24917
1619 -2.9105 -2.28761
1620 -2.83165 -2.32144
1621 -2.75081 -2.3504
1622 -2.66823 -2.3742
1623 -2.58418 -2.39254
1624 -2.49898 -2.40511
1625 -2.413 -2.41158
1626 -2.32666 -2.41162
1627 -2.24045 -2.40491
1628 -2.15498 -2.39111
1629 -2.07091 -2.3699
1630 -1.98908 -2.341
1631 -1.91048 -2.30418
1632 -1.83625 -2.25931
1633 -1.76783 -2.20642
1634 -1.70686 -2.14577
1635 -1.65532 -2.07797
1636 -1.61549 -2.00407
1637 -1.58988 -1.92577
1638 -1.58107 -1.84545
1639 -1.5913 -1.7662
1640 -1.62183 -1.6916
1641 -1.67224 -1.62541
1642 -1.73994 -1.57104
1643 -1.82053 -1.53117
1644 -1.9087 -1.50743
1645 -1.99943 -1.50029
1646 -2.08865 -1.50918
1647 -2.17343 -1.53276
1648 -2.25187 -1.56928
1649 -2.32284 -1.61684
1650 -2.38574 -1.67359
1651 -2.44035 -1.73784
1652 -2.48667 -1.80809
1653 -2.52485 -1.88304
1654 -2.55514 -1.96157
1655 -2.57782 -2.04273
1656 -2.59321 -2.1257
1657 -2.60165 -2.20979
1658 -2.60346 -2.29441
1659 -2.59897 -2.37904
1660 -2.58849 -2.46325
1661 -2.57234 -2.54665
1662 -2.55079 -2.6289
1663 -2.52414 -2.70971
1664 -2.49264 -2.78883
1665 -2.45656 -2.86603
1666 -2.41614 -2.94109
1667 -2.37162 -3.01384
1668 -2.32321 -3.0841
1669 -2.27115 -3.15173
1670 -2.21563 -3.21658
1671 -2.15686 -3.27854
1672 -2.09504 -3.33747
1673 -2.03036 -3.39326
1674 -1.96301 -3.44582
1675 -1.89317 -3.49505
1676 -1.82103 -3.54084
1677 -1.74676 -3.58311
1678 -1.67055 -3.62178
1679 -1.59257 -3.65676
1680 -1.51299 -3.68796
1681 -1.43201 -3.71533
1682 -1.3498 -3.73876
1683 -1.26655 -3.7582
1684 -1.18244 -3.77357
1685 -1.09767 -3.78479
1686 -1.01244 -3.7918
1687 -0.926942 -3.79452
1688 -0.841405 -3.79288
1689 -0.756046 -3.78683
1690 -0.671101 -3.77629
1691 -0.586815 -3.7612
1692 -0.503451 -3.7415
1693 -0.421287 -3.71714
1694 -0.340622 -3.68807
1695 -0.261773 -3.65423
1696 -0.185086 -3.61561
1697 -0.110934 -3.57217
1698 -0.0397224 -3.52392
1699 0.0281075 -3.47086
1700 0.092072 -3.41305
1701 0.151641 -3.35055
1702 0.206232 -3.28351
1703 0.255205 -3.21211
1704 0.297858 -3.13664
1705 0.333422 -3.05748
1706 0.361063 -2.97519
1707 0.379885 -2.89053
1708 0.388945 -2.8045
1709 0.387286 -2.71849
1710 0.373987 -2.63431
1711 0.348258 -2.55433
1712 0.309572 -2.48151
1713 0.257865 -2.41934
1714 0.1938 -2.37155
1715 0.119062 -2.34157
1716 0.0366049 -2.33174
1717 -0.0493714 -2.34263
1718 -0.133899 -2.37293
1719 -0.212129 -2.41999
1720 -0.280199 -2.48046
1721 -0.33566 -2.55101
1722 -0.377421 -2.62855
1723 -0.405412 -2.71049
1724 -0.42021 -2.79467
1725 -0.422739 -2.87938
1726 -0.414068 -2.96327
1727 -0.39529 -3.0453
1728 -0.367458 -3.12467
1729 -0.331553 -3.2008
1730 -0.288473 -3.27321
1731 -0.239033 -3.3416
1732 -0.183968 -3.4057
1733 -0.123939 -3.46536
1734 -0.0595443 -3.52045
1735 0.00867604 -3.57091
1736 0.0802327 -3.61668
1737 0.15468 -3.65774
1738 0.231611 -3.69411
1739 0.310653 -3.7258
1740 0.39146 -3.75282
1741 0.473715 -3.77523
1742 0.557121 -3.79306
1743 0.641399 -3.80636
1744 0.72629 -3.81519
1745 0.811548 -3.81961
1746 0.896939 -3.81966
1747 0.98224 -3.81542
1748 1.06724 -3.80694
1749 1.15173 -3.7943
1750 1.23551 -3.77755
1751 1.31839 -3.75677
1752 1.40019 -3.73202
1753 1.48071 -3.70338
1754 1.55977 -3.67092
1755 1.63719 -3.63471
1756 1.7128 -3.59483
1757 1.7864 -3.55135
1758 1.85782 -3.50437
1759 1.92689 -3.45396
1760 1.9934 -3.40022
1761 2.05717 -3.34324
1762 2.11802 -3.28313
1763 2.17575 -3.21998
1764 2.23015 -3.15393
1765 2.28101 -3.08508
1766 2.32813 -3.01359
1767 2.37127 -2.93959
1768 2.41022 -2.86325
1769 2.44472 -2.78476
1770 2.47452 -2.7043
1771 2.49938 -2.62212
1772 2.519 -2.53846
1773 2.53312 -2.45361
1774 2.54144 -2.3679
1775 2.54366 -2.28171
1776 2.53948 -2.19548
1777 2.52859 -2.10972
1778 2.51068 -2.02502
1779 2.48549 -1.94207
1780 2.45276 -1.8617
1781 2.41231 -1.78489
1782 2.36408 -1.7128
1783 2.30815 -1.64679
1784 2.24484 -1.5885
1785 2.17483 -1.53983
1786 2.09926 -1.50297
1787 2.01989 -1.48032
1788 1.93918 -1.47433
1789 1.86027 -1.48712
1790 1.78679 -1.51989
1791 1.72248 -1.57217
1792 1.67066 -1.64142
1793 1.63386 -1.7232
1794 1.61351 -1.81216
1795 1.60992 -1.90319
1796 1.62235 -1.99214
1797 1.64937 -2.07605
1798 1.68912 -2.15304
1799 1.73967 -2.22202
1800 1.79911 -2.28246
1801 1.86573 -2.3342
1802 1.93801 -2.37731
1803 2.01463 -2.412
1804 2.09449 -2.43858
1805 2.17662 -2.45738
1806 2.26022 -2.46877
1807 2.34461 -2.47311
1808 2.42921 -2.47078
1809 2.51351 -2.46212
1810 2.59708 -2.44747
1811 2.67956 -2.42717
1812 2.76062 -2.40153
1813 2.83998 -2.37084
1814 2.9174 -2.33538
1815 2.99266 -2.29543
1816 3.06556 -2.25124
1817 3.13594 -2.20306
1818 3.20363 -2.15113
1819 3.2685 -2.09566
1820 3.33041 -2.03688
1821 3.38926 -1.97501
1822 3.44493 -1.91024
1823 3.49731 -1.84277
1824 3.54633 -1.7728
1825 3.59188 -1.70051
1826 3.63388 -1.6261
1827 3.67226 -1.54975
1828 3.70693 -1.47164
1829 3.73783 -1.39195
1830 3.76488 -1.31087
1831 3.78802 -1.22858
1832 3.80718 -1.14527
1833 3.82229 -1.06113
1834 3.8333 -0.97634
1835 3.84013 -0.891104
1836 3.84274 -0.805623
1837 3.84106 -0.720104
1838 3.83503 -0.634766
1839 3.8246 -0.549832
1840 3.80973 -0.46554
1841 3.79035 -0.382138
1842 3.76643 -0.29989
1843 3.73792 -0.219076
1844 3.7048 -0.139992
1845 3.66703 -0.0629589
1846 3.6246 0.0116805
1847 3.5775 0.0835553
1848 3.52576 0.152264
1849 3.46941 0.217369
1850 3.40851 0.278395
1851 3.34318 0.334821
1852 3.27357 0.386079
1853 3.1999 0.431544
1854 3.12248 0.470539
1855 3.04174 0.502322
1856 2.95826 0.526097
1857 2.8728 0.541016
1858 2.78642 0.546198
1859 2.70051 0.540761
1860 2.61688 0.523879
1861 2.53789 0.494875
1862 2.46647 0.453353
1863 2.40605 0.399391
1864 2.36035 0.333776
1865 2.33276 0.25828
1866 2.32557 0.175861
1867 2.33932 0.0906513
1868 2.3726 0.00750763
1869 2.42257 -0.0688212
1870 2.48571 -0.134542
1871 2.55851 -0.187261
1872 2.63781 -0.225946
1873 2.72095 -0.250596
1874 2.80576 -0.261864
1875 2.89055 -0.260747
1876 2.97401 -0.248383
1877 3.05512 -0.225924
1878 3.13313 -0.194473
1879 3.20748 -0.155053
1880 3.27777 -0.108594
1881 3.34369 -0.0559353
1882 3.40504 0.00216695
1883 3.46168 0.0650353
1884 3.51352 0.13206
1885 3.56052 0.202694
1886 3.60266 0.27644
1887 3.63993 0.352848
1888 3.67238 0.431509
1889 3.70002 0.512047
1890 3.72291 0.594118
1891 3.7411 0.677403
1892 3.75464 0.761607
1893 3.76362 0.846453
1894 3.76808 0.931683
1895 3.76811 1.01705
1896 3.76377 1.10233
1897 3.75514 1.1873
1898 3.7423 1.27175
1899 3.72531 1.35547
1900 3.70426 1.43828
1901 3.67922 1.51997
1902 3.65028 1.60038
1903 3.61752 1.67931
1904 3.58101 1.75659
1905 3.54084 1.83203
1906 3.4971 1.90547
1907 3.44988 1.97673
1908 3.39927 2.04563
1909 3.34537 2.112
1910 3.28827 2.17565
1911 3.22809 2.23641
1912 3.16492 2.29408
1913 3.0989 2.34848
1914 3.03014 2.39942
1915 2.95878 2.44669
1916 2.88497 2.49009
1917 2.80888 2.52941
1918 2.73066 2.56441
1919 2.65052 2.59489
1920 2.56867 2.62059
1921 2.48534 2.64127
1922 2.40081 2.65668
1923 2.31537 2.66654
1924 2.22936 2.6706
1925 2.14318 2.66856
1926 2.05727 2.66015
1927 1.97215 2.6451
1928 1.88842 2.62313
1929 1.80678 2.594
1930 1.72806 2.55751
1931 1.65322 2.51353
1932 1.58341 2.46204
1933 1.51996 2.40317
1934 1.46447 2.33731
1935 1.41878 2.26521
1936 1.38497 2.18809
1937 1.36535 2.10775
1938 1.36222 2.02674
1939 1.37759 1.94824
1940 1.41256 1.87594
1941 1.46665 1.81354
1942 1.53733 1.76431
1943 1.62017 1.7306
1944 1.70977 1.71366
1945 1.80095 1.71361
1946 1.88948 1.72957
1947 1.97239 1.75999
1948 2.0478 1.80292
1949 2.11467 1.85637
1950 2.17254 1.91839
1951 2.22132 1.98725
1952 2.26113 2.0614
1953 2.29227 2.13954
1954 2.31509 2.22054
1955 2.32997 2.30346
1956 2.33733 2.38751
1957 2.33758 2.472
1958 2.33111 2.55636
1959 2.31831 2.64012
1960 2.29954 2.72285
1961 2.27515 2.80421
1962 2.24547 2.88387
1963 2.21082 2.96158
1964 2.1715 3.0371
1965 2.12778 3.11023
1966 2.07994 3.18079
1967 2.02823 3.24861
1968 1.9729 3.31355
1969 1.91419 3.37549
1970 1.85231 3.43431
1971 1.78749 3.48989
1972 1.71994 3.54215
1973 1.64986 3.59099
1974 1.57745 3.63632
1975 1.50291 3.67808
1976 1.42643 3.71618
1977 1.3482 3.75056
1978 1.2684 3.78115
1979 1.18722 3.80789
1980 1.10485 3.83071
1981 1.02148 3.84956
1982 0.937292 3.86439
1983 0.852479 3.87514
1984 0.767236 3.88175
1985 0.681762 3.88418
1986 0.596261 3.88238
1987 0.510944 3.8763
1988 0.42603 3.8659
1989 0.341745 3.85113
1990 0.258328 3.83195
1991 0.176028 3.80834
1992 0.0951106 3.78026
1993 0.015854 3.74768
1994 -0.0614436 3.71059
1995 -0.136464 3.66897
1996 -0.208867 3.62284
1997 -0.278283 3.5722
1998 -0.344316 3.5171
1999 -0.406535 3.45759
2000 -0.464473 3.39376
