n   x   y
1148 -0.316019 2.85054
1149 -0.327748 2.82036
1150 -0.33559 2.78907
1151 -0.339289 2.75723
1152 -0.338645 2.72545
1153 -0.333527 2.69441
1154 -0.323894 2.66485
1155 -0.309813 2.63755
1156 -0.291481 2.61331
1157 -0.269239 2.59291
1158 -0.24359 2.57704
1159 -0.215194 2.56628
1160 -0.184859 2.56105
1161 -0.153508 2.56154
1162 -0.122141 2.56773
1163 -0.0917704 2.57937
1164 -0.0633645 2.596
1165 -0.0377897 2.61702
1166 -0.0157673 2.64171
1167 0.00215153 2.66929
1168 0.0155928 2.69897
1169 0.0243515 2.72996
1170 0.0283731 2.76153
1171 0.0277295 2.79302
1172 0.0225937 2.8238
1173 0.0132164 2.85334
1174 -9.47903e-05 2.88118
1175 -0.0169925 2.90691
1176 -0.0371026 2.93018
1177 -0.0600347 2.95073
1178 -0.0853893 2.9683
1179 -0.112763 2.98273
1180 -0.141753 2.99385
1181 -0.171957 3.00158
1182 -0.202977 3.00583
1183 -0.234417 3.00658
1184 -0.265888 3.00382
1185 -0.297002 2.99759
1186 -0.327377 2.98793
1187 -0.356632 2.97495
1188 -0.384393 2.95877
1189 -0.410289 2.93956
1190 -0.433955 2.91752
1191 -0.455035 2.8929
1192 -0.473183 2.86599
1193 -0.488069 2.83715
1194 -0.499384 2.80678
1195 -0.50685 2.77534
1196 -0.510228 2.74338
1197 -0.509331 2.71149
1198 -0.50404 2.68034
1199 -0.49432 2.65065
1200 -0.480242 2.62319
1201 -0.461997 2.59874
1202 -0.439918 2.57807
1203 -0.414487 2.56188
1204 -0.386341 2.55078
1205 -0.35626 2.54519
1206 -0.325143 2.54535
1207 -0.293968 2.55126
1208 -0.263738 2.56269
1209 -0.23542 2.57921
1210 -0.209891 2.60022
1211 -0.187889 2.62497
1212 -0.169986 2.65267
1213 -0.156576 2.6825
1214 -0.147878 2.71367
1215 -0.143957 2.7454
1216 -0.144745 2.77701
1217 -0.150065 2.80787
1218 -0.159661 2.83742
1219 -0.173214 2.86519
1220 -0.190366 2.89078
1221 -0.21073 2.91384
1222 -0.233901 2.93408
1223 -0.259469 2.9513
1224 -0.287019 2.9653
1225 -0.316139 2.97595
1226 -0.346419 2.98315
1227 -0.377455 2.98686
1228 -0.408849 2.98704
1229 -0.440207 2.9837
1230 -0.471144 2.97689
1231 -0.501278 2.96668
1232 -0.530235 2.95317
1233 -0.557645 2.93649
1234 -0.583146 2.91683
1235 -0.606383 2.89439
1236 -0.627011 2.86942
1237 -0.644698 2.84223
1238 -0.659127 2.81315
1239 -0.670005 2.78259
1240 -0.677069 2.75101
1241 -0.680095 2.71894
1242 -0.67891 2.68696
1243 -0.673406 2.65571
1244 -0.663557 2.62591
1245 -0.649437 2.59831
1246 -0.631236 2.57366
1247 -0.609275 2.55273
1248 -0.584024 2.53624
1249 -0.556096 2.52478
1250 -0.526249 2.51882
1251 -0.495355 2.51862
1252 -0.464372 2.52422
1253 -0.434289 2.53541
1254 -0.40607 2.55178
1255 -0.380598 2.57272
1256 -0.358626 2.5975
1257 -0.340744 2.6253
1258 -0.327366 2.65528
1259 -0.318726 2.68662
1260 -0.314899 2.71851
1261 -0.315822 2.75025
1262 -0.321317 2.78119
1263 -0.331121 2.81077
1264 -0.344906 2.83849
1265 -0.362302 2.86395
1266 -0.382908 2.8868
1267 -0.406309 2.90677
1268 -0.43208 2.92364
1269 -0.459797 2.93722
1270 -0.489038 2.94741
1271 -0.519384 2.9541
1272 -0.550427 2.95727
1273 -0.581764 2.95689
1274 -0.613 2.95299
1275 -0.64375 2.94561
1276 -0.673634 2.93485
1277 -0.702282 2.92081
1278 -0.72933 2.90365
1279 -0.754424 2.88355
1280 -0.777218 2.86071
1281 -0.79738 2.8354
1282 -0.814588 2.80792
1283 -0.828541 2.77862
1284 -0.838961 2.74788
1285 -0.845598 2.71617
1286 -0.848243 2.684
1287 -0.846738 2.65194
1288 -0.840985 2.62062
1289 -0.830968 2.59073
1290 -0.816764 2.56299
1291 -0.798562 2.53817
1292 -0.776677 2.51701
1293 -0.751566 2.50022
1294 -0.723823 2.48841
1295 -0.694183 2.48208
1296 -0.663496 2.4815
1297 -0.632697 2.48674
1298 -0.602762 2.49765
1299 -0.574648 2.51381
1300 -0.549242 2.53465
1301 -0.527308 2.55943
1302 -0.509454 2.5873
1303 -0.496109 2.61741
1304 -0.487525 2.64891
1305 -0.483788 2.68097
1306 -0.484839 2.71285
1307 -0.4905 2.74388
1308 -0.500502 2.77349
1309 -0.51451 2.80118
1310 -0.532139 2.82653
1311 -0.552979 2.8492
1312 -0.5766 2.8689
1313 -0.602566 2.88543
1314 -0.630441 2.89861
1315 -0.659793 2.90834
1316 -0.690197 2.91454
1317 -0.721238 2.91718
1318 -0.752509 2.91625
1319 -0.783614 2.91179
1320 -0.814167 2.90386
1321 -0.843791 2.89255
1322 -0.872119 2.878
1323 -0.898795 2.86036
1324 -0.92347 2.83981
1325 -0.94581 2.81659
1326 -0.965491 2.79095
1327 -0.982207 2.76319
1328 -0.995667 2.73367
1329 -1.00561 2.70277
1330 -1.0118 2.67094
1331 -1.01403 2.63868
1332 -1.01218 2.60656
1333 -1.00614 2.57518
1334 -0.995921 2.54522
1335 -0.981592 2.51738
1336 -0.963347 2.49241
1337 -0.941497 2.47103
1338 -0.916484 2.45396
1339 -0.88889 2.44182
1340 -0.859428 2.43509
1341 -0.828926 2.43412
1342 -0.7983 2.43899
1343 -0.768508 2.44957
1344 -0.740502 2.46549
1345 -0.715167 2.48619
1346 -0.693278 2.51091
1347 -0.675455 2.53883
1348 -0.662147 2.56905
1349 -0.653618 2.60069
1350 -0.649967 2.63291
1351 -0.651139 2.66493
1352 -0.656958 2.69608
1353 -0.667151 2.72574
1354 -0.681371 2.75341
1355 -0.699226 2.77866
1356 -0.720291 2.80115
1357 -0.744124 2.82061
1358 -0.770276 2.83682
1359 -0.798301 2.84962
1360 -0.827757 2.85891
1361 -0.858211 2.86462
1362 -0.889242 2.86674
1363 -0.920439 2.86527
1364 -0.951404 2.86025
1365 -0.981751 2.85178
1366 -1.01111 2.83994
1367 -1.03911 2.82488
1368 -1.0654 2.80677
1369 -1.08964 2.78579
1370 -1.11152 2.76219
1371 -1.13071 2.73622
1372 -1.14691 2.7082
1373 -1.15987 2.67846
1374 -1.16931 2.64741
1375 -1.17503 2.61547
1376 -1.17684 2.58314
1377 -1.1746 2.55097
1378 -1.16826 2.51956
1379 -1.15779 2.48955
1380 -1.1433 2.46163
1381 -1.12497 2.43653
1382 -1.10312 2.41497
1383 -1.07816 2.39764
1384 -1.05068 2.38517
1385 -1.02136 2.37807
1386 -0.99102 2.37668
1387 -0.96055 2.38115
1388 -0.930893 2.39138
1389 -0.902991 2.40702
1390 -0.877729 2.42753
1391 -0.855888 2.45216
1392 -0.838102 2.48009
1393 -0.824831 2.51039
1394 -0.816356 2.54216
1395 -0.812787 2.57454
1396 -0.814076 2.60671
1397 -0.820047 2.63796
1398 -0.830421 2.66768
1399 -0.844847 2.69535
1400 -0.86292 2.72053
1401 -0.884202 2.74287
1402 -0.908239 2.76209
1403 -0.934571 2.77799
1404 -0.962739 2.79042
1405 -0.992291 2.79929
1406 -1.02279 2.80453
1407 -1.0538 2.80613
1408 -1.08492 2.80413
1409 -1.11573 2.79858
1410 -1.14587 2.78957
1411 -1.17494 2.77721
1412 -1.20261 2.76165
1413 -1.22851 2.74307
1414 -1.25232 2.72167
1415 -1.27371 2.6977
1416 -1.2924 2.67142
1417 -1.30808 2.64314
1418 -1.32051 2.6132
1419 -1.32944 2.582
1420 -1.33467 2.54997
1421 -1.33603 2.51758
1422 -1.33339 2.48539
1423 -1.3267 2.45395
1424 -1.31597 2.42392
1425 -1.30128 2.39595
1426 -1.28283 2.37075
1427 -1.26093 2.34903
1428 -1.23599 2.33147
1429 -1.20858 2.31869
1430 -1.17938 2.31122
1431 -1.14917 2.30943
1432 -1.11883 2.31349
1433 -1.0893 2.32332
1434 -1.06149 2.33864
1435 -1.0363 2.35891
1436 -1.01451 2.38342
1437 -0.996758 2.41132
1438 -0.983525 2.44167
1439 -0.975105 2.47356
1440 -0.971615 2.50607
1441 -0.973015 2.53839
1442 -0.979131 2.56976
1443 -0.989682 2.59956
1444 -1.00431 2.62724
1445 -1.02259 2.65235
1446 -1.04408 2.67455
1447 -1.06832 2.69356
1448 -1.09482 2.70918
1449 -1.12313 2.72125
1450 -1.15277 2.72971
1451 -1.1833 2.73449
1452 -1.21429 2.7356
1453 -1.24532 2.73308
1454 -1.27598 2.727
1455 -1.30589 2.71746
1456 -1.33469 2.70459
1457 -1.362 2.68854
1458 -1.3875 2.66951
1459 -1.41086 2.6477
1460 -1.43177 2.62336
1461 -1.44994 2.59677
1462 -1.4651 2.56824
1463 -1.47699 2.53812
1464 -1.48539 2.50678
1465 -1.49012 2.47466
1466 -1.491 2.44224
1467 -1.48794 2.41003
1468 -1.48088 2.3786
1469 -1.46985 2.34857
1470 -1.45493 2.32058
1471 -1.43633 2.29531
1472 -1.41434 2.27346
1473 -1.38939 2.25569
1474 -1.36202 2.24264
1475 -1.33289 2.23482
1476 -1.30278 2.23262
1477 -1.27255 2.23625
1478 -1.24311 2.24568
1479 -1.21539 2.26064
1480 -1.19027 2.28064
1481 -1.16852 2.30497
1482 -1.15081 2.33279
1483 -1.13761 2.36317
1484 -1.12924 2.39515
1485 -1.12583 2.42779
1486 -1.12734 2.46025
1487 -1.1336 2.49175
1488 -1.14432 2.52163
1489 -1.15913 2.54933
1490 -1.17762 2.57441
1491 -1.19932 2.59649
1492 -1.22375 2.6153
1493 -1.25042 2.63064
1494 -1.27886 2.64238
1495 -1.30858 2.65043
1496 -1.33915 2.65477
1497 -1.37011 2.6554
1498 -1.40104 2.65238
1499 -1.43154 2.64578
1500 -1.46123 2.63573
1501 -1.48973 2.62235
1502 -1.51669 2.60582
1503 -1.54178 2.58634
1504 -1.56469 2.56413
1505 -1.5851 2.53944
1506 -1.60275 2.51256
1507 -1.61736 2.48379
1508 -1.6287 2.45348
1509 -1.63657 2.42203
1510 -1.64077 2.38984
1511 -1.64116 2.35739
1512 -1.63765 2.32519
1513 -1.63021 2.29378
1514 -1.61884 2.26377
1515 -1.60367 2.23578
1516 -1.58488 2.21048
1517 -1.56277 2.18853
1518 -1.53777 2.1706
1519 -1.5104 2.15729
1520 -1.48131 2.14915
1521 -1.45127 2.14656
1522 -1.42112 2.14977
1523 -1.39177 2.15877
1524 -1.36412 2.17334
1525 -1.33904 2.19303
1526 -1.31734 2.21714
1527 -1.29966 2.24485
1528 -1.28649 2.27521
1529 -1.27817 2.30724
1530 -1.27483 2.34
1531 -1.27644 2.3726
1532 -1.28284 2.40422
1533 -1.29372 2.4342
1534 -1.30873 2.46194
1535 -1.32742 2.48698
1536 -1.34932 2.50896
1537 -1.37393 2.52759
1538 -1.40077 2.54268
1539 -1.42933 2.5541
1540 -1.45914 2.56177
1541 -1.48973 2.56568
1542 -1.52066 2.56585
1543 -1.55149 2.56233
1544 -1.58182 2.55523
1545 -1.61128 2.54467
1546 -1.63948 2.5308
1547 -1.66608 2.51381
1548 -1.69076 2.49389
1549 -1.7132 2.47129
1550 -1.73311 2.44626
1551 -1.75022 2.41909
1552 -1.76429 2.39009
1553 -1.77507 2.35962
1554 -1.78238 2.32805
1555 -1.78604 2.29581
1556 -1.78593 2.26335
1557 -1.78196 2.23117
1558 -1.7741 2.19981
1559 -1.76239 2.16984
1560 -1.74693 2.14189
1561 -1.72792 2.11658
1562 -1.70567 2.09457
1563 -1.68058 2.0765
1564 -1.65318 2.06298
1565 -1.6241 2.05453
1566 -1.5941 2.05158
1567 -1.564 2.05436
1568 -1.5347 2.06293
1569 -1.5071 2.0771
1570 -1.48206 2.09643
1571 -1.46038 2.12028
1572 -1.44272 2.14783
1573 -1.42959 2.17813
1574 -1.42132 2.2102
1575 -1.41804 2.24306
1576 -1.41975 2.27577
1577 -1.42628 2.30753
1578 -1.43732 2.3376
1579 -1.45251 2.36539
1580 -1.4714 2.39042
1581 -1.49349 2.41231
1582 -1.51829 2.43079
1583 -1.54529 2.44564
1584 -1.57398 2.45676
1585 -1.60386 2.46407
1586 -1.63448 2.46756
1587 -1.66536 2.46727
1588 -1.69609 2.46328
1589 -1.72626 2.45569
1590 -1.75547 2.44464
1591 -1.78337 2.43029
1592 -1.80961 2.41284
1593 -1.83387 2.3925
1594 -1.85584 2.36951
1595 -1.87524 2.34415
1596 -1.89181 2.3167
1597 -1.90531 2.28749
1598 -1.91553 2.25686
1599 -1.92227 2.22519
1600 -1.92539 2.19291
1601 -1.92476 2.16045
1602 -1.92031 2.12832
1603 -1.91202 2.09702
1604 -1.89993 2.06713
1605 -1.88417 2.03923
1606 -1.86492 2.01395
1607 -1.84249 1.99192
1608 -1.81728 1.97375
1609 -1.78982 1.96005
1610 -1.76072 1.95134
1611 -1.73072 1.94804
1612 -1.70065 1.95042
1613 -1.67138 1.95855
1614 -1.6438 1.97229
1615 -1.61878 1.99124
1616 -1.59711 2.01479
1617 -1.57947 2.04214
1618 -1.56635 2.07235
1619 -1.55811 2.10442
1620 -1.5549 2.13734
1621 -1.5567 2.17016
1622 -1.56335 2.20204
1623 -1.57456 2.23221
1624 -1.58993 2.26006
1625 -1.609 2.2851
1626 -1.63129 2.30692
1627 -1.65628 2.32525
1628 -1.68343 2.33989
1629 -1.71224 2.35072
1630 -1.74221 2.35768
1631 -1.77284 2.36078
1632 -1.80369 2.36006
1633 -1.83431 2.3556
1634 -1.8643 2.34753
1635 -1.89327 2.336
1636 -1.92086 2.32118
1637 -1.94673 2.30329
1638 -1.97056 2.28254
1639 -1.99206 2.25918
1640 -2.01095 2.2335
1641 -2.02697 2.20579
1642 -2.0399 2.17637
1643 -2.04954 2.14559
1644 -2.05571 2.11384
1645 -2.05827 2.08153
1646 -2.0571 2.04909
1647 -2.05216 2.01702
1648 -2.04343 1.98581
1649 -2.03095 1.95601
1650 -2.01485 1.9282
1651 -1.99534 1.90298
1652 -1.97271 1.88095
1653 -1.94736 1.86273
1654 -1.9198 1.84889
1655 -1.89065 1.83995
1656 -1.86063 1.83633
1657 -1.83055 1.83832
1658 -1.80128 1.84603
1659 -1.7737 1.85933
1660 -1.74868 1.87788
1661 -1.72701 1.90109
1662 -1.70936 1.9282
1663 -1.69625 1.95827
1664 -1.68804 1.9903
1665 -1.68488 2.02327
1666 -1.68677 2.05619
1667 -1.69354 2.08817
1668 -1.70489 2.11845
1669 -1.72044 2.14637
1670 -1.7397 2.17142
1671 -1.76219 2.19319
1672 -1.78735 2.2114
1673 -1.81467 2.22584
1674 -1.8436 2.2364
1675 -1.87364 2.24303
1676 -1.90429 2.24575
1677 -1.93509 2.24461
1678 -1.96561 2.2397
1679 -1.99542 2.23117
1680 -2.02415 2.21917
1681 -2.05143 2.2039
1682 -2.07693 2.18557
1683 -2.10033 2.16442
1684 -2.12134 2.14071
1685 -2.13971 2.11472
1686 -2.15518 2.08675
1687 -2.16754 2.05713
1688 -2.17659 2.02623
1689 -2.18218 1.9944
1690 -2.18417 1.96208
1691 -2.18246 1.92968
1692 -2.17701 1.89768
1693 -2.16782 1.86657
1694 -2.15493 1.8369
1695 -2.13849 1.8092
1696 -2.11869 1.78407
1697 -2.09584 1.76209
1698 -2.07032 1.74385
1699 -2.04265 1.72991
1700 -2.01342 1.72078
1701 -1.98335 1.71688
1702 -1.95323 1.71852
1703 -1.92393 1.7258
1704 -1.89633 1.73867
1705 -1.87128 1.7568
1706 -1.84958 1.77965
1707 -1.8319 1.80648
1708 -1.81879 1.83637
1709 -1.81059 1.86832
1710 -1.80747 1.9013
1711 -1.80944 1.93429
1712 -1.81632 1.96637
1713 -1.82782 1.99675
1714 -1.84354 2.02475
1715 -1.863 2.04982
1716 -1.88567 2.07156
1717 -1.91102 2.08966
1718 -1.93849 2.10392
1719 -1.96754 2.11423
1720 -1.99765 2.12056
1721 -2.02833 2.12291
1722 -2.05909 2.12136
1723 -2.0895 2.11602
1724 -2.11913 2.10704
1725 -2.14762 2.09459
1726 -2.17458 2.07888
1727 -2.1997 2.06013
1728 -2.22267 2.03859
1729 -2.2432 2.01453
1730 -2.26104 1.98824
1731 -2.27595 1.96003
1732 -2.28773 1.93024
1733 -2.29619 1.89921
1734 -2.30119 1.86733
1735 -2.3026 1.835
1736 -2.30035 1.80265
1737 -2.29438 1.77075
1738 -2.28471 1.73977
1739 -2.27141 1.71024
1740 -2.2546 1.68268
1741 -2.2345 1.65767
1742 -2.2114 1.63578
1743 -2.1857 1.61755
1744 -2.15788 1.60355
1745 -2.12855 1.59428
1746 -2.09841 1.59014
1747 -2.06824 1.59145
1748 -2.03888 1.59834
1749 -2.01122 1.61077
1750 -1.98612 1.62847
1751 -1.96436 1.65094
1752 -1.94664 1.67745
1753 -1.9335 1.70713
1754 -1.92529 1.73897
1755 -1.92221 1.77191
1756 -1.92424 1.80495
1757 -1.93123 1.83712
1758 -1.94287 1.8676
1759 -1.95875 1.89567
1760 -1.9784 1.92078
1761 -2.00126 1.9425
1762 -2.02679 1.96051
1763 -2.05442 1.97461
1764 -2.0836 1.98469
1765 -2.11379 1.99072
1766 -2.14448 1.99273
1767 -2.1752 1.99079
1768 -2.2055 1.98504
1769 -2.23496 1.97562
1770 -2.26319 1.96274
1771 -2.28985 1.94659
1772 -2.31459 1.92744
1773 -2.33712 1.90552
1774 -2.35716 1.88113
1775 -2.37447 1.85456
1776 -2.38882 1.82612
1777 -2.40002 1.79615
1778 -2.40789 1.76501
1779 -2.41229 1.73309
1780 -2.41312 1.70077
1781 -2.4103 1.66849
1782 -2.40381 1.63669
1783 -2.39365 1.60586
1784 -2.37992 1.5765
1785 -2.36274 1.54911
1786 -2.34232 1.52426
1787 -2.31896 1.50247
1788 -2.29305 1.48431
1789 -2.26508 1.4703
1790 -2.23562 1.46091
1791 -2.20538 1.45658
1792 -2.17513 1.4576
1793 -2.1457 1.46413
1794 -2.11796 1.47614
1795 -2.09277 1.49341
1796 -2.07094 1.51547
1797 -2.05315 1.54164
1798 -2.03995 1.57107
1799 -2.03172 1.60275
1800 -2.02864 1.63564
1801 -2.03073 1.66869
1802 -2.03781 1.70093
1803 -2.04959 1.7315
1804 -2.06563 1.75965
1805 -2.08546 1.7848
1806 -2.10851 1.80651
1807 -2.13423 1.82444
1808 -2.16202 1.8384
1809 -2.19132 1.84827
1810 -2.22159 1.85403
1811 -2.25231 1.85571
1812 -2.28299 1.8534
1813 -2.31318 1.84725
1814 -2.34246 1.83741
1815 -2.37045 1.8241
1816 -2.39679 1.80755
1817 -2.42115 1.78799
1818 -2.44325 1.76572
1819 -2.4628 1.741
1820 -2.47958 1.71415
1821 -2.49337 1.6855
1822 -2.50397 1.65537
1823 -2.51124 1.62414
1824 -2.51504 1.59218
1825 -2.51528 1.55989
1826 -2.5119 1.52769
1827 -2.50487 1.49603
1828 -2.49423 1.46536
1829 -2.48005 1.43618
1830 -2.46248 1.40899
1831 -2.44173 1.38432
1832 -2.4181 1.36268
1833 -2.39197 1.34462
1834 -2.36382 1.33063
1835 -2.33423 1.32119
1836 -2.30387 1.3167
1837 -2.27351 1.31747
1838 -2.24398 1.32367
1839 -2.21614 1.33529
1840 -2.19085 1.35214
1841 -2.16891 1.37378
1842 -2.15102 1.39959
1843 -2.13774 1.42872
1844 -2.12946 1.46021
1845 -2.12637 1.49301
1846 -2.12849 1.52605
1847 -2.13566 1.55834
1848 -2.14756 1.58898
1849 -2.16376 1.61721
1850 -2.18377 1.64241
1851 -2.20701 1.66412
1852 -2.23291 1.68199
1853 -2.26086 1.69583
1854 -2.29029 1.7055
1855 -2.32065 1.71101
1856 -2.35139 1.71237
1857 -2.38204 1.70971
1858 -2.41213 1.70317
1859 -2.44124 1.69293
1860 -2.46898 1.67921
1861 -2.495 1.66226
1862 -2.51899 1.64232
1863 -2.54064 1.6197
1864 -2.55971 1.59467
1865 -2.57596 1.56756
1866 -2.58917 1.5387
1867 -2.59919 1.50844
1868 -2.60586 1.47712
1869 -2.60906 1.44514
1870 -2.6087 1.41289
1871 -2.60475 1.38079
1872 -2.59718 1.34927
1873 -2.58604 1.31878
1874 -2.57141 1.28981
1875 -2.55344 1.26284
1876 -2.53235 1.23838
1877 -2.50844 1.21693
1878 -2.48207 1.199
1879 -2.45373 1.18508
1880 -2.42399 1.17563
1881 -2.3935 1.17103
1882 -2.36303 1.1716
1883 -2.33338 1.1775
1884 -2.30541 1.18875
1885 -2.27999 1.20519
1886 -2.25791 1.22642
1887 -2.23989 1.25185
1888 -2.22651 1.28067
1889 -2.21815 1.31193
1890 -2.21503 1.34459
1891 -2.21717 1.37759
1892 -2.22439 1.40991
1893 -2.2364 1.44061
1894 -2.25276 1.46891
1895 -2.27294 1.49416
1896 -2.29638 1.51588
1897 -2.32246 1.53371
1898 -2.35058 1.54743
1899 -2.38014 1.55693
1900 -2.41058 1.5622
1901 -2.44136 1.56327
1902 -2.47198 1.56027
1903 -2.50197 1.55336
1904 -2.5309 1.54274
1905 -2.55841 1.52862
1906 -2.58412 1.51128
1907 -2.60772 1.49098
1908 -2.62894 1.46802
1909 -2.64752 1.44269
1910 -2.66323 1.41534
1911 -2.67588 1.38629
1912 -2.68531 1.35589
1913 -2.69137 1.3245
1914 -2.69396 1.29251
1915 -2.69301 1.26032
1916 -2.68848 1.22833
1917 -2.68037 1.19697
1918 -2.66872 1.16669
1919 -2.65364 1.13794
1920 -2.63526 1.11122
1921 -2.61383 1.08699
1922 -2.58962 1.06576
1923 -2.56301 1.048
1924 -2.53448 1.03419
1925 -2.50457 1.02477
1926 -2.47394 1.02011
1927 -2.44333 1.02052
1928 -2.41355 1.02616
1929 -2.38544 1.03709
1930 -2.35986 1.05313
1931 -2.33762 1.07396
1932 -2.31945 1.09899
1933 -2.30592 1.12748
1934 -2.29746 1.15848
1935 -2.29428 1.19098
1936 -2.29641 1.22391
1937 -2.30368 1.25622
1938 -2.31579 1.28697
1939 -2.33228 1.31533
1940 -2.35264 1.34063
1941 -2.37626 1.36236
1942 -2.40252 1.38016
1943 -2.43081 1.39379
1944 -2.46052 1.40313
1945 -2.49105 1.40818
1946 -2.52187 1.40898
1947 -2.55246 1.40566
1948 -2.58236 1.39839
1949 -2.61113 1.3874
1950 -2.63839 1.3729
1951 -2.66379 1.35519
1952 -2.68703 1.33453
1953 -2.70781 1.31125
1954 -2.7259 1.28564
1955 -2.74108 1.25805
1956 -2.75316 1.22882
1957 -2.76199 1.1983
1958 -2.76745 1.16686
1959 -2.76944 1.13487
1960 -2.76789 1.10275
1961 -2.76278 1.07088
1962 -2.75412 1.0397
1963 -2.74196 1.00964
1964 -2.72641 0.981142
1965 -2.70763 0.95468
1966 -2.68584 0.930719
1967 -2.66133 0.90973
1968 -2.63447 0.892182
1969 -2.60573 0.878525
1970 -2.57565 0.869177
1971 -2.54487 0.864505
1972 -2.51412 0.864798
1973 -2.48419 0.870236
1974 -2.45593 0.880864
1975 -2.43018 0.896554
1976 -2.40776 0.916984
1977 -2.3894 0.941628
1978 -2.37571 0.96976
1979 -2.3671 1.00048
1980 -2.36383 1.03279
1981 -2.36592 1.06561
1982 -2.37321 1.09789
1983 -2.3854 1.12866
1984 -2.40202 1.15707
1985 -2.42254 1.18242
1986 -2.44634 1.20418
1987 -2.4728 1.22195
1988 -2.50126 1.2355
1989 -2.53111 1.2447
1990 -2.56175 1.24954
1991 -2.59261 1.25008
1992 -2.62318 1.24646
1993 -2.65299 1.23886
1994 -2.6816 1.2275
1995 -2.70863 1.21265
1996 -2.73373 1.19457
1997 -2.75659 1.17358
1998 -2.77694 1.14998
1999 -2.79455 1.12411
2000 -2.80919 1.09629
