0 -0.000266941 -3
1 0.00274033 -3.00798
2 0.0058371 -3.01593
3 0.00902225 -3.02385
4 0.0122947 -3.03172
5 0.0156534 -3.03957
6 0.0190973 -3.04737
7 0.0226252 -3.05514
8 0.0262362 -3.06287
9 0.0299292 -3.07056
10 0.0337032 -3.07821
11 0.0375571 -3.08582
12 0.04149 -3.09339
13 0.0455008 -3.10092
14 0.0495885 -3.1084
15 0.0537522 -3.11585
16 0.0579908 -3.12325
17 0.0623035 -3.13061
18 0.0666892 -3.13793
19 0.071147 -3.1452
20 0.075676 -3.15243
21 0.0802752 -3.15962
22 0.0849437 -3.16676
23 0.0896807 -3.17385
24 0.0944851 -3.1809
25 0.0993562 -3.18791
26 0.104293 -3.19486
27 0.109295 -3.20178
28 0.11436 -3.20864
29 0.119489 -3.21546
30 0.12468 -3.22223
31 0.129933 -3.22895
32 0.135246 -3.23563
33 0.140619 -3.24226
34 0.146051 -3.24884
35 0.151542 -3.25537
36 0.157089 -3.26185
37 0.162694 -3.26829
38 0.168354 -3.27467
39 0.174069 -3.28101
40 0.179839 -3.28729
41 0.185662 -3.29353
42 0.191538 -3.29972
43 0.197466 -3.30586
44 0.203446 -3.31194
45 0.209476 -3.31798
46 0.215557 -3.32397
47 0.221686 -3.32991
48 0.227864 -3.3358
49 0.23409 -3.34163
50 0.240363 -3.34742
51 0.246683 -3.35315
52 0.253049 -3.35884
53 0.259459 -3.36447
54 0.265915 -3.37006
55 0.272414 -3.37559
56 0.278956 -3.38107
57 0.285542 -3.3865
58 0.292169 -3.39188
59 0.298837 -3.39721
60 0.305547 -3.40248
61 0.312296 -3.40771
62 0.319086 -3.41288
63 0.325914 -3.418
64 0.33278 -3.42307
65 0.339685 -3.42809
66 0.346627 -3.43306
67 0.353605 -3.43798
68 0.36062 -3.44284
69 0.36767 -3.44765
70 0.374755 -3.45242
71 0.381875 -3.45713
72 0.389029 -3.46178
73 0.396216 -3.46639
74 0.403436 -3.47095
75 0.410689 -3.47545
76 0.417973 -3.4799
77 0.425289 -3.4843
78 0.432636 -3.48865
79 0.440013 -3.49295
80 0.44742 -3.4972
81 0.454856 -3.50139
82 0.462321 -3.50553
83 0.469815 -3.50963
84 0.477336 -3.51367
85 0.484885 -3.51766
86 0.492461 -3.52159
87 0.500064 -3.52548
88 0.507693 -3.52931
89 0.515347 -3.5331
90 0.523026 -3.53683
91 0.530731 -3.54051
92 0.538459 -3.54414
93 0.546212 -3.54772
94 0.553988 -3.55125
95 0.561786 -3.55473
96 0.569608 -3.55816
97 0.577452 -3.56153
98 0.585317 -3.56486
99 0.593204 -3.56813
100 0.601112 -3.57135
101 0.60904 -3.57453
102 0.616988 -3.57765
103 0.624956 -3.58072
104 0.632944 -3.58374
105 0.64095 -3.58671
106 0.648975 -3.58963
107 0.657019 -3.5925
108 0.66508 -3.59532
109 0.673158 -3.59809
110 0.681254 -3.60081
111 0.689366 -3.60348
112 0.697495 -3.6061
113 0.705639 -3.60867
114 0.7138 -3.61119
115 0.721975 -3.61366
116 0.730166 -3.61608
117 0.738371 -3.61845
118 0.74659 -3.62077
119 0.754823 -3.62304
120 0.763069 -3.62527
121 0.771329 -3.62744
122 0.779602 -3.62956
123 0.787887 -3.63164
124 0.796184 -3.63366
125 0.804494 -3.63564
126 0.812814 -3.63757
127 0.821146 -3.63945
128 0.829489 -3.64128
129 0.837843 -3.64306
130 0.846206 -3.64479
131 0.85458 -3.64647
132 0.862963 -3.64811
133 0.871356 -3.6497
134 0.879758 -3.65124
135 0.888168 -3.65273
136 0.896587 -3.65417
137 0.905014 -3.65556
138 0.913449 -3.65691
