n	rho	drho
0 3 16
1 3.00032 15.8929
2 3.00064 15.7858
3 3.00095 15.6786
4 3.00126 15.5714
5 3.00157 15.4641
6 3.00188 15.3567
7 3.00219 15.2493
8 3.00249 15.1419
9 3.00279 15.0344
10 3.00309 14.9268
11 3.00339 14.8192
12 3.00369 14.7115
13 3.00398 14.6038
14 3.00427 14.4961
15 3.00456 14.3882
16 3.00485 14.2804
17 3.00513 14.1725
18 3.00541 14.0645
19 3.00569 13.9565
20 3.00597 13.8485
21 3.00625 13.7404
22 3.00652 13.6322
23 3.00679 13.524
24 3.00706 13.4158
25 3.00733 13.3075
26 3.00759 13.1992
27 3.00786 13.0908
28 3.00812 12.9824
29 3.00838 12.874
30 3.00863 12.7655
31 3.00889 12.657
32 3.00914 12.5484
33 3.00939 12.4398
34 3.00964 12.3312
35 3.00988 12.2225
36 3.01012 12.1138
37 3.01037 12.005
38 3.0106 11.8962
39 3.01084 11.7874
40 3.01108 11.6785
41 3.01131 11.5696
42 3.01154 11.4607
43 3.01177 11.3517
44 3.01199 11.2427
45 3.01222 11.1337
46 3.01244 11.0246
47 3.01266 10.9155
48 3.01288 10.8064
49 3.01309 10.6972
50 3.0133 10.5881
51 3.01351 10.4788
52 3.01372 10.3696
53 3.01393 10.2603
54 3.01413 10.151
55 3.01433 10.0417
56 3.01453 9.93234
57 3.01473 9.82295
58 3.01493 9.71354
59 3.01512 9.60411
60 3.01531 9.49465
61 3.0155 9.38516
62 3.01569 9.27566
63 3.01587 9.16612
64 3.01605 9.05657
65 3.01623 8.94699
66 3.01641 8.83739
67 3.01659 8.72777
68 3.01676 8.61813
69 3.01693 8.50847
70 3.0171 8.39879
71 3.01727 8.28909
72 3.01743 8.17937
73 3.01759 8.06963
74 3.01776 7.95987
75 3.01791 7.8501
76 3.01807 7.74031
77 3.01822 7.6305
78 3.01837 7.52068
79 3.01852 7.41084
80 3.01867 7.30099
81 3.01882 7.19112
82 3.01896 7.08123
83 3.0191 6.97134
84 3.01924 6.86143
85 3.01937 6.75151
86 3.01951 6.64157
87 3.01964 6.53163
88 3.01977 6.42167
89 3.0199 6.3117
90 3.02002 6.20172
91 3.02014 6.09174
92 3.02026 5.98174
93 3.02038 5.87173
94 3.0205 5.76172
95 3.02061 5.65169
96 3.02073 5.54166
97 3.02084 5.43163
98 3.02094 5.32158
99 3.02105 5.21153
100 3.02115 5.10148
101 3.02125 4.99142
102 3.02135 4.88135
103 3.02145 4.77129
104 3.02154 4.66121
105 3.02163 4.55114
106 3.02172 4.44106
107 3.02181 4.33098
108 3.0219 4.2209
109 3.02198 4.11081
110 3.02206 4.00073
111 3.02214 3.89064
112 3.02222 3.78056
113 3.02229 3.67047
114 3.02236 3.56039
115 3.02243 3.45031
116 3.0225 3.34023
117 3.02257 3.23015
118 3.02263 3.12007
119 3.02269 3.01
120 3.02275 2.89993
121 3.02281 2.78987
122 3.02286 2.67981
123 3.02292 2.56976
124 3.02297 2.45971
125 3.02301 2.34967
126 3.02306 2.23963
127 3.0231 2.1296
128 3.02315 2.01958
129 3.02318 1.90957
130 3.02322 1.79956
131 3.02326 1.68957
132 3.02329 1.57958
133 3.02332 1.4696
134 3.02335 1.35964
135 3.02337 1.24968
136 3.0234 1.13974
137 3.02342 1.0298
138 3.02344 0.919884
139 3.02346 0.809977
140 3.02347 0.700082
141 3.02348 0.590201
142 3.0235 0.480333
143 3.0235 0.370481
144 3.02351 0.260643
145 3.02351 0.150821
146 3.02352 0.0410143
147 3.02352 -0.0687757
148 3.02351 -0.178549
149 3.02351 -0.288305
150 3.0235 -0.398043
151 3.02349 -0.507762
152 3.02348 -0.617463
153 3.02347 -0.727145
154 3.02345 -0.836807
155 3.02343 -0.946449
156 3.02341 -1.05607
157 3.02339 -1.16567
158 3.02337 -1.27525
159 3.02334 -1.3848
160 3.02331 -1.49434
161 3.02328 -1.60385
162 3.02325 -1.71334
163 3.02321 -1.8228
164 3.02318 -1.93224
165 3.02314 -2.04165
166 3.02309 -2.15104
167 3.02305 -2.2604
168 3.023 -2.36974
169 3.02295 -2.47905
170 3.0229 -2.58833
171 3.02285 -2.69758
172 3.0228 -2.80681
173 3.02274 -2.916
174 3.02268 -3.02517
175 3.02262 -3.13431
176 3.02255 -3.24341
177 3.02249 -3.35249
178 3.02242 -3.46153
179 3.02235 -3.57054
180 3.02228 -3.67952
181 3.0222 -3.78847
182 3.02213 -3.89739
183 3.02205 -4.00627
184 3.02197 -4.11511
185 3.02188 -4.22392
186 3.0218 -4.3327
187 3.02171 -4.44144
188 3.02162 -4.55014
189 3.02153 -4.6588
190 3.02143 -4.76743
191 3.02134 -4.87602
192 3.02124 -4.98457
193 3.02114 -5.09309
194 3.02103 -5.20156
195 3.02093 -5.30999
196 3.02082 -5.41839
197 3.02071 -5.52674
198 3.0206 -5.63505
199 3.02049 -5.74331
200 3.02037 -5.85154
201 3.02025 -5.95972
202 3.02013 -6.06786
203 3.02001 -6.17595
204 3.01989 -6.284
205 3.01976 -6.39201
206 3.01963 -6.49996
207 3.0195 -6.60787
208 3.01937 -6.71574
209 3.01923 -6.82355
210 3.01909 -6.93132
211 3.01895 -7.03904
212 3.01881 -7.14671
213 3.01867 -7.25434
214 3.01852 -7.36191
215 3.01837 -7.46943
216 3.01822 -7.57689
217 3.01807 -7.68431
218 3.01791 -7.79168
219 3.01776 -7.89899
220 3.0176 -8.00624
221 3.01744 -8.11345
222 3.01727 -8.22059
223 3.01711 -8.32769
224 3.01694 -8.43472
225 3.01677 -8.54171
226 3.0166 -8.64863
227 3.01643 -8.75549
228 3.01625 -8.8623
229 3.01607 -8.96905
230 3.01589 -9.07574
231 3.01571 -9.18237
232 3.01552 -9.28894
233 3.01534 -9.39544
234 3.01515 -9.50189
235 3.01496 -9.60827
236 3.01476 -9.71459
237 3.01457 -9.82085
238 3.01437 -9.92704
239 3.01417 -10.0332
240 3.01397 -10.1392
241 3.01376 -10.2452
242 3.01356 -10.3512
243 3.01335 -10.457
244 3.01314 -10.5628
245 3.01293 -10.6685
246 3.01271 -10.7742
247 3.0125 -10.8798
248 3.01228 -10.9853
249 3.01206 -11.0907
250 3.01183 -11.1961
251 3.01161 -11.3014
252 3.01138 -11.4066
253 3.01115 -11.5118
254 3.01092 -11.6169
255 3.01069 -11.7219
256 3.01045 -11.8268
257 3.01022 -11.9317
258 3.00998 -12.0364
259 3.00973 -12.1411
260 3.00949 -12.2458
261 3.00924 -12.3503
262 3.009 -12.4548
263 3.00875 -12.5591
264 3.00849 -12.6634
265 3.00824 -12.7677
266 3.00798 -12.8718
267 3.00772 -12.9759
268 3.00746 -13.0798
269 3.0072 -13.1837
270 3.00694 -13.2875
271 3.00667 -13.3912
272 3.0064 -13.4949
273 3.00613 -13.5984
274 3.00586 -13.7019
275 3.00558 -13.8052
276 3.00531 -13.9085
277 3.00503 -14.0117
278 3.00474 -14.1148
279 3.00446 -14.2178
280 3.00418 -14.3207
281 3.00389 -14.4235
282 3.0036 -14.5262
283 3.00331 -14.6289
284 3.00301 -14.7314
285 3.00272 -14.8338
286 3.00242 -14.9362
287 3.00212 -15.0384
288 3.00182 -15.1406
289 3.00152 -15.2426
290 3.00121 -15.3446
291 3.0009 -15.4464
292 3.00059 -15.5482
293 3.00028 -15.6498
294 2.99997 -15.7514
295 2.99965 -15.8528
296 2.99933 -15.9541
297 2.99901 -16.0554
298 2.99869 -16.1565
299 2.99837 -16.2575
300 2.99804 -16.3584
301 2.99771 -16.4592
302 2.99738 -16.5599
303 2.99705 -16.6605
304 2.99671 -16.761
305 2.99638 -16.8613
306 2.99604 -16.9616
307 2.9957 -17.0617
308 2.99536 -17.1617
309 2.99501 -17.2616
310 2.99467 -17.3614
311 2.99432 -17.4611
312 2.99397 -17.5606
313 2.99362 -17.6601
314 2.99326 -17.7594
