n	rho	drho
0 3 57
1 3.00114 56.8929
2 3.00228 56.7855
3 3.00341 56.678
4 3.00454 56.5702
5 3.00567 56.4623
6 3.0068 56.3542
7 3.00793 56.2458
8 3.00905 56.1373
9 3.01017 56.0286
10 3.01129 55.9197
11 3.01241 55.8107
12 3.01352 55.7014
13 3.01464 55.592
14 3.01575 55.4824
15 3.01686 55.3726
16 3.01796 55.2626
17 3.01907 55.1524
18 3.02017 55.0421
19 3.02127 54.9316
20 3.02237 54.821
21 3.02346 54.7101
22 3.02456 54.5991
23 3.02565 54.488
24 3.02673 54.3766
25 3.02782 54.2651
26 3.02891 54.1535
27 3.02999 54.0417
28 3.03107 53.9297
29 3.03214 53.8176
30 3.03322 53.7053
31 3.03429 53.5929
32 3.03536 53.4803
33 3.03643 53.3676
34 3.0375 53.2547
35 3.03856 53.1417
36 3.03962 53.0285
37 3.04068 52.9152
38 3.04174 52.8017
39 3.0428 52.6881
40 3.04385 52.5744
41 3.0449 52.4605
42 3.04595 52.3465
43 3.04699 52.2324
44 3.04804 52.1181
45 3.04908 52.0037
46 3.05012 51.8891
47 3.05115 51.7744
48 3.05219 51.6596
49 3.05322 51.5447
50 3.05425 51.4296
51 3.05528 51.3145
52 3.0563 51.1991
53 3.05732 51.0837
54 3.05834 50.9682
55 3.05936 50.8525
56 3.06038 50.7367
57 3.06139 50.6208
58 3.0624 50.5048
59 3.06341 50.3886
60 3.06442 50.2724
61 3.06542 50.156
62 3.06643 50.0395
63 3.06742 49.9229
64 3.06842 49.8062
65 3.06942 49.6894
66 3.07041 49.5725
67 3.0714 49.4554
68 3.07239 49.3383
69 3.07337 49.2211
70 3.07436 49.1037
71 3.07534 48.9863
72 3.07632 48.8688
73 3.07729 48.7511
74 3.07827 48.6334
75 3.07924 48.5156
76 3.08021 48.3976
77 3.08117 48.2796
78 3.08214 48.1615
79 3.0831 48.0433
80 3.08406 47.9249
81 3.08502 47.8065
82 3.08597 47.688
83 3.08692 47.5695
84 3.08787 47.4508
85 3.08882 47.332
86 3.08977 47.2132
87 3.09071 47.0943
88 3.09165 46.9752
89 3.09259 46.8561
90 3.09353 46.737
91 3.09446 46.6177
92 3.09539 46.4983
93 3.09632 46.3789
94 3.09725 46.2594
95 3.09817 46.1398
96 3.09909 46.0202
97 3.10001 45.9004
98 3.10093 45.7806
99 3.10184 45.6607
100 3.10275 45.5407
101 3.10366 45.4207
102 3.10457 45.3006
103 3.10548 45.1804
104 3.10638 45.0601
105 3.10728 44.9398
106 3.10818 44.8194
107 3.10907 44.6989
108 3.10996 44.5784
109 3.11085 44.4578
110 3.11174 44.3371
111 3.11263 44.2164
112 3.11351 44.0956
113 3.11439 43.9747
114 3.11527 43.8538
115 3.11615 43.7328
116 3.11702 43.6117
117 3.11789 43.4906
118 3.11876 43.3694
119 3.11962 43.2482
120 3.12049 43.1269
121 3.12135 43.0055
122 3.12221 42.8841
123 3.12306 42.7627
124 3.12392 42.6411
125 3.12477 42.5195
126 3.12562 42.3979
127 3.12647 42.2762
128 3.12731 42.1544
129 3.12815 42.0326
130 3.12899 41.9108
131 3.12983 41.7889
132 3.13066 41.6669
133 3.1315 41.5449
134 3.13233 41.4228
135 3.13315 41.3007
136 3.13398 41.1786
137 3.1348 41.0563
138 3.13562 40.9341
139 3.13644 40.8118
140 3.13725 40.6894
141 3.13806 40.567
142 3.13887 40.4446
143 3.13968 40.3221
144 3.14049 40.1995
145 3.14129 40.077
146 3.14209 39.9543
147 3.14289 39.8317
148 3.14368 39.709
149 3.14448 39.5862
150 3.14527 39.4634
151 3.14606 39.3406
152 3.14684 39.2177
153 3.14762 39.0948
154 3.14841 38.9718
155 3.14918 38.8488
156 3.14996 38.7258
157 3.15073 38.6027
158 3.1515 38.4796
159 3.15227 38.3565
160 3.15304 38.2333
161 3.1538 38.1101
162 3.15456 37.9868
163 3.15532 37.8635
164 3.15608 37.7402
165 3.15683 37.6168
166 3.15758 37.4934
167 3.15833 37.37
168 3.15908 37.2465
169 3.15982 37.1231
170 3.16056 36.9995
171 3.1613 36.876
172 3.16204 36.7524
173 3.16277 36.6288
174 3.1635 36.5051
175 3.16423 36.3814
176 3.16496 36.2577
177 3.16568 36.134
178 3.1664 36.0102
179 3.16712 35.8864
180 3.16784 35.7626
181 3.16855 35.6387
182 3.16926 35.5148
183 3.16997 35.3909
184 3.17068 35.267
185 3.17138 35.143
186 3.17208 35.019
187 3.17278 34.895
188 3.17348 34.771
189 3.17417 34.6469
190 3.17487 34.5228
191 3.17555 34.3987
192 3.17624 34.2746
193 3.17693 34.1504
194 3.17761 34.0262
195 3.17829 33.902
196 3.17896 33.7778
197 3.17964 33.6536
198 3.18031 33.5293
199 3.18098 33.405
200 3.18165 33.2807
201 3.18231 33.1563
202 3.18297 33.032
203 3.18363 32.9076
204 3.18429 32.7832
205 3.18494 32.6588
206 3.18559 32.5343
207 3.18624 32.4099
208 3.18689 32.2854
209 3.18754 32.1609
210 3.18818 32.0364
211 3.18882 31.9119
212 3.18945 31.7873
213 3.19009 31.6627
214 3.19072 31.5382
215 3.19135 31.4136
216 3.19198 31.2889
217 3.1926 31.1643
218 3.19322 31.0396
219 3.19384 30.915
220 3.19446 30.7903
221 3.19507 30.6656
222 3.19569 30.5409
223 3.1963 30.4161
224 3.1969 30.2914
225 3.19751 30.1666
226 3.19811 30.0419
227 3.19871 29.9171
228 3.19931 29.7923
229 3.1999 29.6675
230 3.20049 29.5426
231 3.20108 29.4178
232 3.20167 29.2929
233 3.20226 29.1681
234 3.20284 29.0432
235 3.20342 28.9183
236 3.20399 28.7934
237 3.20457 28.6685
238 3.20514 28.5436
239 3.20571 28.4186
240 3.20628 28.2937
241 3.20684 28.1687
242 3.2074 28.0437
243 3.20796 27.9188
244 3.20852 27.7938
245 3.20908 27.6688
246 3.20963 27.5437
247 3.21018 27.4187
248 3.21072 27.2937
249 3.21127 27.1686
250 3.21181 27.0436
251 3.21235 26.9185
252 3.21289 26.7935
253 3.21342 26.6684
254 3.21395 26.5433
255 3.21448 26.4182
256 3.21501 26.2931
257 3.21554 26.168
258 3.21606 26.0429
259 3.21658 25.9177
260 3.21709 25.7926
261 3.21761 25.6674
262 3.21812 25.5423
263 3.21863 25.4171
264 3.21914 25.292
265 3.21964 25.1668
266 3.22014 25.0416
267 3.22064 24.9164
268 3.22114 24.7912
269 3.22164 24.666
270 3.22213 24.5408
271 3.22262 24.4156
272 3.2231 24.2904
273 3.22359 24.1652
274 3.22407 24.04
275 3.22455 23.9147
276 3.22503 23.7895
277 3.2255 23.6642
278 3.22597 23.539
279 3.22644 23.4137
280 3.22691 23.2885
281 3.22738 23.1632
282 3.22784 23.038
283 3.2283 22.9127
284 3.22875 22.7874
285 3.22921 22.6621
286 3.22966 22.5368
287 3.23011 22.4115
288 3.23056 22.2863
289 3.231 22.161
290 3.23144 22.0357
291 3.23188 21.9104
292 3.23232 21.785
293 3.23275 21.6597
294 3.23319 21.5344
295 3.23362 21.4091
296 3.23404 21.2838
297 3.23447 21.1585
298 3.23489 21.0331
299 3.23531 20.9078
300 3.23573 20.7825
301 3.23614 20.6571
302 3.23655 20.5318
303 3.23696 20.4065
304 3.23737 20.2811
305 3.23777 20.1558
306 3.23817 20.0304
307 3.23857 19.9051
308 3.23897 19.7798
309 3.23936 19.6544
310 3.23976 19.5291
311 3.24015 19.4037
312 3.24053 19.2783
313 3.24092 19.153
314 3.2413 19.0276
315 3.24168 18.9023
316 3.24205 18.7769
317 3.24243 18.6516
318 3.2428 18.5262
319 3.24317 18.4008
320 3.24354 18.2755
321 3.2439 18.1501
322 3.24426 18.0248
323 3.24462 17.8994
324 3.24498 17.774
325 3.24533 17.6487
326 3.24568 17.5233
327 3.24603 17.3979
328 3.24638 17.2726
329 3.24672 17.1472
330 3.24707 17.0219
331 3.24741 16.8965
332 3.24774 16.7711
333 3.24808 16.6458
334 3.24841 16.5204
335 3.24874 16.395
336 3.24906 16.2697
337 3.24939 16.1443
338 3.24971 16.019
339 3.25003 15.8936
340 3.25035 15.7682
341 3.25066 15.6429
342 3.25097 15.5175
343 3.25128 15.3922
344 3.25159 15.2668
345 3.25189 15.1414
346 3.25219 15.0161
347 3.25249 14.8907
348 3.25279 14.7654
349 3.25308 14.64
350 3.25337 14.5147
351 3.25366 14.3894
352 3.25395 14.264
353 3.25423 14.1387
354 3.25452 14.0133
355 3.25479 13.888
356 3.25507 13.7626
357 3.25534 13.6373
358 3.25562 13.512
359 3.25589 13.3866
360 3.25615 13.2613
361 3.25642 13.136
362 3.25668 13.0107
363 3.25694 12.8853
364 3.25719 12.76
365 3.25745 12.6347
366 3.2577 12.5094
367 3.25795 12.3841
368 3.25819 12.2588
369 3.25844 12.1334
370 3.25868 12.0081
371 3.25892 11.8828
372 3.25915 11.7575
373 3.25939 11.6322
374 3.25962 11.5069
375 3.25985 11.3817
376 3.26007 11.2564
377 3.2603 11.1311
378 3.26052 11.0058
379 3.26074 10.8805
380 3.26095 10.7552
381 3.26117 10.63
382 3.26138 10.5047
383 3.26159 10.3794
384 3.2618 10.2542
385 3.262 10.1289
386 3.2622 10.0037
387 3.2624 9.8784
388 3.2626 9.75315
389 3.26279 9.62791
390 3.26298 9.50266
391 3.26317 9.37743
392 3.26336 9.25219
393 3.26354 9.12696
394 3.26372 9.00174
395 3.2639 8.87651
396 3.26408 8.7513
397 3.26425 8.62608
398 3.26442 8.50087
399 3.26459 8.37567
400 3.26476 8.25047
401 3.26492 8.12527
402 3.26508 8.00008
403 3.26524 7.87489
404 3.2654 7.74971
405 3.26555 7.62453
406 3.2657 7.49935
407 3.26585 7.37418
408 3.266 7.24902
409 3.26614 7.12386
410 3.26628 6.9987
411 3.26642 6.87355
412 3.26656 6.74841
413 3.26669 6.62327
414 3.26682 6.49813
415 3.26695 6.373
416 3.26708 6.24788
417 3.2672 6.12276
418 3.26732 5.99764
419 3.26744 5.87253
420 3.26756 5.74743
421 3.26767 5.62233
422 3.26778 5.49724
423 3.26789 5.37215
424 3.268 5.24707
425 3.2681 5.12199
426 3.2682 4.99692
427 3.2683 4.87186
428 3.26839 4.7468
429 3.26849 4.62175
430 3.26858 4.4967
431 3.26867 4.37166
432 3.26875 4.24663
433 3.26884 4.1216
434 3.26892 3.99658
435 3.269 3.87157
436 3.26907 3.74656
437 3.26915 3.62155
438 3.26922 3.49656
439 3.26929 3.37157
440 3.26935 3.24659
441 3.26942 3.12161
442 3.26948 2.99664
443 3.26954 2.87168
444 3.26959 2.74673
445 3.26965 2.62178
446 3.2697 2.49684
447 3.26975 2.3719
448 3.26979 2.24698
449 3.26984 2.12206
450 3.26988 1.99715
451 3.26992 1.87224
452 3.26995 1.74734
453 3.26999 1.62245
454 3.27002 1.49757
455 3.27005 1.3727
456 3.27007 1.24783
457 3.2701 1.12297
458 3.27012 0.998124
459 3.27014 0.873282
460 3.27015 0.748448
461 3.27017 0.623622
462 3.27018 0.498804
463 3.27019 0.373995
464 3.27019 0.249194
465 3.2702 0.124402
466 3.2702 -0.000382125
