n	rho	drho
0 3 85
1 3.0017 84.8928
2 3.0034 84.7853
3 3.00509 84.6775
4 3.00678 84.5695
5 3.00847 84.4611
6 3.01016 84.3524
7 3.01185 84.2435
8 3.01353 84.1343
9 3.01521 84.0248
10 3.01689 83.915
11 3.01857 83.805
12 3.02024 83.6947
13 3.02192 83.5842
14 3.02359 83.4734
15 3.02526 83.3623
16 3.02692 83.251
17 3.02859 83.1394
18 3.03025 83.0276
19 3.03191 82.9155
20 3.03356 82.8032
21 3.03522 82.6907
22 3.03687 82.5779
23 3.03852 82.4649
24 3.04017 82.3517
25 3.04182 82.2382
26 3.04346 82.1245
27 3.0451 82.0106
28 3.04674 81.8965
29 3.04838 81.7822
30 3.05001 81.6676
31 3.05164 81.5529
32 3.05327 81.4379
33 3.0549 81.3227
34 3.05653 81.2074
35 3.05815 81.0918
36 3.05977 80.9761
37 3.06139 80.8601
38 3.063 80.744
39 3.06462 80.6277
40 3.06623 80.5111
41 3.06784 80.3944
42 3.06945 80.2776
43 3.07105 80.1605
44 3.07265 80.0433
45 3.07425 79.9259
46 3.07585 79.8083
47 3.07744 79.6906
48 3.07904 79.5727
49 3.08063 79.4546
50 3.08221 79.3364
51 3.0838 79.218
52 3.08538 79.0994
53 3.08696 78.9807
54 3.08854 78.8619
55 3.09012 78.7429
56 3.09169 78.6237
57 3.09326 78.5044
58 3.09483 78.385
59 3.0964 78.2654
60 3.09796 78.1457
61 3.09953 78.0258
62 3.10108 77.9058
63 3.10264 77.7857
64 3.1042 77.6654
65 3.10575 77.545
66 3.1073 77.4245
67 3.10884 77.3039
68 3.11039 77.1831
69 3.11193 77.0622
70 3.11347 76.9412
71 3.11501 76.8201
72 3.11655 76.6988
73 3.11808 76.5775
74 3.11961 76.456
75 3.12114 76.3344
76 3.12266 76.2127
77 3.12418 76.0909
78 3.12571 75.969
79 3.12722 75.847
80 3.12874 75.7249
81 3.13025 75.6027
82 3.13176 75.4804
83 3.13327 75.358
84 3.13478 75.2355
85 3.13628 75.1129
86 3.13778 74.9902
87 3.13928 74.8674
88 3.14078 74.7445
89 3.14227 74.6216
90 3.14376 74.4985
91 3.14525 74.3754
92 3.14674 74.2522
93 3.14822 74.1289
94 3.1497 74.0055
95 3.15118 73.8821
96 3.15266 73.7585
97 3.15413 73.6349
98 3.1556 73.5112
99 3.15707 73.3875
100 3.15854 73.2637
101 3.16 73.1398
102 3.16146 73.0158
103 3.16292 72.8918
104 3.16438 72.7677
105 3.16583 72.6435
106 3.16728 72.5193
107 3.16873 72.395
108 3.17018 72.2706
109 3.17162 72.1462
110 3.17307 72.0217
111 3.17451 71.8972
112 3.17594 71.7726
113 3.17738 71.648
114 3.17881 71.5233
115 3.18024 71.3986
116 3.18166 71.2738
117 3.18309 71.1489
118 3.18451 71.024
119 3.18593 70.8991
120 3.18735 70.7741
121 3.18876 70.649
122 3.19017 70.524
123 3.19158 70.3988
124 3.19299 70.2737
125 3.19439 70.1485
126 3.19579 70.0232
127 3.19719 69.8979
128 3.19859 69.7726
129 3.19998 69.6472
130 3.20138 69.5218
131 3.20277 69.3964
132 3.20415 69.2709
133 3.20554 69.1454
134 3.20692 69.0199
135 3.2083 68.8943
136 3.20967 68.7687
137 3.21105 68.6431
138 3.21242 68.5174
139 3.21379 68.3917
140 3.21515 68.266
141 3.21652 68.1403
142 3.21788 68.0145
143 3.21924 67.8887
144 3.2206 67.7629
145 3.22195 67.6371
146 3.2233 67.5112
147 3.22465 67.3854
148 3.226 67.2595
149 3.22734 67.1335
150 3.22868 67.0076
151 3.23002 66.8817
152 3.23136 66.7557
153 3.23269 66.6297
154 3.23402 66.5037
155 3.23535 66.3777
156 3.23668 66.2517
157 3.238 66.1256
158 3.23932 65.9996
159 3.24064 65.8735
160 3.24196 65.7474
161 3.24327 65.6213
162 3.24458 65.4952
163 3.24589 65.3691
164 3.2472 65.243
165 3.2485 65.1169
166 3.2498 64.9907
167 3.2511 64.8646
168 3.2524 64.7385
169 3.25369 64.6123
170 3.25498 64.4862
171 3.25627 64.36
172 3.25756 64.2339
173 3.25884 64.1077
174 3.26012 63.9815
175 3.2614 63.8554
176 3.26267 63.7292
177 3.26395 63.603
178 3.26522 63.4769
179 3.26649 63.3507
180 3.26775 63.2246
