n	v_eff	rho
1154 4122.12 7.91937
1155 4119.62 7.92453
1156 4117.11 7.9297
1157 4114.61 7.93487
1158 4112.1 7.94005
1159 4109.59 7.94523
1160 4107.07 7.95041
1161 4104.56 7.9556
1162 4102.04 7.9608
1163 4099.52 7.966
1164 4097 7.9712
1165 4094.48 7.97641
1166 4091.95 7.98162
1167 4089.43 7.98684
1168 4086.9 7.99207
1169 4084.37 7.99729
1170 4081.84 8.00253
1171 4079.3 8.00777
1172 4076.77 8.01301
1173 4074.23 8.01826
1174 4071.69 8.02351
1175 4069.14 8.02877
1176 4066.6 8.03403
1177 4064.06 8.0393
1178 4061.51 8.04457
1179 4058.96 8.04985
1180 4056.41 8.05513
1181 4053.85 8.06042
1182 4051.3 8.06571
1183 4048.74 8.071
1184 4046.18 8.07631
1185 4043.62 8.08161
1186 4041.06 8.08692
1187 4038.5 8.09224
1188 4035.93 8.09756
1189 4033.36 8.10288
1190 4030.8 8.10821
1191 4028.23 8.11355
1192 4025.65 8.11889
1193 4023.08 8.12423
1194 4020.5 8.12958
1195 4017.93 8.13494
1196 4015.35 8.1403
1197 4012.77 8.14566
1198 4010.18 8.15103
1199 4007.6 8.1564
1200 4005.01 8.16178
1201 4002.43 8.16716
1202 3999.84 8.17255
1203 3997.25 8.17794
1204 3994.65 8.18334
1205 3992.06 8.18874
1206 3989.46 8.19415
1207 3986.87 8.19956
1208 3984.27 8.20498
1209 3981.67 8.2104
1210 3979.07 8.21583
1211 3976.46 8.22126
1212 3973.86 8.2267
1213 3971.25 8.23214
1214 3968.65 8.23758
1215 3966.04 8.24303
1216 3963.43 8.24849
1217 3960.82 8.25395
1218 3958.2 8.25941
1219 3955.59 8.26488
1220 3952.97 8.27036
1221 3950.35 8.27583
1222 3947.73 8.28132
1223 3945.11 8.28681
1224 3942.49 8.2923
1225 3939.87 8.2978
1226 3937.24 8.3033
1227 3934.62 8.30881
1228 3931.99 8.31432
1229 3929.36 8.31984
1230 3926.73 8.32536
1231 3924.1 8.33089
1232 3921.47 8.33642
1233 3918.83 8.34196
1234 3916.2 8.3475
1235 3913.56 8.35304
1236 3910.92 8.35859
1237 3908.29 8.36415
1238 3905.64 8.36971
1239 3903 8.37527
1240 3900.36 8.38084
1241 3897.72 8.38642
1242 3895.07 8.392
1243 3892.42 8.39758
1244 3889.78 8.40317
1245 3887.13 8.40876
1246 3884.48 8.41436
1247 3881.83 8.41996
1248 3879.17 8.42557
1249 3876.52 8.43118
1250 3873.87 8.4368
1251 3871.21 8.44242
1252 3868.55 8.44805
1253 3865.9 8.45368
1254 3863.24 8.45931
1255 3860.58 8.46496
1256 3857.92 8.4706
1257 3855.25 8.47625
1258 3852.59 8.48191
1259 3849.93 8.48756
1260 3847.26 8.49323
1261 3844.59 8.4989
1262 3841.93 8.50457
1263 3839.26 8.51025
1264 3836.59 8.51593
1265 3833.92 8.52162
1266 3831.25 8.52731
1267 3828.57 8.53301
1268 3825.9 8.53871
1269 3823.23 8.54442
1270 3820.55 8.55013
1271 3817.87 8.55584
1272 3815.2 8.56157
1273 3812.52 8.56729
1274 3809.84 8.57302
1275 3807.16 8.57875
1276 3804.48 8.58449
1277 3801.8 8.59024
1278 3799.12 8.59599
1279 3796.43 8.60174
1280 3793.75 8.6075
1281 3791.06 8.61326
1282 3788.38 8.61903
1283 3785.69 8.6248
1284 3783 8.63058
1285 3780.32 8.63636
1286 3777.63 8.64214
1287 3774.94 8.64793
1288 3772.25 8.65373
1289 3769.56 8.65953
1290 3766.86 8.66533
1291 3764.17 8.67114
1292 3761.48 8.67695
1293 3758.78 8.68277
1294 3756.09 8.6886
1295 3753.39 8.69442
1296 3750.7 8.70026
1297 3748 8.70609
1298 3745.3 8.71193
1299 3742.6 8.71778
1300 3739.9 8.72363
1301 3737.2 8.72949
1302 3734.5 8.73535
1303 3731.8 8.74121
1304 3729.1 8.74708
1305 3726.4 8.75295
1306 3723.7 8.75883
1307 3720.99 8.76471
1308 3718.29 8.7706
1309 3715.58 8.77649
1310 3712.88 8.78239
1311 3710.17 8.78829
1312 3707.47 8.7942
1313 3704.76 8.80011
1314 3702.05 8.80602
1315 3699.35 8.81194
1316 3696.64 8.81787
1317 3693.93 8.82379
1318 3691.22 8.82973
1319 3688.51 8.83567
1320 3685.8 8.84161
1321 3683.09 8.84755
1322 3680.38 8.85351
1323 3677.67 8.85946
1324 3674.95 8.86542
1325 3672.24 8.87139
1326 3669.53 8.87736
1327 3666.82 8.88333
1328 3664.1 8.88931
1329 3661.39 8.89529
1330 3658.67 8.90128
1331 3655.96 8.90727
1332 3653.24 8.91327
1333 3650.53 8.91927
1334 3647.81 8.92528
1335 3645.1 8.93129
1336 3642.38 8.9373
1337 3639.66 8.94332
1338 3636.95 8.94935
1339 3634.23 8.95538
1340 3631.51 8.96141
1341 3628.79 8.96745
1342 3626.08 8.97349
1343 3623.36 8.97954
1344 3620.64 8.98559
1345 3617.92 8.99164
1346 3615.2 8.9977
1347 3612.48 9.00377
1348 3609.76 9.00984
1349 3607.04 9.01591
1350 3604.32 9.02199
1351 3601.6 9.02807
1352 3598.88 9.03416
1353 3596.16 9.04025
1354 3593.44 9.04634
1355 3590.72 9.05244
1356 3588 9.05855
1357 3585.28 9.06466
1358 3582.55 9.07077
1359 3579.83 9.07689
1360 3577.11 9.08301
1361 3574.39 9.08914
1362 3571.67 9.09527
1363 3568.95 9.10141
1364 3566.22 9.10755
1365 3563.5 9.11369
1366 3560.78 9.11984
1367 3558.06 9.126
1368 3555.34 9.13215
1369 3552.61 9.13832
1370 3549.89 9.14448
1371 3547.17 9.15065
1372 3544.45 9.15683
1373 3541.72 9.16301
1374 3539 9.16919
1375 3536.28 9.17538
1376 3533.56 9.18158
1377 3530.84 9.18777
1378 3528.11 9.19398
1379 3525.39 9.20018
1380 3522.67 9.20639
1381 3519.95 9.21261
1382 3517.22 9.21883
1383 3514.5 9.22505
1384 3511.78 9.23128
1385 3509.06 9.23751
1386 3506.34 9.24375
1387 3503.62 9.24999
1388 3500.89 9.25624
1389 3498.17 9.26249
1390 3495.45 9.26874
1391 3492.73 9.275
1392 3490.01 9.28126
1393 3487.29 9.28753
1394 3484.57 9.2938
1395 3481.85 9.30008
1396 3479.13 9.30636
1397 3476.41 9.31265
1398 3473.69 9.31893
1399 3470.97 9.32523
1400 3468.25 9.33153
1401 3465.53 9.33783
1402 3462.81 9.34414
1403 3460.09 9.35045
1404 3457.37 9.35676
1405 3454.66 9.36308
1406 3451.94 9.3694
1407 3449.22 9.37573
1408 3446.5 9.38206
1409 3443.79 9.3884
1410 3441.07 9.39474
1411 3438.35 9.40109
1412 3435.64 9.40744
1413 3432.92 9.41379
1414 3430.2 9.42015
1415 3427.49 9.42651
1416 3424.77 9.43288
1417 3422.06 9.43925
1418 3419.35 9.44562
1419 3416.63 9.452
1420 3413.92 9.45839
1421 3411.2 9.46477
1422 3408.49 9.47117
1423 3405.78 9.47756
1424 3403.07 9.48396
1425 3400.36 9.49037
1426 3397.64 9.49678
1427 3394.93 9.50319
1428 3392.22 9.50961
1429 3389.51 9.51603
1430 3386.8 9.52245
1431 3384.1 9.52888
1432 3381.39 9.53532
1433 3378.68 9.54176
1434 3375.97 9.5482
1435 3373.26 9.55465
1436 3370.56 9.5611
1437 3367.85 9.56755
1438 3365.15 9.57401
1439 3362.44 9.58048
1440 3359.74 9.58694
1441 3357.03 9.59342
1442 3354.33 9.59989
1443 3351.62 9.60637
1444 3348.92 9.61286
1445 3346.22 9.61935
1446 3343.52 9.62584
1447 3340.82 9.63234
1448 3338.12 9.63884
1449 3335.42 9.64534
1450 3332.72 9.65185
1451 3330.02 9.65837
1452 3327.32 9.66488
1453 3324.62 9.67141
1454 3321.93 9.67793
1455 3319.23 9.68446
1456 3316.54 9.691
1457 3313.84 9.69753
1458 3311.15 9.70408
1459 3308.45 9.71062
1460 3305.76 9.71717
1461 3303.07 9.72373
1462 3300.38 9.73029
1463 3297.69 9.73685
1464 3295 9.74342
1465 3292.31 9.74999
1466 3289.62 9.75657
1467 3286.93 9.76314
1468 3284.24 9.76973
1469 3281.55 9.77632
1470 3278.87 9.78291
1471 3276.18 9.7895
1472 3273.5 9.7961
1473 3270.81 9.80271
1474 3268.13 9.80932
1475 3265.45 9.81593
1476 3262.77 9.82254
1477 3260.09 9.82916
1478 3257.41 9.83579
1479 3254.73 9.84242
1480 3252.05 9.84905
1481 3249.37 9.85568
1482 3246.69 9.86232
1483 3244.02 9.86897
1484 3241.34 9.87562
1485 3238.67 9.88227
1486 3235.99 9.88893
1487 3233.32 9.89559
1488 3230.65 9.90225
1489 3227.98 9.90892
1490 3225.31 9.91559
1491 3222.64 9.92227
1492 3219.97 9.92895
1493 3217.3 9.93563
1494 3214.63 9.94232
1495 3211.97 9.94901
1496 3209.3 9.95571
1497 3206.64 9.96241
1498 3203.97 9.96912
1499 3201.31 9.97582
1500 3198.65 9.98254
1501 3195.99 9.98925
1502 3193.33 9.99597
1503 3190.67 10.0027
1504 3188.01 10.0094
1505 3185.35 10.0162
1506 3182.7 10.0229
1507 3180.04 10.0296
1508 3177.39 10.0364
1509 3174.73 10.0431
1510 3172.08 10.0499
1511 3169.43 10.0566
1512 3166.78 10.0634
1513 3164.13 10.0702
1514 3161.48 10.0769
1515 3158.83 10.0837
1516 3156.19 10.0905
1517 3153.54 10.0972
1518 3150.9 10.104
1519 3148.25 10.1108
1520 3145.61 10.1176
1521 3142.97 10.1244
1522 3140.33 10.1312
1523 3137.69 10.138
1524 3135.05 10.1448
1525 3132.41 10.1516
1526 3129.78 10.1584
1527 3127.14 10.1653
1528 3124.51 10.1721
1529 3121.87 10.1789
1530 3119.24 10.1857
1531 3116.61 10.1926
1532 3113.98 10.1994
1533 3111.35 10.2062
1534 3108.72 10.2131
1535 3106.1 10.2199
1536 3103.47 10.2268
1537 3100.85 10.2336
1538 3098.22 10.2405
1539 3095.6 10.2474
1540 3092.98 10.2542
1541 3090.36 10.2611
1542 3087.74 10.268
1543 3085.12 10.2749
1544 3082.51 10.2817
1545 3079.89 10.2886
1546 3077.28 10.2955
1547 3074.66 10.3024
1548 3072.05 10.3093
1549 3069.44 10.3162
1550 3066.83 10.3231
1551 3064.22 10.33
1552 3061.62 10.3369
1553 3059.01 10.3439
1554 3056.4 10.3508
1555 3053.8 10.3577
1556 3051.2 10.3646
1557 3048.6 10.3716
1558 3046 10.3785
1559 3043.4 10.3854
1560 3040.8 10.3924
1561 3038.2 10.3993
1562 3035.61 10.4063
1563 3033.01 10.4132
1564 3030.42 10.4202
1565 3027.83 10.4272
1566 3025.24 10.4341
1567 3022.65 10.4411
1568 3020.06 10.4481
1569 3017.47 10.455
1570 3014.89 10.462
1571 3012.3 10.469
1572 3009.72 10.476
1573 3007.14 10.483
1574 3004.56 10.49
1575 3001.98 10.497
1576 2999.4 10.504
1577 2996.83 10.511
1578 2994.25 10.518
1579 2991.68 10.525
1580 2989.11 10.532
1581 2986.53 10.5391
1582 2983.96 10.5461
1583 2981.4 10.5531
1584 2978.83 10.5601
1585 2976.26 10.5672
1586 2973.7 10.5742
1587 2971.13 10.5813
1588 2968.57 10.5883
1589 2966.01 10.5954
1590 2963.45 10.6024
1591 2960.89 10.6095
1592 2958.34 10.6165
1593 2955.78 10.6236
1594 2953.23 10.6307
1595 2950.68 10.6377
1596 2948.12 10.6448
1597 2945.57 10.6519
1598 2943.03 10.659
1599 2940.48 10.6661
1600 2937.93 10.6732
1601 2935.39 10.6802
1602 2932.85 10.6873
1603 2930.31 10.6944
1604 2927.77 10.7015
1605 2925.23 10.7087
1606 2922.69 10.7158
1607 2920.15 10.7229
1608 2917.62 10.73
1609 2915.09 10.7371
1610 2912.55 10.7442
1611 2910.02 10.7514
1612 2907.5 10.7585
1613 2904.97 10.7656
1614 2902.44 10.7728
1615 2899.92 10.7799
1616 2897.39 10.7871
1617 2894.87 10.7942
1618 2892.35 10.8014
1619 2889.83 10.8085
1620 2887.32 10.8157
1621 2884.8 10.8229
1622 2882.29 10.83
1623 2879.77 10.8372
1624 2877.26 10.8444
1625 2874.75 10.8516
1626 2872.25 10.8587
1627 2869.74 10.8659
1628 2867.23 10.8731
1629 2864.73 10.8803
1630 2862.23 10.8875
1631 2859.73 10.8947
1632 2857.23 10.9019
1633 2854.73 10.9091
1634 2852.23 10.9163
1635 2849.74 10.9235
1636 2847.24 10.9307
1637 2844.75 10.938
1638 2842.26 10.9452
1639 2839.77 10.9524
1640 2837.29 10.9597
1641 2834.8 10.9669
1642 2832.32 10.9741
1643 2829.83 10.9814
1644 2827.35 10.9886
1645 2824.87 10.9959
1646 2822.39 11.0031
1647 2819.92 11.0104
1648 2817.44 11.0176
1649 2814.97 11.0249
1650 2812.5 11.0321
1651 2810.03 11.0394
1652 2807.56 11.0467
1653 2805.09 11.054
1654 2802.62 11.0612
1655 2800.16 11.0685
1656 2797.7 11.0758
1657 2795.24 11.0831
1658 2792.78 11.0904
1659 2790.32 11.0977
1660 2787.86 11.105
1661 2785.41 11.1123
1662 2782.96 11.1196
1663 2780.51 11.1269
1664 2778.06 11.1342
1665 2775.61 11.1415
1666 2773.16 11.1488
1667 2770.72 11.1562
1668 2768.27 11.1635
1669 2765.83 11.1708
1670 2763.39 11.1781
1671 2760.95 11.1855
1672 2758.51 11.1928
1673 2756.08 11.2002
1674 2753.65 11.2075
1675 2751.21 11.2149
1676 2748.78 11.2222
1677 2746.35 11.2296
1678 2743.93 11.2369
1679 2741.5 11.2443
1680 2739.08 11.2516
1681 2736.65 11.259
1682 2734.23 11.2664
1683 2731.81 11.2738
1684 2729.4 11.2811
1685 2726.98 11.2885
1686 2724.57 11.2959
1687 2722.15 11.3033
1688 2719.74 11.3107
1689 2717.33 11.3181
1690 2714.93 11.3255
1691 2712.52 11.3329
1692 2710.12 11.3403
1693 2707.71 11.3477
1694 2705.31 11.3551
1695 2702.91 11.3625
1696 2700.52 11.3699
1697 2698.12 11.3774
1698 2695.73 11.3848
1699 2693.34 11.3922
1700 2690.94 11.3996
1701 2688.56 11.4071
1702 2686.17 11.4145
1703 2683.78 11.4219
1704 2681.4 11.4294
1705 2679.02 11.4368
1706 2676.64 11.4443
1707 2674.26 11.4517
1708 2671.88 11.4592
1709 2669.5 11.4666
1710 2667.13 11.4741
1711 2664.76 11.4816
1712 2662.39 11.489
1713 2660.02 11.4965
1714 2657.65 11.504
1715 2655.29 11.5115
1716 2652.92 11.5189
1717 2650.56 11.5264
1718 2648.2 11.5339
1719 2645.84 11.5414
1720 2643.48 11.5489
1721 2641.13 11.5564
1722 2638.78 11.5639
1723 2636.43 11.5714
1724 2634.08 11.5789
1725 2631.73 11.5864
1726 2629.38 11.5939
1727 2627.04 11.6014
1728 2624.69 11.609
1729 2622.35 11.6165
1730 2620.01 11.624
1731 2617.67 11.6315
1732 2615.34 11.6391
1733 2613 11.6466
1734 2610.67 11.6541
1735 2608.34 11.6617
1736 2606.01 11.6692
1737 2603.69 11.6768
1738 2601.36 11.6843
1739 2599.04 11.6919
1740 2596.71 11.6994
1741 2594.39 11.707
1742 2592.08 11.7146
1743 2589.76 11.7221
1744 2587.44 11.7297
1745 2585.13 11.7373
1746 2582.82 11.7448
1747 2580.51 11.7524
1748 2578.2 11.76
1749 2575.9 11.7676
1750 2573.59 11.7752
1751 2571.29 11.7827
1752 2568.99 11.7903
1753 2566.69 11.7979
1754 2564.39 11.8055
1755 2562.1 11.8131
1756 2559.8 11.8207
1757 2557.51 11.8283
1758 2555.22 11.836
1759 2552.93 11.8436
1760 2550.65 11.8512
1761 2548.36 11.8588
1762 2546.08 11.8664
1763 2543.8 11.8741
1764 2541.52 11.8817
1765 2539.24 11.8893
1766 2536.96 11.897
1767 2534.69 11.9046
1768 2532.42 11.9122
1769 2530.15 11.9199
1770 2527.88 11.9275
1771 2525.61 11.9352
1772 2523.35 11.9428
1773 2521.08 11.9505
1774 2518.82 11.9581
1775 2516.56 11.9658
1776 2514.3 11.9735
1777 2512.05 11.9811
1778 2509.79 11.9888
1779 2507.54 11.9965
1780 2505.29 12.0041
1781 2503.04 12.0118
1782 2500.79 12.0195
1783 2498.55 12.0272
1784 2496.31 12.0349
1785 2494.06 12.0426
1786 2491.82 12.0503
1787 2489.59 12.058
1788 2487.35 12.0657
1789 2485.12 12.0734
1790 2482.88 12.0811
1791 2480.65 12.0888
1792 2478.42 12.0965
1793 2476.2 12.1042
1794 2473.97 12.1119
1795 2471.75 12.1196
1796 2469.53 12.1274
1797 2467.31 12.1351
1798 2465.09 12.1428
1799 2462.87 12.1505
1800 2460.66 12.1583
1801 2458.45 12.166
1802 2456.23 12.1737
1803 2454.03 12.1815
1804 2451.82 12.1892
1805 2449.61 12.197
1806 2447.41 12.2047
1807 2445.21 12.2125
1808 2443.01 12.2202
1809 2440.81 12.228
1810 2438.62 12.2358
1811 2436.42 12.2435
1812 2434.23 12.2513
1813 2432.04 12.2591
1814 2429.85 12.2668
1815 2427.66 12.2746
1816 2425.48 12.2824
1817 2423.29 12.2902
1818 2421.11 12.298
1819 2418.93 12.3057
1820 2416.76 12.3135
1821 2414.58 12.3213
1822 2412.41 12.3291
1823 2410.23 12.3369
1824 2408.06 12.3447
1825 2405.89 12.3525
1826 2403.73 12.3603
1827 2401.56 12.3681
1828 2399.4 12.376
1829 2397.24 12.3838
1830 2395.08 12.3916
1831 2392.92 12.3994
1832 2390.77 12.4072
1833 2388.61 12.4151
1834 2386.46 12.4229
1835 2384.31 12.4307
1836 2382.16 12.4386
1837 2380.02 12.4464
1838 2377.87 12.4542
1839 2375.73 12.4621
1840 2373.59 12.4699
1841 2371.45 12.4778
1842 2369.31 12.4856
1843 2367.18 12.4935
1844 2365.04 12.5013
1845 2362.91 12.5092
1846 2360.78 12.5171
1847 2358.65 12.5249
1848 2356.53 12.5328
1849 2354.4 12.5407
1850 2352.28 12.5485
1851 2350.16 12.5564
1852 2348.04 12.5643
1853 2345.92 12.5722
1854 2343.81 12.58
1855 2341.7 12.5879
1856 2339.58 12.5958
1857 2337.47 12.6037
1858 2335.37 12.6116
1859 2333.26 12.6195
1860 2331.16 12.6274
1861 2329.06 12.6353
1862 2326.96 12.6432
1863 2324.86 12.6511
1864 2322.76 12.659
1865 2320.67 12.6669
1866 2318.57 12.6749
1867 2316.48 12.6828
1868 2314.39 12.6907
1869 2312.31 12.6986
1870 2310.22 12.7065
1871 2308.14 12.7145
1872 2306.06 12.7224
1873 2303.98 12.7303
1874 2301.9 12.7383
1875 2299.82 12.7462
1876 2297.75 12.7541
1877 2295.67 12.7621
1878 2293.6 12.77
1879 2291.54 12.778
1880 2289.47 12.7859
1881 2287.4 12.7939
1882 2285.34 12.8019
1883 2283.28 12.8098
1884 2281.22 12.8178
1885 2279.16 12.8257
1886 2277.11 12.8337
1887 2275.05 12.8417
1888 2273 12.8496
1889 2270.95 12.8576
1890 2268.9 12.8656
1891 2266.86 12.8736
1892 2264.81 12.8816
1893 2262.77 12.8896
1894 2260.73 12.8975
1895 2258.69 12.9055
1896 2256.65 12.9135
1897 2254.62 12.9215
1898 2252.58 12.9295
1899 2250.55 12.9375
1900 2248.52 12.9455
1901 2246.49 12.9535
1902 2244.47 12.9615
1903 2242.44 12.9695
1904 2240.42 12.9776
1905 2238.4 12.9856
1906 2236.38 12.9936
1907 2234.36 13.0016
1908 2232.35 13.0096
1909 2230.34 13.0177
1910 2228.32 13.0257
1911 2226.32 13.0337
1912 2224.31 13.0418
1913 2222.3 13.0498
1914 2220.3 13.0578
1915 2218.3 13.0659
1916 2216.3 13.0739
1917 2214.3 13.082
1918 2212.3 13.09
1919 2210.31 13.0981
1920 2208.31 13.1061
1921 2206.32 13.1142
1922 2204.33 13.1222
1923 2202.35 13.1303
1924 2200.36 13.1383
1925 2198.38 13.1464
1926 2196.4 13.1545
1927 2194.42 13.1626
1928 2192.44 13.1706
1929 2190.46 13.1787
1930 2188.49 13.1868
1931 2186.51 13.1949
1932 2184.54 13.2029
1933 2182.57 13.211
1934 2180.61 13.2191
1935 2178.64 13.2272
1936 2176.68 13.2353
1937 2174.72 13.2434
1938 2172.76 13.2515
1939 2170.8 13.2596
1940 2168.84 13.2677
1941 2166.89 13.2758
1942 2164.94 13.2839
1943 2162.99 13.292
1944 2161.04 13.3001
1945 2159.09 13.3082
1946 2157.15 13.3164
1947 2155.2 13.3245
1948 2153.26 13.3326
1949 2151.32 13.3407
1950 2149.39 13.3488
1951 2147.45 13.357
1952 2145.52 13.3651
1953 2143.58 13.3732
1954 2141.65 13.3814
1955 2139.73 13.3895
1956 2137.8 13.3976
1957 2135.87 13.4058
1958 2133.95 13.4139
1959 2132.03 13.4221
1960 2130.11 13.4302
1961 2128.19 13.4384
1962 2126.28 13.4465
1963 2124.36 13.4547
1964 2122.45 13.4629
1965 2120.54 13.471
1966 2118.63 13.4792
1967 2116.73 13.4873
1968 2114.82 13.4955
1969 2112.92 13.5037
1970 2111.02 13.5119
1971 2109.12 13.52
1972 2107.22 13.5282
1973 2105.33 13.5364
1974 2103.43 13.5446
1975 2101.54 13.5528
1976 2099.65 13.5609
1977 2097.76 13.5691
1978 2095.88 13.5773
1979 2093.99 13.5855
1980 2092.11 13.5937
1981 2090.23 13.6019
1982 2088.35 13.6101
1983 2086.47 13.6183
1984 2084.59 13.6265
1985 2082.72 13.6347
1986 2080.85 13.6429
1987 2078.98 13.6512
1988 2077.11 13.6594
1989 2075.24 13.6676
1990 2073.38 13.6758
1991 2071.52 13.684
1992 2069.66 13.6923
1993 2067.8 13.7005
1994 2065.94 13.7087
1995 2064.08 13.7169
1996 2062.23 13.7252
1997 2060.38 13.7334
1998 2058.53 13.7416
1999 2056.68 13.7499
2000 2054.83 13.7581
2001 2052.99 13.7664
2002 2051.14 13.7746
2003 2049.3 13.7829
2004 2047.46 13.7911
2005 2045.62 13.7994
2006 2043.79 13.8076
2007 2041.95 13.8159
2008 2040.12 13.8241
2009 2038.29 13.8324
2010 2036.46 13.8407
2011 2034.64 13.8489
2012 2032.81 13.8572
2013 2030.99 13.8655
2014 2029.17 13.8737
2015 2027.35 13.882
2016 2025.53 13.8903
2017 2023.71 13.8986
2018 2021.9 13.9068
2019 2020.09 13.9151
2020 2018.27 13.9234
2021 2016.47 13.9317
2022 2014.66 13.94
2023 2012.85 13.9483
2024 2011.05 13.9566
2025 2009.25 13.9649
2026 2007.45 13.9732
2027 2005.65 13.9815
2028 2003.85 13.9898
2029 2002.06 13.9981
2030 2000.26 14.0064
2031 1998.47 14.0147
2032 1996.68 14.023
2033 1994.9 14.0313
2034 1993.11 14.0396
2035 1991.33 14.048
2036 1989.54 14.0563
2037 1987.76 14.0646
2038 1985.98 14.0729
2039 1984.21 14.0813
2040 1982.43 14.0896
2041 1980.66 14.0979
2042 1978.89 14.1063
2043 1977.12 14.1146
2044 1975.35 14.1229
2045 1973.58 14.1313
2046 1971.82 14.1396
2047 1970.05 14.1479
2048 1968.29 14.1563
2049 1966.53 14.1646
2050 1964.77 14.173
2051 1963.02 14.1813
2052 1961.26 14.1897
2053 1959.51 14.1981
2054 1957.76 14.2064
2055 1956.01 14.2148
2056 1954.26 14.2231
2057 1952.52 14.2315
2058 1950.77 14.2399
2059 1949.03 14.2482
2060 1947.29 14.2566
2061 1945.55 14.265
2062 1943.82 14.2734
2063 1942.08 14.2817
2064 1940.35 14.2901
2065 1938.62 14.2985
2066 1936.89 14.3069
2067 1935.16 14.3153
2068 1933.43 14.3236
2069 1931.71 14.332
2070 1929.99 14.3404
2071 1928.26 14.3488
2072 1926.55 14.3572
2073 1924.83 14.3656
2074 1923.11 14.374
2075 1921.4 14.3824
2076 1919.68 14.3908
2077 1917.97 14.3992
2078 1916.27 14.4076
2079 1914.56 14.416
2080 1912.85 14.4245
2081 1911.15 14.4329
2082 1909.45 14.4413
2083 1907.75 14.4497
2084 1906.05 14.4581
2085 1904.35 14.4665
2086 1902.65 14.475
2087 1900.96 14.4834
2088 1899.27 14.4918
2089 1897.58 14.5003
2090 1895.89 14.5087
2091 1894.2 14.5171
2092 1892.52 14.5256
2093 1890.84 14.534
2094 1889.15 14.5424
2095 1887.47 14.5509
2096 1885.8 14.5593
2097 1884.12 14.5678
2098 1882.45 14.5762
2099 1880.77 14.5847
2100 1879.1 14.5931
2101 1877.43 14.6016
2102 1875.76 14.61
2103 1874.1 14.6185
2104 1872.43 14.6269
2105 1870.77 14.6354
2106 1869.11 14.6439
2107 1867.45 14.6523
2108 1865.79 14.6608
2109 1864.14 14.6693
2110 1862.48 14.6777
2111 1860.83 14.6862
2112 1859.18 14.6947
2113 1857.53 14.7032
2114 1855.88 14.7117
2115 1854.23 14.7201
2116 1852.59 14.7286
2117 1850.95 14.7371
2118 1849.31 14.7456
2119 1847.67 14.7541
2120 1846.03 14.7626
2121 1844.39 14.7711
2122 1842.76 14.7796
2123 1841.13 14.7881
2124 1839.5 14.7966
2125 1837.87 14.8051
2126 1836.24 14.8136
2127 1834.61 14.8221
2128 1832.99 14.8306
2129 1831.37 14.8391
2130 1829.75 14.8476
2131 1828.13 14.8561
2132 1826.51 14.8646
2133 1824.89 14.8731
2134 1823.28 14.8816
2135 1821.67 14.8902
2136 1820.06 14.8987
2137 1818.45 14.9072
2138 1816.84 14.9157
2139 1815.23 14.9243
2140 1813.63 14.9328
2141 1812.03 14.9413
2142 1810.42 14.9499
2143 1808.83 14.9584
2144 1807.23 14.9669
2145 1805.63 14.9755
2146 1804.04 14.984
2147 1802.44 14.9925
2148 1800.85 15.0011
2149 1799.26 15.0096
2150 1797.68 15.0182
2151 1796.09 15.0267
2152 1794.51 15.0353
2153 1792.92 15.0438
2154 1791.34 15.0524
2155 1789.76 15.0609
2156 1788.18 15.0695
2157 1786.61 15.0781
2158 1785.03 15.0866
2159 1783.46 15.0952
2160 1781.89 15.1038
2161 1780.32 15.1123
2162 1778.75 15.1209
2163 1777.18 15.1295
2164 1775.62 15.138
2165 1774.05 15.1466
2166 1772.49 15.1552
2167 1770.93 15.1638
2168 1769.37 15.1724
2169 1767.82 15.1809
2170 1766.26 15.1895
2171 1764.71 15.1981
2172 1763.16 15.2067
2173 1761.61 15.2153
2174 1760.06 15.2239
2175 1758.51 15.2325
2176 1756.96 15.2411
2177 1755.42 15.2497
2178 1753.88 15.2583
2179 1752.34 15.2669
2180 1750.8 15.2755
2181 1749.26 15.2841
2182 1747.72 15.2927
2183 1746.19 15.3013
2184 1744.66 15.3099
2185 1743.13 15.3185
2186 1741.6 15.3271
2187 1740.07 15.3357
2188 1738.54 15.3443
2189 1737.02 15.353
2190 1735.49 15.3616
2191 1733.97 15.3702
2192 1732.45 15.3788
2193 1730.93 15.3875
2194 1729.42 15.3961
2195 1727.9 15.4047
2196 1726.39 15.4133
2197 1724.88 15.422
2198 1723.36 15.4306
2199 1721.86 15.4392
2200 1720.35 15.4479
2201 1718.84 15.4565
2202 1717.34 15.4652
2203 1715.84 15.4738
2204 1714.33 15.4825
2205 1712.83 15.4911
2206 1711.34 15.4997
2207 1709.84 15.5084
2208 1708.34 15.517
2209 1706.85 15.5257
2210 1705.36 15.5344
2211 1703.87 15.543
2212 1702.38 15.5517
2213 1700.89 15.5603
2214 1699.41 15.569
2215 1697.92 15.5777
2216 1696.44 15.5863
2217 1694.96 15.595
2218 1693.48 15.6037
2219 1692 15.6123
2220 1690.53 15.621
2221 1689.05 15.6297
2222 1687.58 15.6384
2223 1686.11 15.647
2224 1684.64 15.6557
2225 1683.17 15.6644
2226 1681.7 15.6731
2227 1680.24 15.6818
2228 1678.77 15.6904
2229 1677.31 15.6991
2230 1675.85 15.7078
2231 1674.39 15.7165
2232 1672.93 15.7252
2233 1671.48 15.7339
2234 1670.02 15.7426
2235 1668.57 15.7513
2236 1667.12 15.76
