n	x	y	z
0 3 0 0.5
1 3.0006 0.00060012 0.5
2 3.0012 0.00120048 0.5
3 3.0018 0.00180108 0.5
4 3.0024 0.00240192 0.5
5 3.003 0.003003 0.5
6 3.0036 0.00360432 0.5
7 3.0042 0.00420588 0.5
8 3.0048 0.00480768 0.5
9 3.0054 0.00540972 0.5
10 3.00599 0.006012 0.5
11 3.00659 0.00661451 0.5
12 3.00719 0.00721727 0.5
13 3.00779 0.00782027 0.5
14 3.00839 0.00842351 0.5
15 3.00899 0.00902699 0.5
16 3.00958 0.0096307 0.5
17 3.01018 0.0102347 0.5
18 3.01078 0.0108389 0.5
19 3.01138 0.0114433 0.5
20 3.01198 0.012048 0.5
21 3.01257 0.0126529 0.5
22 3.01317 0.013258 0.5
23 3.01377 0.0138634 0.5
24 3.01437 0.0144691 0.5
25 3.01496 0.0150749 0.5
26 3.01556 0.015681 0.5
27 3.01616 0.0162874 0.5
28 3.01675 0.016894 0.5
29 3.01735 0.0175008 0.5
30 3.01795 0.0181079 0.5
31 3.01854 0.0187152 0.5
32 3.01914 0.0193227 0.5
33 3.01973 0.0199305 0.5
34 3.02033 0.0205386 0.5
35 3.02093 0.0211468 0.5
36 3.02152 0.0217553 0.5
37 3.02212 0.0223641 0.5
38 3.02271 0.0229731 0.5
39 3.02331 0.0235823 0.5
40 3.0239 0.0241917 0.5
41 3.0245 0.0248014 0.5
42 3.02509 0.0254114 0.5
43 3.02569 0.0260216 0.5
44 3.02628 0.026632 0.5
45 3.02688 0.0272426 0.5
46 3.02747 0.0278535 0.5
47 3.02807 0.0284647 0.5
48 3.02866 0.029076 0.5
49 3.02925 0.0296876 0.5
50 3.02985 0.0302995 0.5
51 3.03044 0.0309116 0.5
52 3.03104 0.0315239 0.5
53 3.03163 0.0321365 0.5
54 3.03222 0.0327493 0.5
55 3.03282 0.0333623 0.5
56 3.03341 0.0339756 0.5
57 3.034 0.0345891 0.5
58 3.0346 0.0352029 0.5
59 3.03519 0.0358169 0.5
60 3.03578 0.0364311 0.5
61 3.03637 0.0370456 0.5
62 3.03697 0.0376603 0.5
63 3.03756 0.0382753 0.5
64 3.03815 0.0388905 0.5
65 3.03874 0.0395059 0.5
66 3.03934 0.0401216 0.5
67 3.03993 0.0407375 0.5
68 3.04052 0.0413536 0.5
69 3.04111 0.04197 0.5
70 3.0417 0.0425866 0.5
71 3.04229 0.0432035 0.5
72 3.04288 0.0438206 0.5
73 3.04348 0.0444379 0.5
74 3.04407 0.0450555 0.5
75 3.04466 0.0456733 0.5
76 3.04525 0.0462913 0.5
77 3.04584 0.0469096 0.5
78 3.04643 0.0475282 0.5
79 3.04702 0.0481469 0.5
80 3.04761 0.0487659 0.5
81 3.0482 0.0493852 0.5
82 3.04879 0.0500046 0.5
83 3.04938 0.0506244 0.5
84 3.04997 0.0512443 0.5
85 3.05056 0.0518645 0.5
86 3.05115 0.0524849 0.5
87 3.05174 0.0531056 0.5
88 3.05233 0.0537265 0.5
89 3.05292 0.0543476 0.5
90 3.05351 0.054969 0.5
91 3.05409 0.0555907 0.5
92 3.05468 0.0562125 0.5
93 3.05527 0.0568346 0.5
94 3.05586 0.0574569 0.5
95 3.05645 0.0580795 0.5
96 3.05704 0.0587023 0.5
97 3.05762 0.0593254 0.5
98 3.05821 0.0599486 0.5
