n	x	y	z
0 3 0 0.5
1 3.0016 0.00060032 0.5
2 3.0032 0.00120128 0.5
3 3.0048 0.00180288 0.5
4 3.0064 0.00240512 0.5
5 3.008 0.003008 0.5
6 3.0096 0.00361152 0.5
7 3.0112 0.00421568 0.5
8 3.0128 0.00482048 0.5
9 3.0144 0.00542592 0.5
10 3.01599 0.006032 0.5
11 3.01759 0.00663871 0.5
12 3.01919 0.00724607 0.5
13 3.02079 0.00785407 0.5
14 3.02239 0.00846271 0.5
15 3.02399 0.00907199 0.5
16 3.02558 0.0096819 0.5
17 3.02718 0.0102925 0.5
18 3.02878 0.0109037 0.5
19 3.03038 0.0115155 0.5
20 3.03198 0.012128 0.5
21 3.03357 0.0127411 0.5
22 3.03517 0.0133548 0.5
23 3.03677 0.0139692 0.5
24 3.03836 0.0145843 0.5
25 3.03996 0.0151999 0.5
26 3.04156 0.0158162 0.5
27 3.04316 0.0164332 0.5
28 3.04475 0.0170508 0.5
29 3.04635 0.017669 0.5
30 3.04795 0.0182879 0.5
31 3.04954 0.0189074 0.5
32 3.05114 0.0195275 0.5
33 3.05273 0.0201483 0.5
34 3.05433 0.0207698 0.5
35 3.05593 0.0213918 0.5
36 3.05752 0.0220145 0.5
37 3.05912 0.0226379 0.5
38 3.06071 0.0232619 0.5
39 3.06231 0.0238865 0.5
40 3.0639 0.0245117 0.5
41 3.0655 0.0251376 0.5
42 3.06709 0.0257642 0.5
43 3.06869 0.0263914 0.5
44 3.07028 0.0270192 0.5
45 3.07188 0.0276476 0.5
46 3.07347 0.0282767 0.5
47 3.07506 0.0289065 0.5
48 3.07666 0.0295368 0.5
49 3.07825 0.0301678 0.5
50 3.07985 0.0307995 0.5
51 3.08144 0.0314318 0.5
52 3.08303 0.0320647 0.5
53 3.08463 0.0326983 0.5
54 3.08622 0.0333325 0.5
55 3.08781 0.0339673 0.5
56 3.08941 0.0346028 0.5
57 3.091 0.0352389 0.5
58 3.09259 0.0358757 0.5
59 3.09418 0.0365131 0.5
60 3.09578 0.0371511 0.5
61 3.09737 0.0377898 0.5
62 3.09896 0.0384291 0.5
63 3.10055 0.039069 0.5
64 3.10215 0.0397096 0.5
65 3.10374 0.0403509 0.5
66 3.10533 0.0409927 0.5
67 3.10692 0.0416352 0.5
68 3.10851 0.0422784 0.5
69 3.1101 0.0429222 0.5
70 3.1117 0.0435666 0.5
71 3.11329 0.0442116 0.5
