n	rho	drho
0 3 0
1 3 -0.10704
2 3 -0.21408
3 2.99999 -0.32112
4 2.99998 -0.42816
5 2.99997 -0.535199
6 2.99996 -0.642237
7 2.99995 -0.749272
8 2.99993 -0.856305
9 2.99991 -0.963335
10 2.99989 -1.07036
11 2.99987 -1.17738
12 2.99985 -1.2844
13 2.99982 -1.39141
14 2.99979 -1.49842
15 2.99976 -1.60542
16 2.99973 -1.71241
17 2.99969 -1.8194
18 2.99965 -1.92638
19 2.99961 -2.03335
20 2.99957 -2.14031
21 2.99953 -2.24727
22 2.99948 -2.35421
23 2.99943 -2.46114
24 2.99938 -2.56806
25 2.99933 -2.67498
26 2.99928 -2.78187
27 2.99922 -2.88876
28 2.99916 -2.99563
29 2.9991 -3.1025
30 2.99904 -3.20934
31 2.99897 -3.31617
32 2.9989 -3.42299
33 2.99883 -3.52979
34 2.99876 -3.63658
35 2.99869 -3.74335
36 2.99861 -3.8501
37 2.99854 -3.95683
38 2.99846 -4.06355
39 2.99837 -4.17025
40 2.99829 -4.27693
41 2.9982 -4.38358
42 2.99811 -4.49022
43 2.99802 -4.59684
44 2.99793 -4.70344
45 2.99783 -4.81001
46 2.99774 -4.91656
47 2.99764 -5.02309
48 2.99754 -5.1296
49 2.99743 -5.23608
50 2.99733 -5.34254
51 2.99722 -5.44897
52 2.99711 -5.55538
53 2.997 -5.66176
54 2.99688 -5.76811
55 2.99677 -5.87444
56 2.99665 -5.98074
57 2.99653 -6.08701
58 2.9964 -6.19325
59 2.99628 -6.29946
60 2.99615 -6.40564
61 2.99602 -6.5118
62 2.99589 -6.61792
63 2.99576 -6.72401
64 2.99562 -6.83006
65 2.99548 -6.93609
66 2.99534 -7.04208
67 2.9952 -7.14804
68 2.99506 -7.25396
69 2.99491 -7.35985
70 2.99476 -7.4657
71 2.99461 -7.57152
72 2.99446 -7.67729
73 2.99431 -7.78304
74 2.99415 -7.88874
75 2.99399 -7.99441
76 2.99383 -8.10004
77 2.99367 -8.20562
78 2.9935 -8.31117
79 2.99333 -8.41668
80 2.99317 -8.52214
81 2.99299 -8.62757
82 2.99282 -8.73295
83 2.99264 -8.83829
84 2.99247 -8.94358
85 2.99229 -9.04883
86 2.9921 -9.15404
87 2.99192 -9.2592
88 2.99173 -9.36432
89 2.99155 -9.46938
90 2.99136 -9.57441
91 2.99116 -9.67938
92 2.99097 -9.7843
93 2.99077 -9.88918
94 2.99057 -9.99401
95 2.99037 -10.0988
96 2.99017 -10.2035
97 2.98996 -10.3082
98 2.98976 -10.4128
99 2.98955 -10.5174
100 2.98934 -10.6219
101 2.98912 -10.7264
102 2.98891 -10.8308
103 2.98869 -10.9351
104 2.98847 -11.0394
105 2.98825 -11.1437
106 2.98802 -11.2478
107 2.9878 -11.352
108 2.98757 -11.456
109 2.98734 -11.56
110 2.98711 -11.664
111 2.98687 -11.7679
112 2.98664 -11.8717
113 2.9864 -11.9755
114 2.98616 -12.0792
115 2.98591 -12.1828
116 2.98567 -12.2864
117 2.98542 -12.3899
118 2.98517 -12.4934
119 2.98492 -12.5968
120 2.98467 -12.7001
121 2.98442 -12.8033
122 2.98416 -12.9065
123 2.9839 -13.0096
124 2.98364 -13.1127
125 2.98337 -13.2157
126 2.98311 -13.3186
127 2.98284 -13.4214
128 2.98257 -13.5242
129 2.9823 -13.6269
130 2.98203 -13.7295
131 2.98175 -13.832
132 2.98147 -13.9345
133 2.98119 -14.0369
134 2.98091 -14.1392
135 2.98063 -14.2415
136 2.98034 -14.3437
137 2.98006 -14.4458
138 2.97977 -14.5478
139 2.97947 -14.6497
140 2.97918 -14.7516
141 2.97888 -14.8533
142 2.97859 -14.955
143 2.97829 -15.0566
144 2.97798 -15.1582
145 2.97768 -15.2596
146 2.97737 -15.361
147 2.97706 -15.4622
148 2.97675 -15.5634
149 2.97644 -15.6645
150 2.97613 -15.7655
151 2.97581 -15.8665
152 2.97549 -15.9673
153 2.97517 -16.0681
154 2.97485 -16.1687
155 2.97453 -16.2693
