n	rho	drho
0 3 24
1 3.00048 23.8929
2 3.00096 23.7857
3 3.00143 23.6785
4 3.0019 23.5712
5 3.00237 23.4637
6 3.00284 23.3562
7 3.00331 23.2487
8 3.00377 23.141
9 3.00423 23.0332
10 3.00469 22.9254
11 3.00515 22.8175
12 3.00561 22.7095
13 3.00606 22.6015
14 3.00651 22.4933
15 3.00696 22.3851
16 3.0074 22.2768
17 3.00785 22.1685
18 3.00829 22.06
19 3.00873 21.9515
20 3.00917 21.8429
21 3.00961 21.7343
22 3.01004 21.6256
23 3.01047 21.5168
24 3.0109 21.4079
25 3.01133 21.299
26 3.01175 21.19
27 3.01217 21.0809
28 3.01259 20.9718
29 3.01301 20.8626
30 3.01343 20.7533
31 3.01384 20.6439
32 3.01426 20.5345
33 3.01466 20.4251
34 3.01507 20.3156
35 3.01548 20.206
36 3.01588 20.0963
37 3.01628 19.9866
38 3.01668 19.8768
39 3.01708 19.767
40 3.01747 19.6571
41 3.01786 19.5471
42 3.01825 19.4371
43 3.01864 19.3271
44 3.01903 19.2169
45 3.01941 19.1067
46 3.01979 18.9965
47 3.02017 18.8862
48 3.02055 18.7759
49 3.02092 18.6655
50 3.02129 18.555
51 3.02166 18.4445
52 3.02203 18.3339
53 3.0224 18.2233
54 3.02276 18.1127
55 3.02312 18.0019
56 3.02348 17.8912
57 3.02384 17.7804
58 3.02419 17.6695
59 3.02454 17.5586
60 3.02489 17.4476
61 3.02524 17.3366
62 3.02559 17.2256
63 3.02593 17.1145
64 3.02627 17.0033
65 3.02661 16.8921
66 3.02695 16.7809
67 3.02728 16.6696
68 3.02761 16.5583
69 3.02794 16.4469
70 3.02827 16.3355
71 3.0286 16.224
72 3.02892 16.1126
73 3.02924 16.001
74 3.02956 15.8894
75 3.02988 15.7778
76 3.03019 15.6662
77 3.0305 15.5545
78 3.03081 15.4428
79 3.03112 15.331
80 3.03143 15.2192
81 3.03173 15.1073
82 3.03203 14.9955
83 3.03233 14.8835
84 3.03263 14.7716
85 3.03292 14.6596
86 3.03321 14.5476
87 3.0335 14.4355
88 3.03379 14.3235
89 3.03407 14.2113
90 3.03436 14.0992
91 3.03464 13.987
92 3.03492 13.8748
93 3.03519 13.7626
94 3.03547 13.6503
95 3.03574 13.538
96 3.03601 13.4256
97 3.03628 13.3133
98 3.03654 13.2009
99 3.0368 13.0885
100 3.03707 12.976
101 3.03732 12.8635
102 3.03758 12.751
103 3.03783 12.6385
104 3.03809 12.526
105 3.03834 12.4134
106 3.03858 12.3008
107 3.03883 12.1882
108 3.03907 12.0755
109 3.03931 11.9628
110 3.03955 11.8502
111 3.03978 11.7374
112 3.04002 11.6247
113 3.04025 11.5119
114 3.04048 11.3991
115 3.04071 11.2863
116 3.04093 11.1735
117 3.04115 11.0607
118 3.04137 10.9478
119 3.04159 10.8349
120 3.04181 10.722
121 3.04202 10.6091
122 3.04223 10.4962
123 3.04244 10.3832
124 3.04265 10.2703
125 3.04285 10.1573
126 3.04305 10.0443
127 3.04325 9.93126
128 3.04345 9.81823
129 3.04364 9.70518
130 3.04384 9.59212
131 3.04403 9.47905
132 3.04422 9.36596
133 3.0444 9.25286
134 3.04459 9.13975
135 3.04477 9.02663
136 3.04495 8.91349
137 3.04512 8.80034
138 3.0453 8.68719
139 3.04547 8.57402
140 3.04564 8.46084
141 3.04581 8.34766
142 3.04598 8.23446
143 3.04614 8.12126
144 3.0463 8.00805
145 3.04646 7.89483
146 3.04662 7.7816
147 3.04677 7.66837
148 3.04692 7.55512
149 3.04707 7.44188
150 3.04722 7.32863
151 3.04737 7.21537
152 3.04751 7.10211
153 3.04765 6.98884
154 3.04779 6.87557
155 3.04793 6.7623
156 3.04806 6.64902
157 3.04819 6.53574
158 3.04832 6.42246
159 3.04845 6.30917
160 3.04857 6.19589
161 3.0487 6.0826
162 3.04882 5.96931
163 3.04894 5.85602
164 3.04905 5.74274
165 3.04916 5.62945
166 3.04928 5.51616
167 3.04939 5.40288
168 3.04949 5.28959
169 3.0496 5.17631
170 3.0497 5.06304
171 3.0498 4.94976
172 3.0499 4.83649
173 3.04999 4.72322
174 3.05009 4.60995
175 3.05018 4.49669
176 3.05027 4.38344
177 3.05035 4.27019
178 3.05044 4.15695
179 3.05052 4.04371
180 3.0506 3.93048
181 3.05068 3.81726
182 3.05075 3.70404
183 3.05082 3.59083
184 3.0509 3.47763
185 3.05096 3.36444
186 3.05103 3.25126
187 3.05109 3.13809
188 3.05116 3.02492
189 3.05121 2.91177
190 3.05127 2.79863
191 3.05133 2.6855
192 3.05138 2.57238
193 3.05143 2.45927
194 3.05148 2.34617
195 3.05152 2.23309
196 3.05157 2.12002
197 3.05161 2.00697
198 3.05165 1.89393
199 3.05168 1.7809
200 3.05172 1.66789
201 3.05175 1.55489
202 3.05178 1.44191
203 3.05181 1.32894
204 3.05183 1.21599
205 3.05186 1.10306
206 3.05188 0.990144
207 3.0519 0.877247
208 3.05191 0.764367
209 3.05193 0.651507
210 3.05194 0.538665
211 3.05195 0.425842
212 3.05196 0.313039
213 3.05196 0.200257
214 3.05196 0.087495
215 3.05196 -0.0252459
216 3.05196 -0.137965
217 3.05196 -0.250663
218 3.05195 -0.363338
219 3.05194 -0.475991
220 3.05193 -0.58862
221 3.05192 -0.701226
222 3.05191 -0.813808
223 3.05189 -0.926365
224 3.05187 -1.0389
225 3.05185 -1.15141
