n	rho	drho
0 3 33
1 3.00066 32.8929
2 3.00132 32.7857
3 3.00197 32.6784
4 3.00262 32.5709
5 3.00327 32.4633
6 3.00392 32.3557
7 3.00457 32.2479
8 3.00521 32.14
9 3.00585 32.032
10 3.00649 31.9239
11 3.00713 31.8156
12 3.00777 31.7073
13 3.0084 31.5988
14 3.00903 31.4903
15 3.00966 31.3816
16 3.01028 31.2729
17 3.01091 31.164
18 3.01153 31.0551
19 3.01215 30.946
20 3.01277 30.8368
21 3.01338 30.7276
22 3.014 30.6182
23 3.01461 30.5087
24 3.01522 30.3992
25 3.01583 30.2895
26 3.01643 30.1798
27 3.01703 30.0699
28 3.01763 29.96
29 3.01823 29.8499
30 3.01883 29.7398
31 3.01942 29.6296
32 3.02001 29.5193
33 3.0206 29.4089
34 3.02119 29.2984
35 3.02177 29.1878
36 3.02236 29.0772
37 3.02294 28.9664
38 3.02351 28.8556
39 3.02409 28.7446
40 3.02466 28.6336
41 3.02524 28.5225
42 3.02581 28.4114
43 3.02637 28.3001
44 3.02694 28.1888
45 3.0275 28.0774
46 3.02806 27.9659
47 3.02862 27.8543
48 3.02917 27.7426
49 3.02973 27.6309
50 3.03028 27.5191
51 3.03083 27.4072
52 3.03138 27.2952
53 3.03192 27.1832
54 3.03246 27.0711
55 3.033 26.9589
56 3.03354 26.8466
57 3.03408 26.7343
58 3.03461 26.6219
59 3.03514 26.5094
60 3.03567 26.3969
61 3.0362 26.2843
62 3.03672 26.1716
63 3.03724 26.0588
64 3.03776 25.946
65 3.03828 25.8331
66 3.0388 25.7202
67 3.03931 25.6071
68 3.03982 25.4941
69 3.04033 25.3809
70 3.04084 25.2677
71 3.04134 25.1544
72 3.04184 25.0411
73 3.04234 24.9277
74 3.04284 24.8142
75 3.04334 24.7007
76 3.04383 24.5871
77 3.04432 24.4735
78 3.04481 24.3598
79 3.04529 24.246
80 3.04578 24.1322
81 3.04626 24.0183
82 3.04674 23.9044
83 3.04722 23.7904
84 3.04769 23.6764
85 3.04816 23.5623
86 3.04863 23.4481
87 3.0491 23.3339
88 3.04957 23.2196
89 3.05003 23.1053
90 3.05049 22.991
91 3.05095 22.8765
92 3.05141 22.7621
93 3.05186 22.6476
94 3.05231 22.533
95 3.05276 22.4184
96 3.05321 22.3037
97 3.05365 22.189
98 3.0541 22.0742
99 3.05454 21.9594
100 3.05497 21.8446
101 3.05541 21.7297
102 3.05584 21.6147
103 3.05627 21.4997
104 3.0567 21.3847
105 3.05713 21.2696
106 3.05755 21.1545
107 3.05798 21.0393
108 3.0584 20.9241
109 3.05881 20.8088
110 3.05923 20.6935
111 3.05964 20.5782
112 3.06005 20.4628
113 3.06046 20.3474
114 3.06086 20.2319
115 3.06127 20.1164
116 3.06167 20.0009
117 3.06207 19.8853
118 3.06246 19.7697
119 3.06286 19.654
120 3.06325 19.5384
121 3.06364 19.4226
122 3.06403 19.3069
123 3.06441 19.1911
124 3.0648 19.0752
125 3.06518 18.9594
126 3.06555 18.8435
127 3.06593 18.7275
128 3.0663 18.6116
129 3.06667 18.4955
130 3.06704 18.3795
131 3.06741 18.2634
132 3.06777 18.1473
133 3.06814 18.0312
134 3.06849 17.915
135 3.06885 17.7989
136 3.06921 17.6826
137 3.06956 17.5664
