n	rho	drho
0 3 53
1 3.00106 52.8929
2 3.00212 52.7855
3 3.00317 52.678
4 3.00422 52.5703
5 3.00527 52.4625
6 3.00632 52.3544
7 3.00737 52.2462
8 3.00841 52.1378
9 3.00945 52.0292
10 3.01049 51.9204
11 3.01153 51.8115
12 3.01256 51.7024
13 3.0136 51.5931
14 3.01463 51.4837
15 3.01566 51.3741
16 3.01668 51.2643
17 3.01771 51.1543
18 3.01873 51.0442
19 3.01975 50.934
20 3.02077 50.8236
21 3.02178 50.713
22 3.0228 50.6022
23 3.02381 50.4914
24 3.02482 50.3803
25 3.02582 50.2691
26 3.02683 50.1578
27 3.02783 50.0463
28 3.02883 49.9346
29 3.02983 49.8229
30 3.03082 49.7109
31 3.03181 49.5989
32 3.0328 49.4866
33 3.03379 49.3743
34 3.03478 49.2618
35 3.03576 49.1492
36 3.03675 49.0364
37 3.03773 48.9235
38 3.0387 48.8104
39 3.03968 48.6973
40 3.04065 48.584
41 3.04162 48.4705
42 3.04259 48.357
43 3.04356 48.2433
44 3.04452 48.1294
45 3.04548 48.0155
46 3.04644 47.9014
47 3.0474 47.7872
48 3.04835 47.6729
49 3.0493 47.5585
50 3.05025 47.4439
51 3.0512 47.3293
52 3.05215 47.2145
53 3.05309 47.0996
54 3.05403 46.9845
55 3.05497 46.8694
56 3.05591 46.7541
57 3.05684 46.6388
58 3.05777 46.5233
59 3.0587 46.4077
60 3.05963 46.2921
61 3.06055 46.1763
62 3.06147 46.0604
63 3.06239 45.9443
64 3.06331 45.8282
65 3.06423 45.712
66 3.06514 45.5957
67 3.06605 45.4793
68 3.06696 45.3628
69 3.06787 45.2461
70 3.06877 45.1294
71 3.06967 45.0126
72 3.07057 44.8957
73 3.07147 44.7787
74 3.07236 44.6616
75 3.07325 44.5444
76 3.07414 44.4271
77 3.07503 44.3098
78 3.07592 44.1923
79 3.0768 44.0747
80 3.07768 43.9571
81 3.07856 43.8394
82 3.07943 43.7215
83 3.08031 43.6036
84 3.08118 43.4856
85 3.08204 43.3676
86 3.08291 43.2494
87 3.08377 43.1312
88 3.08464 43.0128
89 3.0855 42.8944
90 3.08635 42.776
91 3.08721 42.6574
92 3.08806 42.5387
93 3.08891 42.42
94 3.08975 42.3012
95 3.0906 42.1824
96 3.09144 42.0634
97 3.09228 41.9444
98 3.09312 41.8253
99 3.09396 41.7061
100 3.09479 41.5869
101 3.09562 41.4676
102 3.09645 41.3482
103 3.09727 41.2287
104 3.0981 41.1092
105 3.09892 40.9896
106 3.09974 40.87
107 3.10055 40.7502
108 3.10137 40.6304
109 3.10218 40.5106
110 3.10299 40.3907
111 3.10379 40.2707
112 3.1046 40.1506
113 3.1054 40.0305
114 3.1062 39.9103
115 3.107 39.7901
116 3.10779 39.6698
117 3.10858 39.5494
118 3.10937 39.429
119 3.11016 39.3086
120 3.11094 39.188
121 3.11173 39.0674
122 3.11251 38.9468
123 3.11328 38.8261
124 3.11406 38.7053
125 3.11483 38.5845
126 3.1156 38.4636
127 3.11637 38.3427
128 3.11714 38.2217
129 3.1179 38.1007
130 3.11866 37.9796
131 3.11942 37.8585
132 3.12018 37.7373
133 3.12093 37.616
134 3.12168 37.4948
135 3.12243 37.3734
136 3.12317 37.252
137 3.12392 37.1306
138 3.12466 37.0091
139 3.1254 36.8876
140 3.12614 36.766
141 3.12687 36.6444
142 3.1276 36.5227
143 3.12833 36.401
144 3.12906 36.2793
145 3.12978 36.1575
146 3.1305 36.0356
147 3.13122 35.9137
148 3.13194 35.7918
149 3.13265 35.6698
150 3.13337 35.5478
151 3.13408 35.4258
152 3.13478 35.3037
153 3.13549 35.1816
154 3.13619 35.0594
155 3.13689 34.9372
156 3.13759 34.8149
157 3.13828 34.6926
158 3.13898 34.5703
159 3.13967 34.4479
160 3.14035 34.3255
161 3.14104 34.2031
162 3.14172 34.0806
163 3.1424 33.9581
164 3.14308 33.8356
165 3.14376 33.713
166 3.14443 33.5904
167 3.1451 33.4677
168 3.14577 33.345
169 3.14643 33.2223
170 3.1471 33.0996
171 3.14776 32.9768
172 3.14842 32.854
173 3.14907 32.7311
174 3.14973 32.6083
175 3.15038 32.4853
176 3.15102 32.3624
177 3.15167 32.2394
178 3.15231 32.1164
179 3.15296 31.9934
180 3.15359 31.8704
181 3.15423 31.7473
182 3.15486 31.6242
183 3.1555 31.501
184 3.15612 31.3779
185 3.15675 31.2547
186 3.15737 31.1315
187 3.158 31.0082
188 3.15861 30.8849
189 3.15923 30.7616
190 3.15984 30.6383
191 3.16046 30.515
192 3.16107 30.3916
193 3.16167 30.2682
194 3.16228 30.1448
195 3.16288 30.0213
196 3.16348 29.8979
197 3.16407 29.7744
198 3.16467 29.6508
199 3.16526 29.5273
200 3.16585 29.4037
201 3.16644 29.2802
202 3.16702 29.1566
203 3.1676 29.0329
204 3.16818 28.9093
205 3.16876 28.7856
206 3.16933 28.6619
207 3.16991 28.5382
208 3.17047 28.4145
209 3.17104 28.2907
210 3.17161 28.167
211 3.17217 28.0432
212 3.17273 27.9194
213 3.17329 27.7956
214 3.17384 27.6717
215 3.17439 27.5479
216 3.17494 27.424
217 3.17549 27.3001
218 3.17603 27.1762
219 3.17658 27.0522
220 3.17712 26.9283
221 3.17765 26.8043
222 3.17819 26.6803
223 3.17872 26.5563
224 3.17925 26.4323
225 3.17978 26.3083
226 3.1803 26.1843
227 3.18083 26.0602
228 3.18135 25.9361
229 3.18186 25.812
230 3.18238 25.6879
231 3.18289 25.5638
232 3.1834 25.4397
233 3.18391 25.3156
234 3.18441 25.1914
235 3.18492 25.0672
236 3.18542 24.943
237 3.18591 24.8188
238 3.18641 24.6946
239 3.1869 24.5704
240 3.18739 24.4462
241 3.18788 24.3219
242 3.18836 24.1977
243 3.18885 24.0734
244 3.18933 23.9491
245 3.1898 23.8248
246 3.19028 23.7005
247 3.19075 23.5762
248 3.19122 23.4519
249 3.19169 23.3275
250 3.19216 23.2032
251 3.19262 23.0788
252 3.19308 22.9545
253 3.19354 22.8301
254 3.19399 22.7057
255 3.19445 22.5813
256 3.1949 22.4569
257 3.19534 22.3325
258 3.19579 22.2081
259 3.19623 22.0837
260 3.19667 21.9592
261 3.19711 21.8348
262 3.19755 21.7103
263 3.19798 21.5859
264 3.19841 21.4614
265 3.19884 21.3369
266 3.19926 21.2124
267 3.19969 21.0879
268 3.20011 20.9634
269 3.20052 20.8389
270 3.20094 20.7144
271 3.20135 20.5899
272 3.20176 20.4653
273 3.20217 20.3408
274 3.20258 20.2163
275 3.20298 20.0917
276 3.20338 19.9672
277 3.20378 19.8426
278 3.20417 19.718
279 3.20457 19.5935
280 3.20496 19.4689
281 3.20535 19.3443
282 3.20573 19.2197
283 3.20611 19.0951
284 3.2065 18.9705
285 3.20687 18.8459
286 3.20725 18.7213
287 3.20762 18.5967
288 3.20799 18.4721
289 3.20836 18.3475
290 3.20873 18.2229
291 3.20909 18.0983
292 3.20945 17.9736
293 3.20981 17.849
294 3.21016 17.7244
295 3.21052 17.5997
296 3.21087 17.4751
297 3.21122 17.3504
298 3.21156 17.2258
299 3.21191 17.1011
300 3.21225 16.9765
301 3.21259 16.8518
302 3.21292 16.7272
303 3.21325 16.6025
304 3.21359 16.4778
305 3.21391 16.3532
306 3.21424 16.2285
307 3.21456 16.1038
308 3.21488 15.9792
309 3.2152 15.8545
310 3.21552 15.7298
311 3.21583 15.6051
312 3.21614 15.4805
313 3.21645 15.3558
314 3.21676 15.2311
315 3.21706 15.1064
316 3.21736 14.9817
317 3.21766 14.8571
318 3.21795 14.7324
319 3.21825 14.6077
320 3.21854 14.483
321 3.21883 14.3583
322 3.21911 14.2336
323 3.2194 14.109
324 3.21968 13.9843
325 3.21996 13.8596
326 3.22023 13.7349
327 3.22051 13.6102
328 3.22078 13.4855
329 3.22104 13.3608
330 3.22131 13.2362
331 3.22157 13.1115
332 3.22184 12.9868
333 3.22209 12.8621
334 3.22235 12.7374
335 3.2226 12.6128
336 3.22285 12.4881
337 3.2231 12.3634
338 3.22335 12.2387
339 3.22359 12.1141
340 3.22383 11.9894
341 3.22407 11.8647
342 3.22431 11.7401
343 3.22454 11.6154
344 3.22477 11.4907
345 3.225 11.3661
346 3.22523 11.2414
347 3.22545 11.1168
348 3.22567 10.9921
349 3.22589 10.8675
350 3.22611 10.7428
351 3.22632 10.6182
352 3.22653 10.4935
353 3.22674 10.3689
354 3.22695 10.2443
355 3.22715 10.1196
356 3.22735 9.99501
357 3.22755 9.87038
358 3.22775 9.74576
359 3.22794 9.62114
360 3.22813 9.49652
361 3.22832 9.37191
362 3.22851 9.2473
363 3.22869 9.1227
364 3.22887 8.9981
365 3.22905 8.87351
366 3.22923 8.74892
367 3.2294 8.62433
368 3.22957 8.49975
369 3.22974 8.37517
370 3.22991 8.2506
371 3.23007 8.12603
372 3.23023 8.00146
373 3.23039 7.8769
374 3.23055 7.75235
375 3.2307 7.6278
376 3.23085 7.50326
377 3.231 7.37872
378 3.23115 7.25419
379 3.23129 7.12966
380 3.23143 7.00514
381 3.23157 6.88062
382 3.23171 6.75611
383 3.23184 6.63161
384 3.23197 6.50711
385 3.2321 6.38262
386 3.23223 6.25813
387 3.23235 6.13365
388 3.23247 6.00918
389 3.23259 5.88471
390 3.23271 5.76025
391 3.23282 5.6358
392 3.23293 5.51135
393 3.23304 5.38691
394 3.23315 5.26248
395 3.23325 5.13805
396 3.23335 5.01364
397 3.23345 4.88922
398 3.23355 4.76482
399 3.23364 4.64042
400 3.23373 4.51603
401 3.23382 4.39165
402 3.23391 4.26728
403 3.23399 4.14292
404 3.23408 4.01856
405 3.23416 3.89421
406 3.23423 3.76987
407 3.23431 3.64554
408 3.23438 3.52121
409 3.23445 3.3969
410 3.23451 3.27259
411 3.23458 3.14829
412 3.23464 3.024
413 3.2347 2.89972
414 3.23476 2.77545
415 3.23481 2.65119
416 3.23486 2.52694
417 3.23491 2.40269
