n	rho	drho
0 3 36
1 3.00072 35.8929
2 3.00144 35.7857
3 3.00215 35.6783
4 3.00286 35.5708
5 3.00357 35.4632
6 3.00428 35.3555
7 3.00499 35.2476
8 3.00569 35.1397
9 3.00639 35.0316
10 3.00709 34.9233
11 3.00779 34.815
12 3.00849 34.7065
13 3.00918 34.598
14 3.00987 34.4893
15 3.01056 34.3805
16 3.01124 34.2716
17 3.01193 34.1626
18 3.01261 34.0534
19 3.01329 33.9442
20 3.01397 33.8348
21 3.01464 33.7253
22 3.01532 33.6158
23 3.01599 33.5061
24 3.01666 33.3963
25 3.01732 33.2864
26 3.01799 33.1764
27 3.01865 33.0663
28 3.01931 32.9561
29 3.01997 32.8458
30 3.02063 32.7354
31 3.02128 32.6249
32 3.02193 32.5143
33 3.02258 32.4036
34 3.02323 32.2928
35 3.02387 32.1819
36 3.02451 32.0709
37 3.02515 31.9598
38 3.02579 31.8486
39 3.02643 31.7373
40 3.02706 31.626
41 3.02769 31.5145
42 3.02832 31.403
43 3.02895 31.2913
44 3.02957 31.1796
45 3.0302 31.0678
46 3.03082 30.9559
47 3.03143 30.8439
48 3.03205 30.7318
49 3.03266 30.6196
50 3.03328 30.5074
51 3.03388 30.3951
52 3.03449 30.2827
53 3.0351 30.1702
54 3.0357 30.0576
55 3.0363 29.9449
56 3.0369 29.8322
57 3.03749 29.7194
58 3.03808 29.6065
59 3.03868 29.4935
60 3.03926 29.3805
61 3.03985 29.2673
62 3.04044 29.1541
63 3.04102 29.0409
64 3.0416 28.9275
65 3.04217 28.8141
66 3.04275 28.7006
67 3.04332 28.587
68 3.04389 28.4734
69 3.04446 28.3597
70 3.04503 28.2459
71 3.04559 28.132
72 3.04615 28.0181
73 3.04671 27.9041
74 3.04727 27.7901
75 3.04782 27.676
76 3.04838 27.5618
77 3.04893 27.4475
78 3.04947 27.3332
79 3.05002 27.2188
80 3.05056 27.1044
81 3.0511 26.9898
82 3.05164 26.8753
83 3.05218 26.7606
84 3.05271 26.6459
85 3.05324 26.5312
86 3.05377 26.4164
87 3.0543 26.3015
88 3.05483 26.1866
89 3.05535 26.0716
90 3.05587 25.9565
91 3.05639 25.8414
92 3.0569 25.7262
93 3.05742 25.611
94 3.05793 25.4957
95 3.05844 25.3804
96 3.05894 25.265
97 3.05945 25.1496
98 3.05995 25.0341
99 3.06045 24.9185
100 3.06094 24.8029
101 3.06144 24.6873
102 3.06193 24.5716
103 3.06242 24.4558
104 3.06291 24.34
105 3.0634 24.2242
106 3.06388 24.1083
107 3.06436 23.9923
108 3.06484 23.8763
109 3.06532 23.7603
110 3.06579 23.6442
111 3.06626 23.5281
112 3.06673 23.4119
113 3.0672 23.2957
114 3.06766 23.1794
115 3.06812 23.0631
116 3.06858 22.9467
117 3.06904 22.8303
118 3.0695 22.7139
119 3.06995 22.5974
120 3.0704 22.4808
121 3.07085 22.3643
122 3.0713 22.2477
123 3.07174 22.131
124 3.07218 22.0143
125 3.07262 21.8976
126 3.07306 21.7808
127 3.07349 21.664
128 3.07392 21.5471
129 3.07435 21.4302
130 3.07478 21.3133
131 3.07521 21.1964
132 3.07563 21.0794
133 3.07605 20.9623
134 3.07647 20.8452
135 3.07688 20.7281
136 3.0773 20.611
137 3.07771 20.4938
138 3.07812 20.3766
139 3.07852 20.2594
140 3.07893 20.1421
141 3.07933 20.0248
142 3.07973 19.9074
143 3.08013 19.7901
144 3.08052 19.6727
145 3.08091 19.5552
146 3.0813 19.4378
147 3.08169 19.3203
148 3.08207 19.2027
149 3.08246 19.0852
150 3.08284 18.9676
151 3.08322 18.85
152 3.08359 18.7324
153 3.08397 18.6147
154 3.08434 18.497
155 3.08471 18.3793
156 3.08507 18.2615
157 3.08544 18.1438
158 3.0858 18.026
159 3.08616 17.9081
160 3.08651 17.7903
161 3.08687 17.6724
162 3.08722 17.5545
163 3.08757 17.4366
164 3.08792 17.3186
165 3.08826 17.2007
166 3.08861 17.0827
167 3.08895 16.9647
168 3.08928 16.8466
169 3.08962 16.7286
170 3.08995 16.6105
171 3.09029 16.4924
172 3.09061 16.3743
173 3.09094 16.2561
174 3.09126 16.1379
175 3.09159 16.0198
176 3.0919 15.9016
177 3.09222 15.7833
178 3.09254 15.6651
179 3.09285 15.5468
180 3.09316 15.4286
181 3.09347 15.3103
182 3.09377 15.192
183 3.09407 15.0736
184 3.09437 14.9553
185 3.09467 14.8369
186 3.09497 14.7186
187 3.09526 14.6002
188 3.09555 14.4818
189 3.09584 14.3634
190 3.09613 14.2449
191 3.09641 14.1265
192 3.09669 14.008
193 3.09697 13.8895
194 3.09725 13.771
195 3.09752 13.6525
196 3.09779 13.534
197 3.09806 13.4155
198 3.09833 13.297
199 3.09859 13.1784
200 3.09886 13.0599
201 3.09912 12.9413
202 3.09937 12.8227
203 3.09963 12.7041
204 3.09988 12.5855
205 3.10013 12.4669
206 3.10038 12.3483
207 3.10063 12.2296
208 3.10087 12.111
209 3.10111 11.9923
210 3.10135 11.8737
211 3.10159 11.755
212 3.10182 11.6364
213 3.10205 11.5177
214 3.10228 11.399
215 3.10251 11.2803
216 3.10273 11.1616
217 3.10295 11.0429
218 3.10317 10.9242
219 3.10339 10.8055
220 3.10361 10.6868
221 3.10382 10.568
222 3.10403 10.4493
223 3.10424 10.3306
224 3.10444 10.2118
225 3.10464 10.0931
226 3.10484 9.97434
227 3.10504 9.85559
228 3.10524 9.73684
229 3.10543 9.61809
230 3.10562 9.49933
231 3.10581 9.38058
232 3.106 9.26182
233 3.10618 9.14306
234 3.10636 9.0243
235 3.10654 8.90554
236 3.10672 8.78678
237 3.1069 8.66802
238 3.10707 8.54926
239 3.10724 8.4305
240 3.1074 8.31174
241 3.10757 8.19298
242 3.10773 8.07422
243 3.10789 7.95547
244 3.10805 7.83671
245 3.10821 7.71796
246 3.10836 7.59921
247 3.10851 7.48047
248 3.10866 7.36173
249 3.1088 7.24299
250 3.10895 7.12425
251 3.10909 7.00552
252 3.10923 6.88679
253 3.10937 6.76807
254 3.1095 6.64935
255 3.10963 6.53064
256 3.10976 6.41193
257 3.10989 6.29323
258 3.11001 6.17454
259 3.11013 6.05585
260 3.11025 5.93717
261 3.11037 5.81849
262 3.11049 5.69982
263 3.1106 5.58116
264 3.11071 5.46251
265 3.11082 5.34387
266 3.11092 5.22523
267 3.11103 5.1066
268 3.11113 4.98798
269 3.11123 4.86937
270 3.11132 4.75077
271 3.11142 4.63218
272 3.11151 4.5136
273 3.1116 4.39503
274 3.11168 4.27647
275 3.11177 4.15792
276 3.11185 4.03939
277 3.11193 3.92086
278 3.11201 3.80235
279 3.11208 3.68384
280 3.11216 3.56536
281 3.11223 3.44688
282 3.11229 3.32842
283 3.11236 3.20996
284 3.11242 3.09153
285 3.11248 2.97311
286 3.11254 2.8547
287 3.1126 2.7363
288 3.11265 2.61792
289 3.1127 2.49956
290 3.11275 2.38121
291 3.1128 2.26288
292 3.11284 2.14456
293 3.11288 2.02626
294 3.11292 1.90797
295 3.11296 1.7897
296 3.11299 1.67145
297 3.11303 1.55322
298 3.11305 1.43501
299 3.11308 1.31681
300 3.11311 1.19863
301 3.11313 1.08047
302 3.11315 0.962328
303 3.11317 0.844205
304 3.11318 0.726103
305 3.1132 0.608021
306 3.11321 0.489958
307 3.11322 0.371916
308 3.11322 0.253895
309 3.11323 0.135896
310 3.11323 0.0179171
311 3.11323 -0.10004
312 3.11323 -0.217974
313 3.11322 -0.335886
314 3.11321 -0.453776
315 3.1132 -0.571642
316 3.11319 -0.689485
317 3.11317 -0.807305
318 3.11316 -0.9251
319 3.11314 -1.04287
320 3.11311 -1.16062
321 3.11309 -1.27834
322 3.11306 -1.39604
323 3.11303 -1.51371
324 3.113 -1.63135
325 3.11297 -1.74897
326 3.11293 -1.86656
