n	rho	drho
0 3 34
1 3.00068 33.8929
2 3.00136 33.7857
3 3.00203 33.6783
4 3.0027 33.5709
5 3.00337 33.4633
6 3.00404 33.3556
7 3.00471 33.2478
8 3.00537 33.1399
9 3.00603 33.0318
10 3.00669 32.9237
11 3.00735 32.8154
12 3.00801 32.707
13 3.00866 32.5986
14 3.00931 32.49
15 3.00996 32.3813
16 3.0106 32.2725
17 3.01125 32.1635
18 3.01189 32.0545
19 3.01253 31.9454
20 3.01317 31.8362
21 3.0138 31.7268
22 3.01444 31.6174
23 3.01507 31.5079
24 3.0157 31.3982
25 3.01632 31.2885
26 3.01695 31.1786
27 3.01757 31.0687
28 3.01819 30.9587
29 3.01881 30.8486
30 3.01943 30.7383
31 3.02004 30.628
32 3.02065 30.5176
33 3.02126 30.4071
34 3.02187 30.2965
35 3.02247 30.1858
36 3.02308 30.0751
37 3.02368 29.9642
38 3.02427 29.8532
39 3.02487 29.7422
40 3.02546 29.6311
41 3.02605 29.5199
42 3.02664 29.4086
43 3.02723 29.2972
44 3.02782 29.1857
45 3.0284 29.0742
46 3.02898 28.9625
47 3.02956 28.8508
48 3.03013 28.739
49 3.03071 28.6271
50 3.03128 28.5152
51 3.03185 28.4031
52 3.03241 28.291
53 3.03298 28.1788
54 3.03354 28.0666
55 3.0341 27.9542
56 3.03466 27.8418
57 3.03522 27.7293
58 3.03577 27.6167
59 3.03632 27.5041
60 3.03687 27.3914
61 3.03742 27.2786
62 3.03796 27.1657
63 3.0385 27.0528
64 3.03904 26.9398
65 3.03958 26.8267
66 3.04012 26.7136
67 3.04065 26.6004
68 3.04118 26.4871
69 3.04171 26.3738
70 3.04223 26.2604
71 3.04276 26.1469
72 3.04328 26.0334
73 3.0438 25.9198
74 3.04432 25.8061
75 3.04483 25.6924
76 3.04534 25.5786
77 3.04586 25.4648
78 3.04636 25.3509
79 3.04687 25.2369
80 3.04737 25.1229
81 3.04787 25.0088
82 3.04837 24.8946
83 3.04887 24.7804
84 3.04936 24.6661
85 3.04986 24.5518
86 3.05035 24.4375
87 3.05083 24.323
88 3.05132 24.2085
89 3.0518 24.094
90 3.05228 23.9794
91 3.05276 23.8647
92 3.05324 23.75
93 3.05371 23.6353
94 3.05418 23.5205
95 3.05465 23.4056
96 3.05512 23.2907
97 3.05558 23.1757
98 3.05605 23.0607
99 3.05651 22.9457
100 3.05696 22.8306
101 3.05742 22.7154
102 3.05787 22.6002
103 3.05832 22.485
104 3.05877 22.3697
105 3.05922 22.2543
106 3.05966 22.1389
107 3.0601 22.0235
108 3.06054 21.908
109 3.06098 21.7925
110 3.06141 21.6769
111 3.06185 21.5613
112 3.06228 21.4457
113 3.06271 21.33
114 3.06313 21.2142
115 3.06355 21.0985
116 3.06397 20.9826
117 3.06439 20.8668
118 3.06481 20.7509
119 3.06522 20.635
120 3.06563 20.519
121 3.06604 20.403
122 3.06645 20.2869
123 3.06686 20.1708
124 3.06726 20.0547
125 3.06766 19.9385
126 3.06806 19.8223
127 3.06845 19.7061
128 3.06884 19.5898
129 3.06923 19.4735
130 3.06962 19.3572
131 3.07001 19.2408
132 3.07039 19.1244
133 3.07077 19.008
134 3.07115 18.8915
135 3.07153 18.775
136 3.0719 18.6585
137 3.07228 18.5419
138 3.07264 18.4253
139 3.07301 18.3087
140 3.07338 18.192
141 3.07374 18.0753
142 3.0741 17.9586
143 3.07446 17.8419
144 3.07481 17.7251
145 3.07517 17.6083
146 3.07552 17.4915
147 3.07587 17.3746
148 3.07621 17.2577
149 3.07656 17.1408
150 3.0769 17.0239
151 3.07724 16.9069
152 3.07758 16.7899
153 3.07791 16.6729
154 3.07824 16.5559
155 3.07857 16.4388
156 3.0789 16.3217
157 3.07922 16.2046
158 3.07955 16.0875
159 3.07987 15.9704
160 3.08019 15.8532
161 3.0805 15.736
162 3.08082 15.6188
163 3.08113 15.5015
164 3.08144 15.3843
165 3.08174 15.267
166 3.08205 15.1497
167 3.08235 15.0324
168 3.08265 14.9151
169 3.08295 14.7977
170 3.08324 14.6803
171 3.08353 14.5629
172 3.08382 14.4455
173 3.08411 14.3281
174 3.0844 14.2107
175 3.08468 14.0932
176 3.08496 13.9757
177 3.08524 13.8582
178 3.08551 13.7407
179 3.08579 13.6232
180 3.08606 13.5057
181 3.08633 13.3881
182 3.08659 13.2705
183 3.08686 13.153
184 3.08712 13.0354
185 3.08738 12.9178
186 3.08764 12.8001
187 3.08789 12.6825
188 3.08814 12.5649
189 3.08839 12.4472
190 3.08864 12.3296
191 3.08889 12.2119
192 3.08913 12.0942
193 3.08937 11.9765
194 3.08961 11.8588
195 3.08985 11.7411
196 3.09008 11.6233
197 3.09031 11.5056
198 3.09054 11.3879
199 3.09077 11.2701
200 3.09099 11.1523
201 3.09121 11.0346
202 3.09143 10.9168
203 3.09165 10.799
204 3.09186 10.6812
205 3.09208 10.5634
206 3.09229 10.4456
207 3.09249 10.3278
208 3.0927 10.21
209 3.0929 10.0922
210 3.0931 9.97434
211 3.0933 9.85651
212 3.0935 9.73868
213 3.09369 9.62084
214 3.09388 9.503
215 3.09407 9.38515
216 3.09426 9.26731
217 3.09444 9.14946
218 3.09462 9.0316
219 3.0948 8.91375
220 3.09498 8.79589
221 3.09515 8.67804
222 3.09533 8.56018
223 3.0955 8.44232
224 3.09566 8.32446
225 3.09583 8.2066
226 3.09599 8.08874
227 3.09615 7.97088
228 3.09631 7.85302
229 3.09647 7.73517
230 3.09662 7.61731
231 3.09677 7.49946
232 3.09692 7.38161
233 3.09707 7.26376
234 3.09721 7.14591
235 3.09735 7.02807
236 3.09749 6.91023
237 3.09763 6.79239
238 3.09776 6.67456
239 3.0979 6.55673
240 3.09803 6.43891
241 3.09815 6.32109
242 3.09828 6.20328
243 3.0984 6.08547
244 3.09852 5.96767
245 3.09864 5.84987
246 3.09876 5.73208
247 3.09887 5.6143
248 3.09898 5.49652
249 3.09909 5.37875
250 3.0992 5.26099
251 3.0993 5.14324
252 3.0994 5.0255
253 3.0995 4.90776
254 3.0996 4.79003
255 3.09969 4.67231
256 3.09979 4.55461
257 3.09988 4.43691
258 3.09996 4.31922
259 3.10005 4.20154
260 3.10013 4.08388
261 3.10021 3.96622
262 3.10029 3.84857
263 3.10037 3.73094
264 3.10044 3.61332
265 3.10051 3.49571
266 3.10058 3.37812
267 3.10065 3.26053
268 3.10071 3.14296
269 3.10077 3.02541
270 3.10083 2.90787
271 3.10089 2.79034
272 3.10094 2.67283
273 3.10099 2.55533
274 3.10104 2.43784
275 3.10109 2.32038
276 3.10114 2.20293
277 3.10118 2.08549
278 3.10122 1.96807
279 3.10126 1.85067
280 3.10129 1.73328
281 3.10133 1.61592
282 3.10136 1.49857
283 3.10139 1.38123
284 3.10141 1.26392
285 3.10144 1.14662
286 3.10146 1.02935
287 3.10148 0.912092
288 3.1015 0.794855
289 3.10151 0.677639
290 3.10152 0.560442
291 3.10153 0.443267
292 3.10154 0.326112
293 3.10155 0.208978
294 3.10155 0.0918668
295 3.10155 -0.0252229
296 3.10155 -0.14229
297 3.10155 -0.259335
298 3.10154 -0.376357
299 3.10153 -0.493355
300 3.10152 -0.610329
301 3.10151 -0.72728
302 3.10149 -0.844206
303 3.10147 -0.961108
304 3.10145 -1.07798
305 3.10143 -1.19484
306 3.1014 -1.31166
307 3.10138 -1.42846
308 3.10135 -1.54523
309 3.10131 -1.66198
310 3.10128 -1.7787
311 3.10124 -1.89539
312 3.1012 -2.01205
313 3.10116 -2.12869
314 3.10112 -2.24529
315 3.10107 -2.36187
316 3.10102 -2.47842
317 3.10097 -2.59494
318 3.10092 -2.71143
319 3.10087 -2.82789
320 3.10081 -2.94432
321 3.10075 -3.06071
322 3.10069 -3.17708
323 3.10062 -3.29341
324 3.10055 -3.40972
325 3.10048 -3.52599
326 3.10041 -3.64222
327 3.10034 -3.75843
328 3.10026 -3.8746
329 3.10018 -3.99073
330 3.1001 -4.10683
331 3.10002 -4.2229
332 3.09993 -4.33893
333 3.09985 -4.45493
334 3.09976 -4.57089
335 3.09966 -4.68681
336 3.09957 -4.8027
337 3.09947 -4.91855
338 3.09937 -5.03436
339 3.09927 -5.15014
340 3.09917 -5.26587
341 3.09906 -5.38157
342 3.09895 -5.49723
343 3.09884 -5.61285
344 3.09873 -5.72843
345 3.09861 -5.84397
346 3.09849 -5.95947
347 3.09837 -6.07493
348 3.09825 -6.19035
349 3.09812 -6.30572
350 3.098 -6.42106
351 3.09787 -6.53635
352 3.09774 -6.65159
353 3.0976 -6.7668
354 3.09746 -6.88196
355 3.09733 -6.99707
356 3.09718 -7.11215
357 3.09704 -7.22717
358 3.0969 -7.34215
359 3.09675 -7.45709
360 3.0966 -7.57198
361 3.09644 -7.68682
362 3.09629 -7.80161
363 3.09613 -7.91636
364 3.09597 -8.03106
365 3.09581 -8.14571
366 3.09565 -8.26031
367 3.09548 -8.37486
368 3.09531 -8.48936
369 3.09514 -8.60381
370 3.09497 -8.71821
371 3.09479 -8.83256
372 3.09461 -8.94686
373 3.09443 -9.06111
374 3.09425 -9.1753
375 3.09407 -9.28944
376 3.09388 -9.40352
377 3.09369 -9.51756
378 3.0935 -9.63153
379 3.09331 -9.74546
380 3.09311 -9.85932
381 3.09291 -9.97314
382 3.09271 -10.0869
383 3.09251 -10.2006
384 3.0923 -10.3142
385 3.0921 -10.4278
386 3.09189 -10.5413
387 3.09167 -10.6548
388 3.09146 -10.7682
389 3.09124 -10.8816
390 3.09102 -10.9948
391 3.0908 -11.1081
392 3.09058 -11.2212
393 3.09035 -11.3343
394 3.09013 -11.4474
395 3.0899 -11.5604
396 3.08966 -11.6733
397 3.08943 -11.7861
398 3.08919 -11.8989
399 3.08895 -12.0116
400 3.08871 -12.1243
401 3.08847 -12.2369
402 3.08822 -12.3494
